;Unnamed: 0;nb_salaires_cleaned;age_cleaned;anciennete_emploi_cleaned;salaire_mensuel_cleaned;taux_endettement_cleaned;duree_pret_cleaned;anciennete_bni_cleaned;mensualite_cleaned;code_DTX_cleaned_UNIQUEVAL;conventionne_cleaned_UNIQUEVAL;statut_marital_cleaned_UNIQUEVAL;categorie_employeur_cleaned_UNIQUEVAL;nature_CAP_cleaned_UNIQUEVAL;type_contrat_cleaned;salaire_vivable;argent_journalier;age_end;year;label
2267;2329;59.0;39.0;82.0;306933.33;32.998387515909;48;65.0;102306.11075645;0;OUI;CONCUBINE;CONNUE;CAP_Rechargeable;CDI;204627.21924355003;6820.907308118334;43.0;2017;0
1297;5986;28.0;48.0;24.0;522253.8;32.84;19;36.0;172146.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDD;350107.8;11670.26;49.58333333333334;2013;0
2553;2630;1.0;28.0;26.0;270000.0;32.838556535298004;36;8.0;89559.69964172301;0;OUI;CONCUBINE;CONNUE;CAP;CDI;180440.300358277;6014.676678609233;31.0;2017;0
2839;2922;29.0;52.0;195.0;421758.8;32.009552835354995;60;110.0;136366.77366036;0;OUI;CELIBATAIRE;FONCTIONNAIRE;CAP_Rechargeable;CDI;285392.02633964;9513.067544654668;57.0;2017;0
2695;2774;29.0;43.0;134.0;320700.0;32.467529180277;36;84.0;105175.11725369;0;OUI;MARIE;CONNUE;CAP;CDI;215524.88274631;7184.162758210335;46.0;2017;0
9468;1572;38.0;31.0;51.0;155000.0;32.77;24;41.0;50913.0;1;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;104087.0;3469.566666666666;33.0;2013;0
14150;4046;19.0;35.0;98.0;339000.0;32.6;48;21.0;109993.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;229007.0;7633.5666666666675;39.0;2014;0
2912;6874;39.0;32.0;80.0;1000000.0;32.94;24;39.0;330176.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;669824.0;22327.46666666667;34.0;2013;0
14792;1225;53.0;46.0;45.0;149193.0;32.45;35;53.0;48383.0;1;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;100810.0;3360.333333333333;48.91666666666666;2013;0
3761;3864;1.0;27.0;14.0;344578.6;32.367415397304;14;8.0;112657.76447699;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDD;231920.83552301;7730.694517433666;28.16666666666667;2017;0
9433;4856;15.0;49.0;347.0;440836.6;29.45;60;16.0;128886.0;0;NON;DIVORCE;FONCTIONNAIRE;CAP;CDI;311950.6;10398.353333333333;54.0;2014;0
3701;3803;59.0;33.0;118.0;800000.0;22.001949709866;24;64.0;177793.53300902;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;622206.46699098;20740.215566366;35.0;2017;0
299;6192;92.0;51.0;104.0;1000000.0;32.79;24;92.0;292370.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;707630.0;23587.66666666667;53.0;2014;0
2810;2518;56.0;44.0;86.0;185000.0;32.28;36;56.0;59651.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;125349.0;4178.3;47.0;2013;0
5117;6565;70.0;41.0;101.0;750000.0;31.94;24;87.0;240064.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;509936.0;16997.866666666665;43.0;2013;0
2733;1910;36.0;53.0;39.0;163470.0;32.89;24;36.0;53892.0;0;OUI;MARIE;CONNUE;CAP;CDI;109578.0;3652.6;55.0;2013;0
6624;5250;66.0;28.0;67.0;390466.0;31.37;60;66.0;121590.0;0;OUI;MARIE;FAVORISER;CAP_Rechargeable;CDI;268876.0;8962.533333333333;33.0;2013;0
16407;3067;25.0;32.0;100.0;250350.0;32.54;24;26.0;81662.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;168688.0;5622.9333333333325;34.0;2014;0
13953;478;68.0;43.0;154.0;121000.0;32.3;36;68.0;39045.0;0;OUI;MARIE;FAVORISER;CAP_Rechargeable;CDI;81955.0;2731.833333333333;46.0;2013;0
2382;2510;25.0;48.0;157.0;217866.0;32.78;24;27.0;71580.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;146286.0;4876.2;50.0;2014;0
2947;3031;29.0;41.0;202.0;627131.6;32.837914919235004;60;119.0;208017.11236327;0;OUI;CONCUBINE;FONCTIONNAIRE;CAP_Rechargeable;CDI;419114.48763673;13970.482921224331;46.0;2017;0
12258;5591;20.0;30.0;21.0;604025.95;30.63;42;20.0;184494.0;0;OUI;CONCUBINE;FAVORISER;CAP;CDI;419531.95;13984.398333333333;33.5;2014;0
15510;106;19.0;23.0;142.0;110000.0;32.66;24;20.0;36010.0;0;NON;CELIBATAIRE;CONNUE;CAP;CDI;73990.0;2466.333333333333;25.0;2014;0
431;3892;25.0;31.0;63.0;270000.0;20.93;36;26.0;56450.0;1;NON;CONCUBINE;CONNUE;CAP;CDI;213550.0;7118.333333333332;34.0;2013;0
1780;1822;28.0;26.0;51.0;522571.0;32.840344699514;60;44.0;173347.59363606;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;349223.40636394;11640.780212131333;31.0;2017;0
13613;5151;41.0;35.0;137.0;377000.0;30.21;40;41.0;113652.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;263348.0;8778.266666666666;38.333333333333336;2013;0
4293;5315;41.0;29.0;52.0;400000.0;24.89;30;44.0;99622.0;0;OUI;CELIBATAIRE;FONCTIONNAIRE;CAP;CDI;300378.0;10012.6;31.5;2013;0
15642;2688;31.0;44.0;106.0;193500.0;32.49;24;32.0;63011.0;0;NON;VEUF;RENSEIGNER;CAP;CDI;130489.0;4349.633333333333;46.0;2013;0
86;88;86.0;57.0;147.0;156400.0;32.797937455700996;24;94.0;51814.115334058;0;NON;MARIE;RENSEIGNER;CAP;CDI;104585.884665942;3486.1961555314;59.0;2017;0
3171;1989;56.0;37.0;87.0;165400.0;32.84;24;56.0;54441.0;0;NON;CELIBATAIRE;RENSEIGNER;CAP_Rechargeable;CDI;110959.0;3698.633333333333;39.0;2013;0
16218;6787;24.0;29.0;105.0;915000.0;32.98;24;24.0;302452.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;612548.0;20418.266666666666;31.0;2013;0
6229;3152;28.0;35.0;39.0;215000.0;32.99;36;28.0;70859.0;0;NON;CONCUBINE;CONNUE;CAP_Rechargeable;CDI;144141.0;4804.7;38.0;2013;0
2175;3556;23.0;32.0;126.0;297700.0;27.03;24;23.0;80654.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;217046.0;7234.866666666668;34.0;2014;0
2779;5620;30.0;30.0;56.0;450000.0;31.29;24;33.0;141144.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;308856.0;10295.2;32.0;2013;0
2288;6203;67.0;33.0;31.0;573200.0;25.82;24;69.0;148327.0;0;OUI;CELIBATAIRE;CONNUE;CAP;CDI;424873.0;14162.433333333332;35.0;2013;0
223;5302;28.0;36.0;38.0;400000.0;32.69;24;29.0;131062.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;268938.0;8964.6;38.0;2013;0
9205;4608;10.0;34.0;29.0;400000.0;32.93;36;10.0;131595.0;0;NON;MARIE;CONNUE;CAP;CDI;268405.0;8946.833333333334;37.0;2014;0
3445;6113;50.0;25.0;32.0;550000.0;32.9;36;50.0;180762.0;0;NON;CELIBATAIRE;CONNUE;CAP;CDI;369238.0;12307.933333333332;28.0;2013;0
7868;3694;66.0;60.0;47.0;252000.0;31.5;18;21.0;79712.0;0;NON;MARIE;CONNUE;CAP;CDI;172288.0;5742.9333333333325;61.5;2013;0
2134;970;35.0;35.0;44.0;156480.0;32.14;24;35.0;50409.0;1;NON;MARIE;CONNUE;CAP2;CDI;106071.0;3535.7;37.0;2014;0
93;95;0.0;39.0;15.0;1500000.0;19.957033957396;36;10.0;302379.30238478;0;NON;MARIE;RENSEIGNER;CAP;CDI;1197620.69761522;39920.689920507335;42.0;2017;0
4825;4929;77.0;51.0;166.0;352766.2;32.64;60;83.0;114295.0;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;238471.2;7949.04;56.0;2013;0
2661;4866;22.0;30.0;35.0;350000.0;30.0;24;24.0;105253.0;0;NON;MARIE;CONNUE;CAP;CDI;244747.0;8158.233333333334;32.0;2013;0
7216;5291;45.0;29.0;31.0;400000.0;32.97;6;46.0;132898.0;0;NON;MARIE;CONNUE;CAP;CDD;267102.0;8903.4;29.5;2013;0
2938;3284;15.0;29.0;40.0;266000.0;19.29;24;15.0;51422.0;0;NON;MARIE;CONNUE;CAP;CDI;214578.0;7152.6;31.0;2014;0
14627;1947;14.0;53.0;57.0;196515.0;32.76;24;15.0;64523.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;131992.0;4399.733333333334;55.0;2014;0
2639;2716;1.0;50.0;74.0;366141.6;32.497205526985;60;14.0;120187.664921;0;OUI;CELIBATAIRE;FONCTIONNAIRE;CAP;CDI;245953.935079;8198.464502633333;55.0;2017;0
512;525;64.0;54.0;91.0;250000.0;31.639817928874002;24;89.0;79898.530123419;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;170101.469876581;5670.048995886033;56.0;2017;0
1353;5349;16.0;55.0;132.0;537298.0;31.76;54;20.0;169627.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;367671.0;12255.7;59.5;2014;0
5058;5093;12.0;54.0;389.0;493223.2;32.96;30;33.0;162648.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;330575.2;11019.173333333334;56.5;2014;0
8578;1987;25.0;22.0;41.0;165301.0;32.74;13;25.0;54430.0;0;NON;CONCUBINE;CONNUE;CAP;CDI;110871.0;3695.7;23.08333333333333;2013;0
18316;674;36.0;28.0;56.0;145530.0;32.82;36;37.0;47721.0;0;NON;CELIBATAIRE;CONNUE;CAP_Rechargeable;CDI;97809.0;3260.3;31.0;2014;0
6002;2717;35.0;36.0;140.0;195000.0;32.94;36;35.0;64162.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;130838.0;4361.266666666666;39.0;2013;0
2244;212;16.0;45.0;27.0;120000.0;32.9;24;16.0;39571.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;80429.0;2680.9666666666667;47.0;2014;0
7205;2362;20.0;52.0;34.0;210000.0;32.98;36;20.0;21330.0;0;NON;CONCUBINE;CONNUE;CAP2;CDI;188670.0;6289.0;55.0;2014;0
2018;2072;38.0;37.0;74.0;303600.0;32.964743052367;48;45.0;101091.87869392;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;202508.12130608;6750.270710202666;41.0;2017;0
1478;2032;15.0;47.0;38.0;200000.0;32.94;24;15.0;66035.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;133965.0;4465.5;49.0;2014;0
15458;2382;24.0;36.0;114.0;180000.0;32.89;24;25.0;59331.0;0;OUI;CELIBATAIRE;RENSEIGNER;CAP;CDI;120669.0;4022.3;38.0;2013;0
7918;3637;28.0;31.0;35.0;250000.0;32.99;24;29.0;82670.0;0;NON;MARIE;CONNUE;CAP;CDI;167330.0;5577.666666666668;33.0;2013;0
16751;367;15.0;40.0;24.0;128200.0;32.36;24;15.0;41587.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;86613.0;2887.1;42.0;2014;0
1545;7303;66.0;35.0;67.0;2470000.0;19.7;24;75.0;483923.0;0;NON;MARIE;FAVORISER;CAP_Rechargeable;CDI;1986077.0;66202.56666666668;37.0;2013;0
2148;2205;94.0;37.0;173.0;520000.0;22.546371053260998;60;101.0;118425.38331006;0;OUI;MARIE;FAVORISER;CAP_Rechargeable;CDI;401574.61668994;13385.820556331333;42.0;2017;0
1560;1599;36.0;45.0;51.0;124000.0;32.998055265722996;24;43.0;41330.897504542;0;OUI;MARIE;CONNUE;CAP;CDI;82669.10249545799;2755.6367498485997;47.0;2017;0
7674;4175;90.0;34.0;144.0;299618.0;32.78;48;99.0;97774.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;201844.0;6728.133333333332;38.0;2013;0
1948;1926;28.0;37.0;152.0;163800.0;32.24;24;28.0;52929.0;0;NON;CONCUBINE;CONNUE;CAP;CDI;110871.0;3695.7;39.0;2013;0
7360;489;14.0;45.0;21.0;134097.0;32.74;24;15.0;44004.0;0;OUI;CONCUBINE;CONNUE;CAP;CDI;90093.0;3003.1;47.0;2014;0
1019;1048;28.0;30.0;129.0;271000.0;32.907116422033;48;52.0;90079.076266374;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;180920.92373362606;6030.697457787534;34.0;2017;0
1074;1104;63.0;34.0;111.0;1652712.0;24.337072881936002;48;110.0;406284.56966515;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;1246427.43033485;41547.58101116167;38.0;2017;0
15424;4413;21.0;49.0;234.0;314900.0;32.92;55;21.0;103026.0;1;OUI;MARIE;FAVORISER;CAP;CDI;211874.0;7062.466666666666;53.58333333333334;2013;0
9982;3360;43.0;30.0;87.0;274400.0;32.99;24;43.0;90736.0;0;NON;CONCUBINE;FAVORISER;CAP_Rechargeable;CDI;183664.0;6122.133333333332;32.0;2014;0
6408;6255;28.0;49.0;36.0;597600.0;32.14;18;28.0;192850.0;0;NON;MARIE;FAVORISER;CAP;CDD;404750.0;13491.666666666664;50.5;2013;0
9797;5573;45.0;30.0;52.0;441746.2;32.74;22;46.0;145035.0;0;NON;CELIBATAIRE;FONCTIONNAIRE;CAP;CDD;296711.2;9890.373333333333;31.83333333333333;2013;0
1958;2006;27.0;35.0;50.0;194024.0;32.863757909250005;48;34.0;64407.65418772;0;OUI;CELIBATAIRE;CONNUE;CAP_Rechargeable;CDI;129616.34581228;4320.5448604093335;39.0;2017;0
2354;2419;89.0;59.0;141.0;1900014.8;13.954912233046;12;107.0;267823.63409584;0;OUI;DIVORCE;FAVORISER;CAP;CDI;1632191.16590416;54406.37219680533;60.0;2017;0
3248;6583;278.0;47.0;285.0;2000000.0;19.16;24;278.0;384103.0;0;NON;MARIE;CONNUE;CAP;CDI;1615897.0;53863.23333333333;49.0;2014;0
5750;3906;90.0;33.0;137.0;270287.8;27.19;60;105.0;72954.0;0;NON;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;197333.8;6577.793333333332;38.0;2013;0
2365;2430;15.0;31.0;24.0;607817.6;32.868979337922;24;22.0;201801.4559154;0;OUI;MARIE;Z;CAP;CDI;406016.1440846;13533.871469486667;33.0;2017;0
14168;1169;21.0;38.0;98.0;162700.0;32.84;29;22.0;53473.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;109227.0;3640.9;40.41666666666666;2014;0
909;933;17.0;31.0;45.0;200000.0;32.090752096513;48;24.0;64829.80221517701;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;135170.19778482302;4505.6732594940995;35.0;2017;0
1043;3300;60.0;55.0;125.0;267578.81;32.64;36;60.0;87241.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;180337.81;6011.260333333334;58.0;2014;0
2919;3003;28.0;40.0;232.0;399942.9;9.6807597437736;36;138.0;39108.597233617;0;OUI;MARIE;FAVORISER;CAP2;CDI;360834.30276638304;12027.810092212769;43.0;2017;0
17089;5827;21.0;45.0;135.0;714993.8;31.42;20;39.0;225399.0;0;NON;CELIBATAIRE;FONCTIONNAIRE;CAP;CDI;489594.8000000001;16319.826666666668;46.66666666666666;2014;0
1669;885;28.0;24.0;49.0;152705.25;32.93;24;29.0;50409.0;0;NON;CELIBATAIRE;RENSEIGNER;CAP_Rechargeable;CDI;102296.25;3409.875;26.0;2014;0
5025;7208;90.0;37.0;139.0;1650000.0;32.93;48;116.0;816200.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;833800.0;27793.33333333333;41.0;2013;0
2737;2819;24.0;30.0;32.0;231000.0;25.625581703543;24;32.0;59793.023974935;0;OUI;MARIE;CONNUE;CAP;CDI;171206.976025065;5706.899200835501;32.0;2017;0
1761;1802;0.0;26.0;40.0;170521.0;32.600935458028005;36;40.0;56152.970860992995;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;114368.02913900699;3812.2676379669;29.0;2017;0
205;4710;65.0;38.0;178.0;413402.0;29.63;60;116.0;121590.0;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;291812.0;9727.066666666668;43.0;2014;0
319;4574;67.0;30.0;45.0;328173.0;32.98;60;70.0;20427.0;0;NON;MARIE;FONCTIONNAIRE;CAP2;CDI;307746.0;10258.2;35.0;2013;0
4120;1991;16.0;26.0;43.0;199235.8;32.86;48;17.0;65183.0;0;NON;CELIBATAIRE;FONCTIONNAIRE;CAP;CDI;134052.8;4468.426666666666;30.0;2014;0
895;919;2.0;39.0;34.0;172800.0;32.432754203969004;48;10.0;56609.898246927994;0;NON;CONCUBINE;CONNUE;CAP;CDI;116190.101753072;3873.0033917690666;43.0;2017;0
1892;3040;40.0;38.0;60.0;207074.0;32.79;24;40.0;68052.0;1;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;139022.0;4634.066666666667;40.0;2013;0
3380;3474;28.0;47.0;94.0;1877512.82;32.252672481321;30;127.0;611664.70770648;0;OUI;MARIE;CONNUE;CAP;CDI;1265848.11229352;42194.93707645067;49.5;2017;0
13038;4318;77.0;51.0;165.0;361364.4;32.85;60;82.0;233453.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;127911.40000000002;4263.713333333334;56.0;2014;0
6394;6661;31.0;33.0;51.0;803600.0;28.18;36;31.0;325372.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;478228.0;15940.933333333332;36.0;2013;0
1976;2025;10.0;28.0;17.0;600000.0;16.924864645725;24;16.0;102574.93724682;0;NON;MARIE;RENSEIGNER;CAP;CDI;497425.06275318;16580.835425106;30.0;2017;0
786;1218;54.0;34.0;99.0;165427.0;32.81;36;72.0;54229.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;111198.0;3706.6;37.0;2014;0
7553;3328;30.0;32.0;91.0;270000.0;32.89;24;30.0;88996.0;0;OUI;MARIE;CONNUE;CAP;CDI;181004.0;6033.466666666666;34.0;2014;0
7039;4865;35.0;25.0;35.0;350000.0;32.09;21;35.0;112692.0;0;NON;CELIBATAIRE;CONNUE;CAP;CDI;237308.0;7910.266666666666;26.75;2013;0
2527;2600;43.0;24.0;60.0;214666.0;32.798039312966;24;48.0;71117.413203608;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;143548.586796392;4784.952893213066;26.0;2017;0
4617;3583;16.0;36.0;38.0;300000.0;32.93;36;16.0;98696.0;0;NON;MARIE;FAVORISER;CAP;CDI;201304.0;6710.133333333332;39.0;2014;0
1004;4084;37.0;52.0;166.0;341151.4;32.96;48;40.0;111944.0;0;NON;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;229207.4;7640.246666666668;56.0;2014;0
8544;1559;25.0;33.0;171.0;154630.0;32.85;24;26.0;50913.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;103717.0;3457.233333333333;35.0;2013;0
7671;7309;30.0;48.0;31.0;2500000.0;20.18;18;119.0;506641.0;0;NON;CELIBATAIRE;CONNUE;CAP;CDI;1993359.0;66445.3;49.5;2013;0
2817;2899;1.0;30.0;28.0;186200.0;32.950595238344995;24;9.0;61973.745791716;0;NON;CONCUBINE;RENSEIGNER;CAP;CDI;124226.25420828401;4140.875140276133;32.0;2017;0
418;939;38.0;24.0;46.0;155000.0;32.93;36;38.0;50978.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;104022.0;3467.4;27.0;2014;0
13829;3866;29.0;35.0;36.0;268723.0;32.94;48;32.0;88138.0;0;OUI;MARIE;CONNUE;CAP;CDI;180585.0;6019.5;39.0;2013;0
4085;6318;53.0;32.0;16.0;1196809.0;18.14;36;60.0;216914.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;979895.0;32663.16666666667;35.0;2014;0
2084;857;17.0;47.0;65.0;151000.0;32.35;36;17.0;48806.0;0;NON;CONCUBINE;FAVORISER;CAP_Rechargeable;CDI;102194.0;3406.4666666666667;50.0;2014;0
6585;6310;66.0;35.0;77.0;1182000.0;32.97;24;71.0;390667.0;0;OUI;CONCUBINE;CONNUE;CAP_Rechargeable;CDI;791333.0;26377.766666666666;37.0;2014;0
15701;4396;17.0;37.0;25.0;371916.17;32.11;36;17.0;119303.0;0;NON;MARIE;CONNUE;CAP;CDI;252613.17;8420.439;40.0;2014;0
10660;2164;29.0;32.0;48.0;201650.0;32.92;24;29.0;66539.0;0;NON;CONCUBINE;CONNUE;CAP_Rechargeable;CDI;135111.0;4503.7;34.0;2014;0
2371;2436;15.0;40.0;127.0;234300.0;32.990548463449;48;21.0;78077.631363496;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;156222.368636504;5207.412287883466;44.0;2017;0
404;2649;20.0;28.0;56.0;191000.0;32.97;36;21.0;62905.0;1;NON;MARIE;CONNUE;CAP;CDI;128095.0;4269.833333333333;31.0;2013;0
2275;2338;29.0;43.0;120.0;272557.68;32.896557186978995;48;90.0;90567.77077646699;0;OUI;MARIE;CONNUE;CAP;CDI;181989.909223533;6066.3303074510995;47.0;2017;0
1991;2042;4.0;37.0;11.0;1000000.0;32.733780009209;48;111.0;330644.24251726;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;669355.75748274;22311.858582758;41.0;2017;0
8760;560;26.0;37.0;55.0;125000.0;32.01;18;28.0;40177.0;0;NON;CONCUBINE;RENSEIGNER;CAP;CDI;84823.0;2827.433333333333;38.5;2013;0
13698;6363;72.0;38.0;141.0;631394.0;22.54;48;72.0;141701.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;489693.0;16323.1;42.0;2013;0
86;3455;30.0;46.0;228.0;236000.0;32.97;36;30.0;77728.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;158272.0;5275.733333333334;49.0;2013;0
585;2359;11.0;41.0;27.0;210000.0;32.93;24;11.0;69312.0;0;NON;MARIE;CONNUE;CAP;CDI;140688.0;4689.6;43.0;2014;0
1539;1578;24.0;37.0;175.0;215066.0;32.425945290227;48;31.0;70441.599492808;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;144624.40050719198;4820.813350239734;41.0;2017;0
16766;347;39.0;46.0;147.0;116288.0;33.0;36;40.0;38335.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;77953.0;2598.433333333333;49.0;2013;0
5780;702;20.0;21.0;35.0;130000.0;32.88;24;21.0;42847.0;0;NON;CELIBATAIRE;CONNUE;CAP;CDI;87153.0;2905.1;23.0;2013;0
3155;808;30.0;30.0;96.0;150000.0;29.57;36;30.0;44298.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;105702.0;3523.4;33.0;2014;0
1117;1147;29.0;40.0;218.0;275198.36;27.783715501774;24;89.0;77232.655967624;0;OUI;MARIE;Z;CAP_Rechargeable;CDI;197965.704032376;6598.8568010792005;42.0;2017;0
4022;1966;56.0;33.0;137.0;197993.7;32.89;24;57.0;65264.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;132729.7;4424.323333333334;35.0;2014;0
7474;5071;62.0;30.0;66.0;366000.0;32.8;60;63.0;119158.0;0;NON;CELIBATAIRE;FONCTIONNAIRE;CAP_Rechargeable;CDI;246842.0;8228.066666666668;35.0;2013;0
8526;2099;68.0;30.0;81.0;170000.0;29.58;24;68.0;50409.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;119591.0;3986.366666666667;32.0;2013;0
935;969;26.0;24.0;33.0;140000.0;32.01;18;28.0;44998.0;0;OUI;CELIBATAIRE;RENSEIGNER;CAP;CDI;95002.0;3166.733333333333;25.5;2013;0
3623;3722;2.0;35.0;28.0;328917.5;24.409440013283;36;8.0;109482.16343958;0;NON;CONCUBINE;CONNUE;CAP;CDI;219435.33656042;7314.511218680666;38.0;2017;0
5471;7227;30.0;39.0;36.0;1748322.0;32.75;12;33.0;575979.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;1172343.0;39078.1;40.0;2013;0
10783;3646;67.0;32.0;108.0;302283.0;32.96;48;68.0;99191.0;0;NON;CELIBATAIRE;FONCTIONNAIRE;CAP_Rechargeable;CDI;203092.0;6769.733333333334;36.0;2014;0
12160;869;19.0;27.0;34.0;151500.0;30.0;24;19.0;45561.0;0;OUI;MARIE;CONNUE;CAP;CDI;105939.0;3531.3;29.0;2014;0
1287;5652;93.0;53.0;400.0;455340.2;32.98;60;108.0;27479.0;0;NON;MARIE;FONCTIONNAIRE;CAP2;CDI;427861.2;14262.04;58.0;2013;0
2439;6496;78.0;32.0;92.0;1600000.0;18.86;24;78.0;302452.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;1297548.0;43251.6;34.0;2014;0
2597;6947;56.0;42.0;45.0;1099697.02;28.68;18;59.0;316650.0;0;OUI;MARIE;FAVORISER;CAP_Rechargeable;CDI;783047.02;26101.56733333333;43.5;2013;0
828;902;34.0;26.0;57.0;153400.0;32.78;24;35.0;50409.0;0;NON;CELIBATAIRE;RENSEIGNER;CAP_Rechargeable;CDI;102991.0;3433.0333333333333;28.0;2014;0
5004;3002;35.0;38.0;50.0;249216.0;32.89;24;35.0;82166.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;167050.0;5568.333333333332;40.0;2014;0
14591;4704;59.0;55.0;70.0;411898.0;32.34;40;151.0;132918.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;278980.0;9299.333333333334;58.33333333333334;2014;0
1831;1873;81.0;56.0;147.0;598738.8;19.25859772727;46;88.0;116473.4312415;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;482265.36875850003;16075.51229195;59.83333333333334;2017;0
13860;5765;65.0;50.0;115.0;482713.6;12.47;19;78.0;60402.0;0;NON;CONCUBINE;FONCTIONNAIRE;CAP;CDI;422311.6;14077.053333333333;51.58333333333334;2013;0
14611;4151;26.0;33.0;67.0;346883.6;32.49;60;29.0;111863.0;0;NON;CONCUBINE;FONCTIONNAIRE;CAP;CDI;235020.6;7834.019999999998;38.0;2014;0
3284;3375;1.0;37.0;171.0;233000.0;32.908892684061;48;7.0;77452.242377638;0;OUI;CELIBATAIRE;CONNUE;CAP;CDI;155547.757622362;5184.925254078733;41.0;2017;0
17;2743;14.0;34.0;69.0;231000.0;32.98;60;16.0;75629.0;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDI;155371.0;5179.033333333334;39.0;2014;0
100;102;1.0;35.0;143.0;338000.0;14.021469834036;24;11.0;47871.280847518;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;290128.719152482;9670.957305082731;37.0;2017;0
2426;2493;14.0;37.0;23.0;344962.6;29.856365462653;6;21.0;104033.63087421;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDD;240928.96912579;8030.965637526333;37.5;2017;0
2793;2875;14.0;33.0;35.0;358337.0;32.83662447385;15;23.0;118854.31822309;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDD;239482.68177691;7982.756059230333;34.25;2017;0
4561;5211;19.0;48.0;126.0;510767.0;32.78;60;21.0;166097.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;344670.0;11489.0;53.0;2014;0
1381;6264;196.0;44.0;209.0;1091000.0;25.81;36;221.0;281256.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;809744.0;26991.46666666667;47.0;2014;0
4358;4557;24.0;27.0;23.0;393000.0;32.69;42;27.0;128123.0;0;OUI;MARIE;FAVORISER;CAP;CDI;264877.0;8829.233333333334;30.5;2014;0
