;Unnamed: 0;nb_salaires_cleaned;age_cleaned;anciennete_emploi_cleaned;salaire_mensuel_cleaned;taux_endettement_cleaned;duree_pret_cleaned;anciennete_bni_cleaned;mensualite_cleaned;code_DTX_cleaned_UNIQUEVAL;conventionne_cleaned_UNIQUEVAL;statut_marital_cleaned_UNIQUEVAL;categorie_employeur_cleaned_UNIQUEVAL;nature_CAP_cleaned_UNIQUEVAL;type_contrat_cleaned;salaire_vivable;argent_journalier;age_end;year;label
12395;2701;51.0;28.0;103.0;194542.4;32.96;24;52.0;64271.0;1;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;130271.4;4342.38;30.0;2013;0
9722;6307;56.0;26.0;42.0;606800.0;24.31;48;56.0;146875.0;0;NON;CELIBATAIRE;FAVORISER;CAP_Rechargeable;CDI;459925.0;15330.833333333336;30.0;2013;0
3612;1753;21.0;29.0;106.0;160000.0;31.76;24;22.0;50926.0;0;OUI;CONCUBINE;RENSEIGNER;CAP;CDI;109074.0;3635.8;31.0;2013;0
10441;1400;27.0;45.0;52.0;150800.0;32.38;24;27.0;48948.0;0;OUI;DIVORCE;CONNUE;CAP_Rechargeable;CDI;101852.0;3395.066666666666;47.0;2013;0
1694;1734;3.0;41.0;27.0;200000.0;32.867508419036;12;9.0;66399.00690714401;1;OUI;MARIE;CONNUE;CAP;CDI;133600.993092856;4453.366436428532;42.0;2017;0
2337;4649;27.0;40.0;55.0;333400.0;32.21;60;27.0;106652.0;0;OUI;MARIE;FAVORISER;CAP;CDI;226748.0;7558.266666666666;45.0;2013;0
2830;4511;33.0;24.0;28.0;323010.0;28.36;12;35.0;92157.0;1;NON;CONCUBINE;RENSEIGNER;CAP;CDI;230853.0;7695.1;25.0;2013;0
4479;6228;28.0;56.0;82.0;1038800.0;31.7;36;28.0;325372.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;713428.0;23780.93333333333;59.0;2014;0
1817;1859;11.0;32.0;49.0;139649.0;32.911496435316;36;17.0;46424.823895914014;0;NON;CONCUBINE;CONNUE;CAP;CDI;93224.176104086;3107.472536802866;35.0;2017;0
4042;5609;14.0;38.0;33.0;610179.59;32.97;24;14.0;201634.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;408545.59;13618.186333333333;40.0;2014;0
3790;1239;66.0;32.0;108.0;166300.0;32.96;24;107.0;54945.0;0;NON;CONCUBINE;RENSEIGNER;CAP;CDI;111355.0;3711.833333333334;34.0;2014;0
981;3530;33.0;25.0;49.0;293100.0;32.9;36;34.0;96330.0;0;OUI;CELIBATAIRE;CONNUE;CAP_Rechargeable;CDI;196770.0;6559.0;28.0;2014;0
7970;3750;12.0;52.0;66.0;311879.4;32.99;60;14.0;102136.0;0;NON;CONCUBINE;FONCTIONNAIRE;CAP;CDI;209743.4;6991.446666666668;57.0;2014;0
1568;1607;29.0;34.0;74.0;212393.0;32.905481104618;48;54.0;70594.887356092;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;141798.112643908;4726.6037547969345;38.0;2017;0
1409;1442;32.0;41.0;52.0;255400.0;32.877549633028;48;42.0;84817.436123993;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;170582.56387600699;5686.085462533566;45.0;2017;0
3090;5959;67.0;55.0;408.0;514000.0;32.69;54;69.0;164407.0;0;NON;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;349593.0;11653.1;59.5;2013;0
13352;6534;78.0;29.0;78.0;730226.0;32.43;60;112.0;231022.0;0;OUI;CELIBATAIRE;FAVORISER;CAP_Rechargeable;CDI;499204.0;16640.133333333335;34.0;2013;0
10226;2818;42.0;29.0;46.0;200000.0;32.69;24;42.0;65531.0;0;NON;MARIE;CONNUE;CAP;CDI;134469.0;4482.3;31.0;2013;0
2836;2919;0.0;41.0;212.0;189000.0;32.998771997104;48;24.0;62997.655630835;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;126002.344369165;4200.078145638833;45.0;2017;0
2840;2923;36.0;32.0;55.0;230000.0;32.981294413815;48;42.0;76623.209244217;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;153376.790755783;5112.559691859434;36.0;2017;0
12235;258;15.0;31.0;27.0;123000.0;32.91;24;16.0;40579.0;0;NON;MARIE;CONNUE;CAP;CDI;82421.0;2747.366666666667;33.0;2014;0
16687;4772;50.0;33.0;82.0;341168.0;32.99;36;50.0;112434.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;228734.0;7624.466666666666;36.0;2013;0
849;1249;58.0;29.0;101.0;167000.0;32.81;24;58.0;54917.0;0;OUI;CONCUBINE;CONNUE;CAP;CDI;112083.0;3736.1;31.0;2014;0
2791;2873;0.0;44.0;14.0;322890.6;32.825913219873;12;7.0;107062.41227386;0;OUI;CONCUBINE;FONCTIONNAIRE;CAP;CDD;215828.18772614;7194.272924204665;45.0;2017;0
3094;2367;24.0;41.0;60.0;210000.0;32.89;24;25.0;69219.0;0;OUI;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;140781.0;4692.7;43.0;2014;0
840;863;1.0;32.0;20.0;180000.0;32.168381912129;36;14.0;58487.967112962004;0;NON;MARIE;CONNUE;CAP;CDI;121512.032887038;4050.4010962346;35.0;2017;0
1718;396;39.0;39.0;58.0;119702.0;32.35;36;39.0;38683.0;0;NON;MARIE;CONNUE;CAP;CDI;81019.0;2700.633333333333;42.0;2013;0
13972;6280;28.0;33.0;42.0;1104000.0;31.32;22;28.0;346785.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;757215.0;25240.5;34.833333333333336;2014;0
946;972;2.0;34.0;32.0;224000.0;32.812756571959;24;9.0;74243.004768877;0;OUI;MARIE;CONNUE;CAP;CDI;149756.995231123;4991.899841037432;36.0;2017;0
12862;4513;22.0;26.0;82.0;323419.6;32.57;60;24.0;104568.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;218851.6;7295.053333333332;31.0;2013;0
14802;1794;18.0;34.0;106.0;188200.0;30.0;24;19.0;56584.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;131616.0;4387.2;36.0;2014;0
13465;4850;42.0;26.0;55.0;349000.0;32.92;60;35.0;21615.0;0;NON;MARIE;FONCTIONNAIRE;CAP2;CDI;327385.0;10912.833333333334;31.0;2013;0
15088;805;68.0;44.0;105.0;133069.17;32.96;18;70.0;44034.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;89035.17000000001;2967.8390000000004;45.5;2013;0
12805;6390;20.0;31.0;26.0;1332702.4;29.61;24;93.0;395538.0;0;NON;CONCUBINE;FONCTIONNAIRE;CAP;CDI;937164.4;31238.81333333333;33.0;2014;0
5108;6415;22.0;32.0;29.0;652097.8;31.77;24;41.0;207658.0;0;NON;DIVORCE;FONCTIONNAIRE;CAP;CDI;444439.8000000001;14814.660000000002;34.0;2013;0
3024;3111;48.0;41.0;54.0;528864.4;19.340542573279;22;114.0;103318.42872416;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDI;425545.97127584;14184.865709194668;42.833333333333336;2017;0
13320;829;30.0;30.0;32.0;134781.0;32.94;24;31.0;44498.0;0;OUI;CELIBATAIRE;CONNUE;CAP;CDI;90283.0;3009.433333333333;32.0;2013;0
1037;6295;54.0;35.0;110.0;1140000.0;32.98;24;73.0;376804.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;763196.0;25439.866666666665;37.0;2014;0
1001;2605;24.0;37.0;51.0;189808.65;32.9;18;24.0;62697.0;0;OUI;MARIE;CONNUE;CAP;CDI;127111.65;4237.0549999999985;38.5;2013;0
16230;7003;27.0;26.0;34.0;1190000.0;29.85;24;27.0;355984.0;0;OUI;MARIE;FAVORISER;CAP;CDI;834016.0;27800.53333333333;28.0;2013;0
10708;4203;46.0;24.0;47.0;300000.0;32.94;48;46.0;98406.0;0;NON;CELIBATAIRE;CONNUE;CAP;CDI;201594.0;6719.8;28.0;2013;0
4724;1557;35.0;40.0;37.0;180000.0;32.97;24;50.0;59482.0;0;NON;CONCUBINE;RENSEIGNER;CAP;CDI;120518.0;4017.266666666667;42.0;2014;0
17751;2866;54.0;36.0;77.0;239588.0;32.88;12;65.0;79255.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;160333.0;5344.433333333333;37.0;2014;0
5371;4794;35.0;37.0;27.0;428424.67;32.93;24;36.0;141396.0;0;NON;MARIE;FAVORISER;CAP;CDI;287028.67;9567.622333333333;39.0;2014;0
16445;4957;39.0;31.0;49.0;460000.0;16.4;24;41.0;75613.0;0;NON;MARIE;CONNUE;CAP;CDI;384387.0;12812.9;33.0;2014;0
2467;1376;66.0;39.0;108.0;172100.0;32.73;24;118.0;56458.0;0;NON;MARIE;RENSEIGNER;CAP;CDD;115642.0;3854.733333333333;41.0;2014;0
17337;3067;21.0;37.0;39.0;209200.0;32.88;27;21.0;68879.0;0;NON;MARIE;FAVORISER;CAP;CDI;140321.0;4677.366666666667;39.25;2013;0
2598;2675;18.0;26.0;42.0;600000.0;32.570486686030996;36;29.0;197396.88900625;0;NON;MARIE;RENSEIGNER;CAP;CDI;402603.11099375;13420.103699791665;29.0;2017;0
442;455;8.0;33.0;18.0;191400.0;32.989254606861;24;16.0;63779.225573264004;0;OUI;MARIE;RENSEIGNER;CAP;CDI;127620.774426736;4254.025814224533;35.0;2017;0
4543;3692;33.0;27.0;49.0;306600.0;32.83;36;42.0;100549.0;0;OUI;CELIBATAIRE;CONNUE;CAP_Rechargeable;CDI;206051.0;6868.366666666668;30.0;2014;0
546;1535;54.0;28.0;82.0;153912.0;32.86;18;44.0;50784.0;1;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;103128.0;3437.6;29.5;2013;0
13502;3299;54.0;46.0;101.0;267380.0;32.91;24;78.0;88215.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;179165.0;5972.166666666668;48.0;2014;0
1528;1567;32.0;32.0;59.0;242364.6;32.949436277517;60;40.0;80664.413571979;0;OUI;CELIBATAIRE;FONCTIONNAIRE;CAP_Rechargeable;CDI;161700.186428021;5390.006214267367;37.0;2017;0
6861;2218;43.0;32.0;60.0;203820.0;32.82;24;44.0;67043.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;136777.0;4559.233333333334;34.0;2014;0
4904;644;62.0;45.0;162.0;144000.0;32.9;18;63.0;47570.0;1;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;96430.0;3214.333333333333;46.5;2014;0
10540;387;25.0;29.0;139.0;118661.0;32.63;24;25.0;38815.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;79846.0;2661.5333333333333;31.0;2013;0
14382;2091;28.0;31.0;61.0;170000.0;32.98;24;29.0;56206.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;113794.0;3793.133333333333;33.0;2013;0
867;4753;54.0;53.0;397.0;421000.0;29.09;60;56.0;121590.0;0;NON;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;299410.0;9980.333333333334;58.0;2014;0
2758;2840;70.0;42.0;134.0;484217.8;32.84246931891401;60;78.0;160635.43676941;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;323582.36323059;10786.078774353;47.0;2017;0
17747;4499;41.0;35.0;31.0;384768.0;32.98;60;42.0;125968.0;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;258800.0;8626.666666666666;40.0;2014;0
2949;3033;29.0;57.0;145.0;186899.83;32.917114160535995;36;74.0;62143.465057522;0;NON;VEUF;CONNUE;CAP_Rechargeable;CDI;124756.364942478;4158.5454980826;60.0;2017;0
7244;5187;14.0;52.0;114.0;505694.0;32.46;24;54.0;164534.0;0;NON;MARIE;CONNUE;CAP;CDI;341160.0;11372.0;54.0;2014;0
13389;3699;14.0;28.0;66.0;307619.6;31.92;48;16.0;97774.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;209845.6;6994.853333333333;32.0;2014;0
12429;1734;52.0;58.0;465.0;186000.0;32.51;12;53.0;60823.0;0;NON;MARIE;CONNUE;CAP;CDI;125177.0;4172.566666666667;59.0;2014;0
3963;7281;353.0;51.0;357.0;2148126.0;31.46;60;353.0;671020.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;1477106.0;49236.86666666667;56.0;2013;0
6202;3939;90.0;44.0;143.0;274155.0;32.96;48;203.0;89980.0;0;OUI;MARIE;CONNUE;CAP;CDI;184175.0;6139.166666666668;48.0;2013;0
9699;360;41.0;38.0;68.0;117500.0;32.74;18;42.0;38631.0;0;OUI;CONCUBINE;RENSEIGNER;CAP;CDI;78869.0;2628.9666666666667;39.5;2013;0
1421;1455;73.0;40.0;115.0;323700.0;31.642006664647003;48;80.0;103459.77330653;0;OUI;CELIBATAIRE;CONNUE;CAP_Rechargeable;CDI;220240.22669347;7341.340889782334;44.0;2017;0
16070;5078;90.0;54.0;394.0;490000.0;32.5;60;119.0;158067.0;0;NON;CONCUBINE;FONCTIONNAIRE;CAP_Rechargeable;CDI;331933.0;11064.433333333332;59.0;2014;0
14321;1654;57.0;31.0;130.0;157950.0;32.95;24;57.0;52162.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;105788.0;3526.266666666667;33.0;2013;0
14327;6659;54.0;48.0;207.0;3219000.0;9.9;18;207.0;319817.0;0;OUI;MARIE;FAVORISER;CAP;CDI;2899183.0;96639.43333333332;49.5;2014;0
7411;3006;44.0;34.0;82.0;205000.0;32.95;60;47.0;13375.0;0;NON;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;191625.0;6387.5;39.0;2013;0
13854;7302;30.0;32.0;31.0;2446000.0;24.09;12;77.0;592831.0;0;OUI;MARIE;CONNUE;CAP;CDI;1853169.0;61772.3;33.0;2013;0
10734;3735;43.0;47.0;185.0;255000.0;32.93;36;43.0;83874.0;0;NON;MARIE;CONNUE;CAP;CDI;171126.0;5704.2;50.0;2013;0
189;1976;10.0;43.0;117.0;198600.0;32.92;24;11.0;65531.0;0;NON;MARIE;CONNUE;CAP;CDI;133069.0;4435.633333333333;45.0;2014;0
2505;5570;55.0;48.0;270.0;440920.8;32.28;48;63.0;141701.0;0;NON;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;299219.8;9973.993333333334;52.0;2013;0
1997;2050;16.0;47.0;35.0;331505.0;32.949943182273;19;31.0;110334.04964282;0;OUI;CONCUBINE;FONCTIONNAIRE;CAP;CDD;221170.95035718;7372.3650119059985;48.58333333333334;2017;0
2463;1005;41.0;36.0;57.0;140000.0;32.87;24;41.0;46124.0;0;NON;MARIE;CONNUE;CAP;CDI;93876.0;3129.2;38.0;2013;0
15382;5402;18.0;45.0;27.0;550000.0;32.92;24;22.0;181471.0;1;NON;MARIE;RENSEIGNER;CAP;CDI;368529.0;12284.3;47.0;2014;0
4119;2315;34.0;29.0;43.0;207133.0;32.78;24;34.0;68052.0;0;NON;CONCUBINE;CONNUE;CAP_Rechargeable;CDI;139081.0;4636.033333333334;31.0;2014;0
12224;2743;46.0;54.0;206.0;196600.0;32.9;24;46.0;64817.0;1;NON;MARIE;CONNUE;CAP;CDI;131783.0;4392.766666666666;56.0;2013;0
2782;3491;38.0;32.0;43.0;288083.0;32.99;24;38.0;95272.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;192811.0;6427.033333333334;34.0;2014;0
6021;4793;20.0;36.0;82.0;343219.6;32.82;36;33.0;112503.0;0;NON;CELIBATAIRE;FONCTIONNAIRE;CAP;CDI;230716.6;7690.553333333332;39.0;2013;0
7441;2728;27.0;55.0;34.0;196000.0;32.84;24;32.0;64523.0;0;NON;DIVORCE;RENSEIGNER;CAP;CDI;131477.0;4382.566666666667;57.0;2013;0
8425;3986;52.0;36.0;126.0;335000.0;32.82;60;53.0;109192.0;0;NON;MARIE;FAVORISER;CAP_Rechargeable;CDI;225808.0;7526.933333333332;41.0;2014;0
2775;5831;132.0;40.0;181.0;716936.6;32.97;24;132.0;236921.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;480015.6;16000.52;42.0;2014;0
837;860;48.0;35.0;128.0;338752.6;32.08505003646;60;56.0;109786.80930284;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;228965.79069716;7632.193023238666;40.0;2017;0
18084;7357;41.0;50.0;293.0;4400000.0;21.63;25;42.0;946000.0;0;OUI;MARIE;CONNUE;CAP;CDI;3454000.0;115133.33333333331;52.08333333333334;2013;0
7371;4714;65.0;53.0;392.0;414000.0;31.95;60;93.0;131318.0;0;NON;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;282682.0;9422.733333333334;58.0;2014;0
3068;3156;19.0;34.0;33.0;380681.0;23.313368061984;12;25.0;89646.022901053;0;OUI;CELIBATAIRE;FONCTIONNAIRE;CAP;CDD;291034.977098947;9701.165903298232;35.0;2017;0
9916;4662;16.0;37.0;23.0;404000.0;32.09;12;41.0;130423.0;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDD;273577.0;9119.233333333334;38.0;2014;0
217;221;3.0;25.0;82.0;225000.0;32.865891036042;48;10.0;74695.20690009599;0;OUI;MARIE;CONNUE;CAP;CDI;150304.79309990405;5010.1597699968015;29.0;2017;0
629;5985;36.0;47.0;71.0;815995.4;32.98;60;39.0;92377.0;0;NON;MARIE;FONCTIONNAIRE;CAP2;CDI;723618.4;24120.61333333333;52.0;2014;0
606;76;36.0;36.0;38.0;100011.0;29.59;24;36.0;29665.0;0;OUI;MARIE;CONNUE;CAP;CDI;70346.0;2344.866666666667;38.0;2013;0
17446;6959;126.0;35.0;146.0;1100000.0;10.35;48;127.0;113361.0;0;NON;MARIE;CONNUE;CAP;CDI;986639.0;32887.96666666667;39.0;2013;0
1010;6071;119.0;37.0;119.0;540000.0;32.98;36;119.0;177907.0;0;OUI;MARIE;FAVORISER;CAP;CDI;362093.0;12069.766666666665;40.0;2013;0
4459;5309;4.0;33.0;53.0;75522.72;32.86;24;6.0;2481676.5792;0;OUI;CONCUBINE;CONNUE;CAP;CDI;-2406153.8592;-80205.12864;35.0;2012;0
4102;6205;21.0;54.0;336.0;574086.0;25.22;36;22.0;144610.0;0;NON;MARIE;CONNUE;CAP;CDI;429476.0;14315.866666666667;57.0;2013;0
3357;3451;30.0;40.0;243.0;240000.0;32.815119306164;48;85.0;79551.804378578;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;160448.195621422;5348.273187380733;44.0;2017;0
8759;806;38.0;32.0;95.0;150000.0;32.93;36;38.0;49348.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;100652.0;3355.066666666666;35.0;2014;0
10851;67;36.0;42.0;32.0;100011.0;33.0;24;36.0;33077.0;0;OUI;MARIE;CONNUE;CAP;CDI;66934.0;2231.133333333333;44.0;2013;0
15524;554;40.0;25.0;44.0;125000.0;32.45;48;40.0;40391.0;1;NON;CELIBATAIRE;FAVORISER;CAP_Rechargeable;CDI;84609.0;2820.3;29.0;2013;0
2745;2827;1.0;31.0;36.0;360737.0;32.937567191029004;17;8.0;120018.17349283;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDD;240718.82650717;8023.960883572333;32.416666666666664;2017;0
630;647;56.0;54.0;128.0;368000.0;31.089514076032;60;65.0;115565.06242404;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;252434.93757596;8414.497919198668;59.0;2017;0
5617;2445;44.0;51.0;58.0;182090.0;32.7;12;44.0;59902.0;0;NON;CONCUBINE;RENSEIGNER;CAP_Rechargeable;CDI;122188.0;4072.933333333333;52.0;2013;0
975;1003;27.0;30.0;123.0;192266.0;32.946206889587;48;54.0;63984.19609932701;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;128281.80390067301;4276.0601300224325;34.0;2017;0
1244;2647;66.0;41.0;219.0;225200.0;32.72;40;73.0;73540.0;0;OUI;MARIE;FAVORISER;CAP_Rechargeable;CDI;151660.0;5055.333333333333;44.33333333333334;2014;0
8243;3817;32.0;45.0;33.0;261916.2;32.99;36;33.0;86311.0;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDI;175605.2;5853.506666666667;48.0;2013;0
6066;1110;56.0;33.0;142.0;160300.0;32.94;24;56.0;52929.0;0;NON;CELIBATAIRE;CONNUE;CAP_Rechargeable;CDI;107371.0;3579.0333333333333;35.0;2014;0
8345;1160;28.0;23.0;43.0;146200.0;32.85;24;28.0;48140.0;0;NON;CONCUBINE;CONNUE;CAP;CDI;98060.0;3268.666666666666;25.0;2013;0
8944;5772;11.0;27.0;17.0;686834.2;32.99;16;13.0;227671.0;0;NON;CELIBATAIRE;FONCTIONNAIRE;CAP;CDD;459163.2;15305.44;28.33333333333333;2014;0
11969;4862;26.0;28.0;33.0;350000.0;32.87;48;27.0;114563.0;0;NON;CELIBATAIRE;CONNUE;CAP;CDI;235437.0;7847.9;32.0;2013;0
8006;7090;69.0;35.0;80.0;1365333.8;17.34;24;72.0;237323.0;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;1128010.8;37600.36;37.0;2013;0
3763;3113;26.0;34.0;135.0;212000.0;32.8;38;26.0;69432.0;0;NON;MARIE;CONNUE;CAP;CDI;142568.0;4752.266666666666;37.16666666666666;2013;0
6246;6177;32.0;31.0;70.0;289952.4;5.49;60;34.0;1591838.6760000002;0;NON;CELIBATAIRE;FONCTIONNAIRE;CAP2;CDI;-1301886.2759999998;-43396.20920000001;36.0;2012;0
5613;1966;26.0;41.0;82.0;164600.0;30.57;24;26.0;50431.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;114169.0;3805.633333333333;43.0;2013;0
3317;3409;30.0;33.0;109.0;456149.0;32.982287918363;60;101.0;151968.05708761;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;304180.94291239;10139.364763746331;38.0;2017;0
15970;5344;32.0;35.0;53.0;536800.0;32.88;48;32.0;173313.0;0;NON;CELIBATAIRE;CONNUE;CAP_Rechargeable;CDI;363487.0;12116.233333333335;39.0;2014;0
8168;5752;17.0;32.0;39.0;677276.0;32.97;41;18.0;222737.0;0;OUI;MARIE;CONNUE;CAP;CDI;454539.0;15151.3;35.416666666666664;2014;0
835;858;105.0;51.0;215.0;385216.2;32.967057745176994;60;116.0;128277.21929068;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;256938.98070932;8564.632690310667;56.0;2017;0
14973;122;22.0;44.0;58.0;105000.0;30.91;32;23.0;32453.0;1;NON;MARIE;CONNUE;CAP;CDI;72547.0;2418.233333333333;46.66666666666666;2013;0
1465;6396;84.0;40.0;156.0;648000.0;32.49;30;84.0;210664.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;437336.0;14577.866666666667;42.5;2013;0
125;2505;65.0;40.0;121.0;217235.0;32.82;36;76.0;71220.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;146015.0;4867.166666666667;43.0;2014;0
4530;754;22.0;30.0;33.0;150000.0;32.9;24;22.0;49453.0;0;NON;CELIBATAIRE;RENSEIGNER;CAP;CDI;100547.0;3351.566666666666;32.0;2014;0
11049;5584;50.0;52.0;364.0;444113.8;32.05;48;53.0;141701.0;0;NON;CELIBATAIRE;FONCTIONNAIRE;CAP_Rechargeable;CDI;302412.8;10080.426666666666;56.0;2013;0
3776;6037;48.0;34.0;54.0;533000.0;33.32;60;48.0;176396.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;356604.0;11886.8;39.0;2013;0
5775;656;53.0;39.0;95.0;129000.0;32.75;24;54.0;42343.0;1;NON;MARIE;CONNUE;CAP;CDI;86657.0;2888.566666666666;41.0;2013;0
2187;1813;25.0;33.0;101.0;161420.0;32.4;24;26.0;52425.0;0;NON;CONCUBINE;RENSEIGNER;CAP_Rechargeable;CDI;108995.0;3633.166666666666;35.0;2013;0
3631;3402;24.0;31.0;31.0;278000.0;32.29;36;26.0;89650.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;188350.0;6278.333333333332;34.0;2014;0
11029;1236;27.0;27.0;46.0;149900.0;31.58;36;27.0;47286.0;1;OUI;CONCUBINE;FAVORISER;CAP;CDI;102614.0;3420.4666666666667;30.0;2013;0
5601;58;34.0;37.0;77.0;100000.0;32.91;36;35.0;32872.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;67128.0;2237.6;40.0;2013;0
17496;1613;36.0;28.0;85.0;156600.0;32.98;30;36.0;51674.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;104926.0;3497.5333333333333;30.5;2013;0
13125;2675;51.0;54.0;158.0;192962.0;32.58;24;53.0;63011.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDD;129951.0;4331.7;56.0;2013;0
17754;3209;25.0;32.0;169.0;260050.0;32.88;24;26.0;85695.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;174355.0;5811.833333333332;34.0;2014;0
16431;3839;105.0;57.0;467.0;264729.73;32.96;24;106.0;87459.0;0;NON;CELIBATAIRE;CONNUE;CAP;CDI;177270.72999999995;5909.024333333333;59.0;2013;0
4478;7102;77.0;47.0;78.0;1395617.98;32.97;24;77.0;461239.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;934378.98;31145.966;49.0;2013;0
6611;5889;115.0;37.0;176.0;500000.0;28.88;48;115.0;32562.0;0;OUI;CONCUBINE;CONNUE;CAP2;CDI;467438.0;15581.266666666665;41.0;2013;0
7378;2434;27.0;26.0;28.0;181300.0;32.87;24;27.0;59734.0;0;NON;CONCUBINE;CONNUE;CAP;CDI;121566.0;4052.2;28.0;2013;0
3861;5167;22.0;22.0;25.0;380000.0;32.99;24;22.0;125669.0;0;NON;CELIBATAIRE;RENSEIGNER;CAP;CDI;254331.0;8477.7;24.0;2013;0
3347;5462;24.0;34.0;42.0;420000.0;32.53;36;24.0;136475.0;0;NON;MARIE;CONNUE;CAP;CDI;283525.0;9450.833333333334;37.0;2013;0
3365;4640;45.0;29.0;54.0;332700.0;32.99;60;49.0;16536.0;0;NON;MARIE;FONCTIONNAIRE;CAP2;CDI;316164.0;10538.8;34.0;2013;0
539;5494;28.0;56.0;296.0;425000.0;11.61;24;28.0;49442.0;0;OUI;MARIE;FAVORISER;CAP;CDI;375558.0;12518.6;58.0;2013;0
5412;5657;122.0;37.0;119.0;456144.2;31.2;48;122.0;141701.0;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;314443.2;10481.44;41.0;2013;0
1297;1329;7.0;31.0;14.0;435000.0;31.554226824122;48;13.0;138647.36028781;1;OUI;CELIBATAIRE;CONNUE;CAP;CDI;296352.63971219;9878.421323739667;35.0;2017;0
2706;2786;1.0;36.0;48.0;367182.0;33.000029614895;48;8.0;122394.10983895;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDI;244787.89016105;8159.596338701667;40.0;2017;0
66;67;0.0;33.0;37.0;205000.0;32.976766711292;48;31.0;68285.22399813;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;136714.77600187;4557.159200062333;37.0;2017;0
652;670;57.0;40.0;74.0;281600.0;32.95898803437601;48;65.0;93750.010408891;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;187849.98959110896;6261.666319703633;44.0;2017;0
4194;159;27.0;24.0;74.0;107585.43;32.72;24;27.0;35286.0;1;NON;CELIBATAIRE;CONNUE;CAP;CDI;72299.43;2409.981;26.0;2013;0
678;4093;10.0;54.0;17.0;343000.0;32.99;24;10.0;113419.0;0;NON;CONCUBINE;CONNUE;CAP;CDI;229581.0;7652.7;56.0;2014;0
