;Unnamed: 0;nb_salaires_cleaned;age_cleaned;anciennete_emploi_cleaned;salaire_mensuel_cleaned;taux_endettement_cleaned;duree_pret_cleaned;anciennete_bni_cleaned;mensualite_cleaned;code_DTX_cleaned_UNIQUEVAL;conventionne_cleaned_UNIQUEVAL;statut_marital_cleaned_UNIQUEVAL;categorie_employeur_cleaned_UNIQUEVAL;nature_CAP_cleaned_UNIQUEVAL;type_contrat_cleaned;salaire_vivable;argent_journalier;age_end;year;nb_salaires_cleaned_bins;age_cleaned_bins;anciennete_emploi_cleaned_bins;taux_endettement_cleaned_bins;duree_pret_cleaned_bins;anciennete_bni_cleaned_bins;salaire_mensuel_cleaned_bins;avg_salaire_age;avg_cat_empl_sal;avg_duree_endettement;avg_salaire_anc_emploi;label
4596;5510;17.0;25.0;29.0;584272.0;32.93;12;17.0;193529.0;0;0;2;0;0;0;390743.0;13024.766666666665;26.0;2014;0;0;21;0;4;10;5;348407.7354765545;354195.0145666767;28.630300939908953;383292.923074868;0
7925;3203;54.0;46.0;134.0;260000.0;32.88;24;210.0;85695.0;0;0;3;0;0;0;174305.0;5810.166666666668;48.0;2014;1;1;24;0;0;49;11;437856.5656846549;354195.0145666767;31.611336366096918;335714.0872005772;0
8733;5033;65.0;51.0;115.0;479260.4;18.42;18;78.0;88662.0;0;0;1;3;1;0;390598.4;13019.946666666667;52.5;2014;1;1;26;1;0;7;4;437856.5656846549;462765.74141768547;30.76080107132262;407503.0181769909;0
3594;3693;2.0;44.0;181.0;280347.6;32.647873368575;60;8.0;92452.04993923;0;1;0;3;0;0;187895.55006077;6263.185002025666;49.0;2017;0;1;59;0;3;11;11;437856.5656846549;462765.74141768547;30.86250662982543;335054.05065637076;0
12206;3952;24.0;45.0;25.0;275800.0;23.21;18;24.0;64283.0;0;0;0;0;0;0;211517.0;7050.5666666666675;46.5;2013;0;1;21;2;0;0;2;437856.5656846549;354195.0145666767;30.76080107132262;383292.923074868;0
11375;6353;78.0;52.0;59.0;1245561.2;19.8;24;85.0;247211.0;0;0;0;3;1;0;998350.2;33278.34;54.0;2014;3;1;6;1;0;5;15;437856.5656846549;462765.74141768547;31.611336366096918;354968.68031732173;0
3469;3565;1.0;44.0;11.0;358337.0;32.939074907987;18;14.0;119225.14429599;0;1;0;3;0;1;239111.85570401;7970.395190133667;45.5;2017;0;1;29;0;0;10;11;437856.5656846549;462765.74141768547;30.76080107132262;383142.03691812354;0
7447;6851;56.0;39.0;169.0;983189.8;17.9;36;58.0;175785.0;1;1;0;3;1;0;807404.8;26913.493333333336;42.0;2013;1;0;14;1;2;4;11;348407.7354765545;462765.74141768547;31.286291191230358;386436.1494382022;0
2510;2582;6.0;28.0;13.0;462004.99;29.437665405574002;12;18.0;137377.25566995;0;1;2;1;0;0;324627.73433004995;10820.924477668332;29.0;2017;0;0;1;2;4;10;11;348407.7354765545;313671.6793187913;28.630300939908953;354620.2513569526;0
12168;7232;63.0;53.0;74.0;1790946.0;30.31;36;66.0;542286.0;0;0;0;2;0;0;1248660.0;41622.0;56.0;2013;1;1;12;0;2;2;33;437856.5656846549;636429.0148717947;31.286291191230358;387693.48423541867;0
8942;3330;26.0;34.0;164.0;270000.0;32.98;36;26.0;88947.0;0;1;0;1;1;0;181053.0;6035.1;37.0;2014;2;0;0;0;2;3;2;348407.7354765545;313671.6793187913;31.286291191230358;393959.18270769244;0
11537;47;28.0;29.0;53.0;100000.0;32.97;18;28.0;33106.0;0;0;0;0;0;0;66894.0;2229.8;30.5;2013;2;0;22;0;0;3;11;348407.7354765545;354195.0145666767;30.76080107132262;335757.89816463424;0
11565;6547;47.0;37.0;66.0;1800000.0;20.95;24;51.0;378065.0;0;0;0;1;0;0;1421935.0;47397.83333333334;39.0;2014;2;0;2;2;0;8;33;348407.7354765545;313671.6793187913;31.611336366096918;380339.13418342744;0
7417;4539;30.0;52.0;31.0;325300.0;32.6;24;69.0;106301.0;0;1;4;1;0;0;218999.0;7299.966666666666;54.0;2013;2;1;4;0;0;29;11;437856.5656846549;313671.6793187913;31.611336366096918;367332.77090690075;0
12474;3449;24.0;42.0;62.0;235944.0;32.82;24;25.0;77629.0;0;0;0;1;0;0;158315.0;5277.166666666667;44.0;2013;0;1;2;0;0;3;2;437856.5656846549;313671.6793187913;31.611336366096918;380339.13418342744;0
18451;2090;43.0;41.0;59.0;170000.0;32.99;24;43.0;56216.0;1;1;0;1;1;0;113784.0;3792.8;43.0;2013;2;1;6;0;0;9;1;437856.5656846549;313671.6793187913;31.611336366096918;354968.68031732173;0
6769;225;30.0;24.0;45.0;110000.0;32.92;24;30.0;36294.0;0;0;2;1;0;0;73706.0;2456.866666666667;26.0;2013;2;0;7;0;0;3;1;348407.7354765545;313671.6793187913;31.611336366096918;344747.6512061669;0
2854;2937;3.0;46.0;201.0;206883.0;32.816485904256;24;10.0;68577.505589194;0;0;0;0;0;0;138305.494410806;4610.183147026866;48.0;2017;0;1;11;0;0;11;11;437856.5656846549;354195.0145666767;31.611336366096918;364285.7979054053;0
9706;1664;26.0;39.0;98.0;183200.0;32.94;24;26.0;60490.0;0;0;0;1;1;0;122710.0;4090.333333333334;41.0;2014;2;0;10;0;0;3;1;348407.7354765545;313671.6793187913;31.611336366096918;325603.0885557085;0
3932;4195;37.0;29.0;42.0;300000.0;25.15;24;37.0;75613.0;0;0;0;0;0;0;224387.0;7479.5666666666675;31.0;2013;2;0;18;2;0;6;2;348407.7354765545;354195.0145666767;31.611336366096918;361661.5960337501;0
1320;1352;81.0;40.0;179.0;405000.0;32.883232728751004;48;88.0;134522.31570853;0;1;0;1;1;0;270477.68429147;9015.922809715668;44.0;2017;3;0;33;0;1;5;11;348407.7354765545;313671.6793187913;31.285981228209238;370955.7745021643;0
27;5452;78.0;35.0;147.0;418545.2;32.89;60;120.0;16050.0;0;0;0;3;2;0;402495.2;13416.506666666664;40.0;2013;3;0;34;0;3;16;11;348407.7354765545;462765.74141768547;30.86250662982543;367436.7002162161;0
3836;6408;43.0;41.0;48.0;1400000.0;32.38;12;47.0;456024.0;0;0;0;1;1;0;943976.0;31465.866666666665;42.0;2014;2;1;7;0;4;9;11;437856.5656846549;313671.6793187913;28.630300939908953;344747.6512061669;0
14378;7339;24.0;45.0;39.0;3100000.0;14.6;24;24.0;453678.0;0;1;0;0;0;0;2646322.0;88210.73333333334;47.0;2013;0;1;18;1;0;0;35;437856.5656846549;354195.0145666767;31.611336366096918;361661.5960337501;0
489;6370;66.0;54.0;370.0;635602.17;32.38;12;68.0;207035.0;0;0;0;3;0;0;428567.17;14285.572333333335;55.0;2013;1;1;63;0;4;29;0;437856.5656846549;462765.74141768547;28.630300939908953;520602.0953999997;0
13879;7016;72.0;40.0;74.0;1200000.0;32.69;24;73.0;393187.0;0;0;0;1;1;0;806813.0;26893.766666666666;42.0;2013;1;0;12;0;0;7;16;348407.7354765545;313671.6793187913;31.611336366096918;387693.48423541867;0
18498;5183;77.0;56.0;401.0;381387.2;32.87;42;89.0;124998.0;0;1;4;3;1;0;256389.2;8546.306666666667;59.5;2013;3;1;60;0;1;5;7;437856.5656846549;462765.74141768547;31.74925202328999;472597.0393406594;0
2844;2927;29.0;39.0;138.0;363300.0;32.972650855782994;48;80.0;120999.63692834;0;1;0;1;1;0;242300.36307166;8076.678769055333;43.0;2017;2;0;24;0;1;12;11;348407.7354765545;313671.6793187913;31.285981228209238;335714.0872005772;0
2929;3013;9.0;28.0;15.0;411000.0;32.914977946216;24;15.0;136647.0296555;0;0;0;0;0;0;274352.97034450003;9145.099011483337;30.0;2017;0;0;1;0;0;10;11;348407.7354765545;354195.0145666767;31.611336366096918;354620.2513569526;0
5622;3736;21.0;37.0;73.0;255046.0;32.88;22;23.0;84094.0;0;0;1;3;0;1;170952.0;5698.4;38.833333333333336;2013;0;0;12;0;0;0;11;348407.7354765545;462765.74141768547;31.15524486113932;387693.48423541867;0
15708;5581;31.0;46.0;32.0;601200.0;32.62;24;32.0;196594.0;0;0;0;1;0;0;404606.0;13486.866666666667;48.0;2014;2;1;4;0;0;13;0;437856.5656846549;313671.6793187913;31.611336366096918;367332.77090690075;0
1412;2363;38.0;31.0;76.0;180000.0;32.75;36;38.0;58888.0;0;1;0;1;1;0;121112.0;4037.066666666666;34.0;2013;2;0;12;0;2;6;11;348407.7354765545;313671.6793187913;31.286291191230358;387693.48423541867;0
6971;3566;29.0;25.0;32.0;245000.0;32.84;24;29.0;80654.0;0;0;2;1;0;0;164346.0;5478.2;27.0;2013;2;0;4;0;0;3;2;348407.7354765545;313671.6793187913;31.611336366096918;367332.77090690075;0
1897;5135;29.0;24.0;47.0;375000.0;32.91;36;29.0;123280.0;0;0;2;1;0;0;251720.0;8390.666666666666;27.0;2013;2;0;7;0;2;3;11;348407.7354765545;313671.6793187913;31.286291191230358;344747.6512061669;0
2736;3127;51.0;27.0;53.0;213000.0;32.94;36;52.0;70064.0;0;1;2;2;0;0;142936.0;4764.533333333334;30.0;2013;1;0;22;0;2;8;2;348407.7354765545;636429.0148717947;31.286291191230358;335757.89816463424;0
7056;6608;116.0;51.0;116.0;2265468.08;17.76;24;117.0;403269.0;0;0;0;1;0;0;1862199.08;62073.30266666668;53.0;2014;7;1;26;1;0;16;39;437856.5656846549;313671.6793187913;31.611336366096918;407503.0181769909;0
10706;2074;29.0;23.0;31.0;170000.0;29.58;24;30.0;50409.0;1;0;2;1;0;0;119591.0;3986.366666666667;25.0;2013;2;0;4;2;0;3;1;348407.7354765545;313671.6793187913;31.611336366096918;367332.77090690075;0
14672;5543;32.0;30.0;34.0;600000.0;22.84;24;53.0;137317.0;0;0;0;1;0;0;462683.0;15422.766666666665;32.0;2014;2;0;4;2;0;8;5;348407.7354765545;313671.6793187913;31.611336366096918;367332.77090690075;0
809;1912;26.0;27.0;33.0;163500.0;32.6;24;26.0;53433.0;0;0;0;1;0;0;110067.0;3668.9;29.0;2013;2;0;4;0;0;3;1;348407.7354765545;313671.6793187913;31.611336366096918;367332.77090690075;0
7473;1443;25.0;33.0;159.0;175650.0;32.93;24;25.0;57970.0;0;0;0;1;1;0;117680.0;3922.666666666666;35.0;2014;0;0;49;0;0;3;1;348407.7354765545;313671.6793187913;31.611336366096918;364153.9046530612;0
1567;1606;2.0;41.0;127.0;361988.6;32.999883518203;48;11.0;120662.44075674;0;1;0;3;0;0;241326.15924326;8044.205308108666;45.0;2017;0;1;17;0;1;11;11;437856.5656846549;462765.74141768547;31.285981228209238;366521.2754749999;0
11762;267;23.0;24.0;37.0;111550.0;32.72;24;23.0;36587.0;1;0;1;1;0;0;74963.0;2498.766666666667;26.0;2013;0;0;18;0;0;0;1;348407.7354765545;313671.6793187913;31.611336366096918;361661.5960337501;0
1127;5246;42.0;42.0;148.0;390000.0;32.83;18;42.0;128567.0;0;0;0;0;0;0;261433.0;8714.433333333332;43.5;2013;2;1;34;0;0;6;7;437856.5656846549;354195.0145666767;30.76080107132262;367436.7002162161;0
4718;3492;42.0;40.0;43.0;240000.0;32.89;24;43.0;79108.0;0;1;0;0;1;0;160892.0;5363.066666666667;42.0;2013;2;0;7;0;0;9;11;348407.7354765545;354195.0145666767;31.611336366096918;344747.6512061669;0
2450;4740;77.0;34.0;133.0;420000.0;32.88;60;77.0;55866.0;0;0;0;2;2;0;364134.0;12137.8;39.0;2014;3;0;24;0;3;7;11;348407.7354765545;636429.0148717947;30.86250662982543;335714.0872005772;0
13933;5901;158.0;48.0;107.0;765245.4;32.2;36;160.0;246099.0;0;0;0;3;1;0;519146.4;17304.88;51.0;2014;6;1;28;0;2;32;22;437856.5656846549;462765.74141768547;31.286291191230358;331852.0351742628;0
9420;904;71.0;51.0;120.0;137200.0;32.99;24;71.0;45368.0;0;0;4;0;1;0;91832.0;3061.066666666666;53.0;2013;1;1;26;0;0;29;1;437856.5656846549;354195.0145666767;31.611336366096918;407503.0181769909;0
5913;5836;57.0;33.0;74.0;498000.0;32.97;60;58.0;17023.0;0;0;0;3;2;0;480977.0;16032.566666666668;38.0;2013;1;0;12;0;3;4;11;348407.7354765545;462765.74141768547;30.86250662982543;387693.48423541867;0
12542;127;38.0;50.0;102.0;105000.0;31.13;24;39.0;32766.0;0;0;0;0;0;0;72234.0;2407.8;52.0;2013;2;1;10;0;0;6;1;437856.5656846549;354195.0145666767;31.611336366096918;325603.0885557085;0
10710;4582;28.0;36.0;98.0;328846.8;32.98;41;30.0;108187.0;0;0;1;3;0;0;220659.8;7355.326666666666;39.41666666666666;2013;2;0;10;0;1;3;7;348407.7354765545;462765.74141768547;31.88995218572851;325603.0885557085;0
1619;1658;21.0;28.0;49.0;283200.0;32.575352682536;48;27.0;93185.25131004199;0;1;0;1;1;0;190014.748689958;6333.824956331933;32.0;2017;0;0;22;0;1;3;11;348407.7354765545;313671.6793187913;31.285981228209238;335757.89816463424;0
1866;4998;32.0;31.0;59.0;470000.0;32.95;48;32.0;154171.0;0;1;0;1;1;0;315829.0;10527.633333333333;35.0;2014;2;0;6;0;1;13;4;348407.7354765545;313671.6793187913;31.285981228209238;354968.68031732173;0
2580;3604;14.0;57.0;56.0;300000.0;32.69;24;14.0;98297.0;0;0;0;0;0;0;201703.0;6723.4333333333325;59.0;2014;0;1;6;0;0;10;11;437856.5656846549;354195.0145666767;31.611336366096918;354968.68031732173;0
10511;6762;23.0;26.0;28.0;885768.64;28.39;24;24.0;252043.0;0;1;2;2;0;0;633725.64;21124.188;28.0;2013;0;0;21;2;0;0;8;348407.7354765545;636429.0148717947;31.611336366096918;383292.923074868;0
14563;83;14.0;27.0;70.0;109000.0;32.76;24;14.0;35790.0;0;0;2;0;0;0;73210.0;2440.333333333333;29.0;2014;0;0;3;0;0;10;1;348407.7354765545;354195.0145666767;31.611336366096918;369368.16014648456;0
13077;1691;58.0;46.0;91.0;159000.0;32.58;24;58.0;51921.0;1;0;0;1;1;0;107079.0;3569.3;48.0;2013;1;1;27;0;0;4;1;437856.5656846549;313671.6793187913;31.611336366096918;369619.3079726029;0
1168;1199;4.0;40.0;38.0;250000.0;32.927902151204;48;10.0;83151.26805859701;0;1;2;1;0;0;166848.731941403;5561.624398046768;44.0;2017;0;0;18;0;1;11;11;348407.7354765545;313671.6793187913;31.285981228209238;361661.5960337501;0
3281;3372;30.0;37.0;136.0;320000.0;32.996315081065;48;54.0;106654.75581758;0;1;0;1;1;0;213345.24418242;7111.508139414002;41.0;2017;2;0;24;0;1;8;11;348407.7354765545;313671.6793187913;31.285981228209238;335714.0872005772;0
2;762;64.0;33.0;65.0;131000.0;32.63;24;65.0;42847.0;1;0;0;2;0;0;88153.0;2938.433333333333;35.0;2013;1;0;2;0;0;2;1;348407.7354765545;636429.0148717947;31.611336366096918;380339.13418342744;0
990;5527;60.0;32.0;66.0;592572.0;32.57;32;61.0;192970.0;0;0;0;2;0;0;399602.0;13320.066666666668;34.666666666666664;2014;1;0;2;0;2;2;5;348407.7354765545;636429.0148717947;31.92887929849713;380339.13418342744;0
14342;5134;55.0;28.0;56.0;500000.0;10.36;24;55.0;51921.0;0;0;0;1;0;0;448079.0;14935.966666666667;30.0;2014;1;0;6;1;0;4;4;348407.7354765545;313671.6793187913;31.611336366096918;354968.68031732173;0
17606;1599;66.0;34.0;108.0;180516.66;32.72;24;108.0;59216.0;0;0;0;0;0;0;121300.66;4043.355333333333;36.0;2014;1;0;28;0;0;18;1;348407.7354765545;354195.0145666767;31.611336366096918;331852.0351742628;0
3098;3186;48.0;40.0;150.0;201900.0;32.963560845956;48;55.0;67225.686210086;0;1;0;1;1;0;134674.313789914;4489.1437929971335;44.0;2017;2;0;34;0;1;4;11;348407.7354765545;313671.6793187913;31.285981228209238;367436.7002162161;0
1362;5114;65.0;58.0;417.0;499869.0;32.89;26;92.0;139586.0;0;0;4;3;1;0;360283.0;12009.433333333332;60.16666666666666;2014;1;1;65;0;2;20;4;437856.5656846549;462765.74141768547;31.639506159600487;549278.7599999998;0
15962;6656;78.0;36.0;130.0;800000.0;25.96;30;119.0;207783.0;0;1;0;2;0;0;592217.0;19740.566666666666;38.5;2013;3;0;17;2;2;16;22;348407.7354765545;636429.0148717947;30.32729797554691;366521.2754749999;0
2571;2648;17.0;27.0;28.0;530000.0;32.993298128443;60;22.0;176630.78796035;0;0;2;1;1;0;353369.21203965;11778.973734655;32.0;2017;0;0;21;0;3;0;11;348407.7354765545;313671.6793187913;30.86250662982543;383292.923074868;0
15440;636;19.0;49.0;25.0;143162.76;32.0;12;19.0;46078.0;0;0;2;0;0;1;97084.76;3236.1586666666667;50.0;2014;0;1;21;0;4;0;1;437856.5656846549;354195.0145666767;28.630300939908953;383292.923074868;0
512;525;64.0;54.0;91.0;250000.0;31.639817928874002;24;89.0;79898.530123419;0;1;0;1;1;0;170101.469876581;5670.048995886033;56.0;2017;1;1;27;0;0;5;11;437856.5656846549;313671.6793187913;31.611336366096918;369619.3079726029;0
11074;6277;27.0;38.0;44.0;600000.0;32.99;31;27.0;197971.0;0;1;0;2;0;0;402029.0;13400.966666666667;40.583333333333336;2013;2;0;7;0;2;3;5;348407.7354765545;636429.0148717947;31.306232803221317;344747.6512061669;0
4291;5705;66.0;41.0;105.0;655000.0;32.98;60;104.0;35267.0;0;1;0;1;2;0;619733.0;20657.766666666666;46.0;2014;1;1;28;0;3;18;11;437856.5656846549;313671.6793187913;30.86250662982543;331852.0351742628;0
7925;3957;57.0;53.0;272.0;276183.6;33.0;60;59.0;16293.0;0;0;0;3;2;0;259890.6;8663.019999999999;58.0;2013;1;1;42;0;3;4;2;437856.5656846549;462765.74141768547;30.86250662982543;428823.9188461539;0
11720;6313;27.0;31.0;46.0;608955.9;29.71;36;27.0;180762.0;0;0;0;1;0;0;428193.9;14273.13;34.0;2013;2;0;7;2;2;3;0;348407.7354765545;313671.6793187913;31.286291191230358;344747.6512061669;0
3272;1941;31.0;27.0;52.0;164100.0;30.06;24;32.0;49442.0;0;1;2;2;1;0;114658.0;3821.933333333333;29.0;2013;2;0;22;0;0;13;11;348407.7354765545;636429.0148717947;31.611336366096918;335757.89816463424;0
1361;1393;49.0;33.0;56.0;839003.0;32.897515254421;12;73.0;278799.13122227;0;1;2;3;0;0;560203.86877773;18673.462292591;34.0;2017;2;0;6;0;4;7;11;348407.7354765545;462765.74141768547;28.630300939908953;354968.68031732173;0
13101;3911;34.0;48.0;45.0;329233.6;32.9;19;39.0;108724.0;0;0;0;3;0;1;220509.6;7350.319999999999;49.58333333333334;2014;2;1;7;0;0;6;7;437856.5656846549;462765.74141768547;30.255369176075874;344747.6512061669;0
1561;1600;28.0;43.0;119.0;374359.2;25.319301910594;24;51.0;95742.561695035;0;1;2;3;1;0;278616.638304965;9287.221276832166;45.0;2017;2;1;26;2;0;8;11;437856.5656846549;462765.74141768547;31.611336366096918;407503.0181769909;0
17492;6656;29.0;30.0;29.0;3196000.0;18.93;29;69.0;605513.0;0;1;2;2;0;0;2590487.0;86349.56666666668;32.416666666666664;2014;2;0;21;1;2;29;36;348407.7354765545;636429.0148717947;30.781702540896035;383292.923074868;0
5683;1551;25.0;33.0;65.0;154350.0;32.58;24;25.0;50409.0;0;0;1;0;1;0;103941.0;3464.7;35.0;2013;0;0;2;0;0;3;1;348407.7354765545;354195.0145666767;31.611336366096918;380339.13418342744;0
1045;1074;16.0;31.0;24.0;393337.0;19.93015605566;60;23.0;79184.523156215;1;1;2;1;2;0;314152.476843785;10471.749228126168;36.0;2017;0;0;15;1;3;0;11;348407.7354765545;313671.6793187913;30.86250662982543;343394.4938213339;0
1572;1611;29.0;41.0;190.0;336366.0;32.828681496465;48;88.0;111539.92202263;0;1;2;1;1;0;224826.07797737;7494.2025992456665;45.0;2017;2;1;30;0;1;5;11;437856.5656846549;313671.6793187913;31.285981228209238;469318.6734594594;0
2906;1515;8.0;27.0;86.0;179200.0;32.99;24;8.0;59245.0;0;0;0;1;0;0;119955.0;3998.5;29.0;2014;0;0;5;0;0;11;11;348407.7354765545;313671.6793187913;31.611336366096918;413331.5938060608;0
220;4829;21.0;56.0;105.0;346739.6;27.23;25;21.0;94600.0;0;0;0;3;0;0;252139.6;8404.653333333332;58.08333333333334;2013;0;1;28;2;2;0;11;437856.5656846549;462765.74141768547;31.53554667362733;331852.0351742628;0
776;5703;72.0;53.0;414.0;466321.4;32.48;24;75.0;151786.0;0;0;0;3;0;0;314535.4;10484.513333333334;55.0;2013;1;1;52;0;0;7;4;437856.5656846549;462765.74141768547;31.611336366096918;572843.7999999998;0
2578;2655;1.0;27.0;43.0;271840.0;32.749410293488005;36;7.0;89925.249436179;0;0;0;1;0;0;181914.75056382106;6063.825018794033;30.0;2017;0;0;7;0;2;11;11;348407.7354765545;313671.6793187913;31.286291191230358;344747.6512061669;0
4739;5974;70.0;32.0;70.0;520000.0;24.18;24;49.0;126022.0;0;0;0;3;0;0;393978.0;13132.6;34.0;2013;1;0;3;2;0;8;11;348407.7354765545;462765.74141768547;31.611336366096918;369368.16014648456;0
9141;6287;49.0;24.0;82.0;600000.0;32.97;23;50.0;198338.0;0;0;2;3;0;1;401662.0;13388.733333333335;25.91666666666667;2013;2;0;25;0;0;8;5;348407.7354765545;462765.74141768547;31.991199586500336;405378.0481848188;0
14863;2740;22.0;34.0;109.0;196300.0;32.75;48;22.0;64011.0;0;1;0;2;0;0;132289.0;4409.633333333333;38.0;2013;0;0;19;0;1;0;1;348407.7354765545;636429.0148717947;31.285981228209238;359955.8313592235;0
163;5674;73.0;53.0;320.0;458923.8;32.56;60;81.0;148340.0;0;0;0;3;0;0;310583.8;10352.793333333333;58.0;2013;1;1;70;0;3;12;11;437856.5656846549;462765.74141768547;30.86250662982543;549526.4686206896;0
16471;1517;52.0;44.0;54.0;153487.6;32.89;36;52.0;50433.0;0;0;0;1;0;0;103054.6;3435.1533333333336;47.0;2013;1;1;22;0;2;8;1;437856.5656846549;313671.6793187913;31.286291191230358;335757.89816463424;0
15614;4963;46.0;31.0;63.0;460773.0;32.96;60;50.0;150772.0;0;0;2;3;1;0;310001.0;10333.366666666667;36.0;2014;2;0;2;0;3;8;4;348407.7354765545;462765.74141768547;30.86250662982543;380339.13418342744;0
6390;5034;33.0;23.0;46.0;480000.0;21.37;24;33.0;102834.0;0;0;0;1;0;0;377166.0;12572.2;25.0;2014;2;0;7;2;0;13;11;348407.7354765545;313671.6793187913;31.611336366096918;344747.6512061669;0
585;2359;11.0;41.0;27.0;210000.0;32.93;24;11.0;69312.0;0;0;0;1;0;0;140688.0;4689.6;43.0;2014;0;1;21;0;0;11;11;437856.5656846549;313671.6793187913;31.611336366096918;383292.923074868;0
7349;723;16.0;22.0;28.0;148211.0;32.91;24;17.0;48896.0;0;0;1;1;0;0;99315.0;3310.5;24.0;2014;0;0;21;0;0;10;11;348407.7354765545;313671.6793187913;31.611336366096918;383292.923074868;0
999;1028;63.0;58.0;414.0;633513.0;32.142822227688;30;107.0;205685.81553464;0;1;0;3;1;0;427827.18446536;14260.906148845337;60.5;2017;1;1;52;0;2;18;11;437856.5656846549;462765.74141768547;30.32729797554691;572843.7999999998;0
5150;4312;35.0;42.0;46.0;305000.0;32.13;60;35.0;97272.0;0;0;2;3;0;0;207728.0;6924.266666666666;47.0;2013;2;1;7;0;3;13;11;437856.5656846549;462765.74141768547;30.86250662982543;344747.6512061669;0
8453;5301;53.0;36.0;37.0;400000.0;32.94;24;71.0;132071.0;0;0;0;1;0;0;267929.0;8930.966666666667;38.0;2013;1;0;18;0;0;29;7;348407.7354765545;313671.6793187913;31.611336366096918;361661.5960337501;0
945;971;0.0;32.0;9.0;370009.0;32.963148097849995;18;8.0;123198.60065189;0;1;1;3;0;1;246810.39934811;8227.013311603667;33.5;2017;0;0;29;0;0;11;11;348407.7354765545;462765.74141768547;30.76080107132262;383142.03691812354;0
730;750;1.0;25.0;23.0;351644.2;32.8198653746;7;11.0;116574.90205817;0;1;1;3;0;1;235069.29794183;7835.643264727667;25.58333333333333;2017;0;0;15;0;4;11;11;348407.7354765545;462765.74141768547;30.21134167786942;343394.4938213339;0
13793;5869;54.0;50.0;224.0;745087.0;32.89;60;116.0;85168.0;0;0;0;3;2;0;659919.0;21997.3;55.0;2014;1;1;61;0;3;16;22;437856.5656846549;462765.74141768547;30.86250662982543;468039.06363636383;0
5441;4048;30.0;40.0;31.0;339100.0;32.9;36;69.0;111448.0;0;1;0;1;1;0;227652.0;7588.4;43.0;2014;2;0;4;0;2;29;11;348407.7354765545;313671.6793187913;31.286291191230358;367332.77090690075;0
10209;689;40.0;33.0;95.0;129900.0;32.87;36;41.0;42660.0;0;0;0;1;1;0;87240.0;2908.0;36.0;2013;2;0;27;0;2;6;1;348407.7354765545;313671.6793187913;31.286291191230358;369619.3079726029;0
6661;3026;19.0;36.0;29.0;250000.0;31.93;36;19.0;79730.0;0;0;0;1;0;0;170270.0;5675.666666666668;39.0;2014;0;0;21;0;2;0;11;348407.7354765545;313671.6793187913;31.286291191230358;383292.923074868;0
9931;1442;23.0;41.0;118.0;151905.0;36.54;18;24.0;55730.0;0;1;1;0;1;0;96175.0;3205.833333333333;42.5;2013;0;1;26;0;0;0;1;437856.5656846549;354195.0145666767;30.76080107132262;407503.0181769909;0
6408;6255;28.0;49.0;36.0;597600.0;32.14;18;28.0;192850.0;0;0;0;2;0;1;404750.0;13491.666666666664;50.5;2013;2;1;4;0;0;3;11;437856.5656846549;636429.0148717947;30.76080107132262;367332.77090690075;0
2008;2062;27.0;49.0;74.0;254442.0;32.926376008049004;36;34.0;84624.777416567;0;0;1;0;0;0;169817.222583433;5660.574086114433;52.0;2017;2;1;12;0;2;13;11;437856.5656846549;354195.0145666767;31.286291191230358;387693.48423541867;0
716;858;53.0;33.0;68.0;151000.0;32.97;24;53.0;49905.0;0;0;0;0;0;0;101095.0;3369.833333333333;35.0;2014;1;0;3;0;0;8;1;348407.7354765545;354195.0145666767;31.611336366096918;369368.16014648456;0
13569;5602;66.0;48.0;273.0;608783.0;28.56;48;274.0;173130.0;0;0;0;3;1;0;435653.0;14521.766666666665;52.0;2014;1;1;42;2;1;46;0;437856.5656846549;462765.74141768547;31.285981228209238;428823.9188461539;0
5819;1742;45.0;58.0;145.0;186200.0;30.88;24;46.0;57615.0;0;1;1;0;0;0;128585.0;4286.166666666667;60.0;2014;2;1;34;0;0;9;1;437856.5656846549;354195.0145666767;31.611336366096918;367436.7002162161;0
10621;3936;56.0;35.0;65.0;330692.0;32.85;24;56.0;108883.0;0;1;0;0;1;0;221809.0;7393.633333333332;37.0;2014;1;0;2;0;0;4;7;348407.7354765545;354195.0145666767;31.611336366096918;380339.13418342744;0
12860;1144;12.0;41.0;105.0;162000.0;32.84;36;13.0;53144.0;0;0;0;1;0;0;108856.0;3628.5333333333333;44.0;2014;0;1;28;0;2;10;1;437856.5656846549;313671.6793187913;31.286291191230358;331852.0351742628;0
4554;1044;43.0;31.0;93.0;140483.33;32.97;36;43.0;46275.0;0;0;0;1;1;0;94208.33;3140.2776666666664;34.0;2013;2;0;27;0;2;9;11;348407.7354765545;313671.6793187913;31.286291191230358;369619.3079726029;0
10527;263;8.0;35.0;118.0;123000.0;32.97;24;8.0;40639.0;0;0;0;1;0;0;82361.0;2745.366666666667;37.0;2014;0;0;26;0;0;11;1;348407.7354765545;313671.6793187913;31.611336366096918;407503.0181769909;0
5436;3453;16.0;25.0;20.0;283440.0;32.82;24;16.0;93256.0;1;0;0;1;0;0;190184.0;6339.466666666666;27.0;2014;0;0;15;0;0;10;2;348407.7354765545;313671.6793187913;31.611336366096918;343394.4938213339;0
7676;2530;23.0;42.0;112.0;219000.0;32.88;36;23.0;71943.0;0;0;5;1;1;0;147057.0;4901.9;45.0;2014;0;1;19;0;2;0;11;437856.5656846549;313671.6793187913;31.286291191230358;359955.8313592235;0
