"taux_endettement_cleaned";"anciennete_emploi_cleaned";"age_cleaned";"anciennete_bni_cleaned";"duree_pret_cleaned";"year";"salaire_mensuel_cleaned";"nb_salaires_cleaned";"statut_marita_cleaned_UNIQUEVAL";"nature_CAP_cleaned_UNIQUEVAL";"type_contrat_cleaned";"mensualite_cleaned";"code_DTX_cleaned_UNIQUEVAL";"categorie_employeur_cleaned_UNIQUEVAL";"scorePred"
29,05;34;36;5;60;2012;421676;3;"marie";"cap";"cdi";122496,878;0;"fonctionnaire";95,63
32,68;81;31;74;48;2014;367000;74;"marie";"cap";"cdi";119935,6;0;"entreprise_privée_connue";94,87
32,95;18;49;20;36;2012;337600;18;"marie";"cap_rechargeable";"cdi";111239,2;0;"entreprise_privée_connue";89,82
33;31;26;27;24;2013;380000;27;"marie";"cap";"cdi";125400;0;"entreprise_privée_à_renseigner";92,42
32,97;337;59;45;24;2012;401013,4;41;"concubinage";"cap";"cdi";132214,11798;0;"fonctionnaire";98,1
32,85;103;31;59;24;2014;180650;58;"marie";"cap_rechargeable";"cdi";59343,525;1;"entreprise_privée_connue";89,27
32,94;41;35;30;24;2011;175232,56;29;"concubinage";"cap_rechargeable";"cdi";57721,605264;1;"entreprise_privée_à_renseigner";91,79
15;62;50;59;60;2014;870434;59;"marie";"cap_rechargeable";"cdi";130565,1;0;"fonctionnaire";97,31
32,78;97;35;72;36;2013;221200;71;"marie";"cap_rechargeable";"cdi";72509,36;1;"entreprise_privée_connue";92,7
20,81;285;55;43;48;2012;376100,8;36;"marie";"cap_rechargeable";"cdi";78266,57648;0;"fonctionnaire";97,98
32,93;120;49;44;24;2013;288647;44;"marie";"cap_rechargeable";"cdi";95051,4571;0;"entreprise_privée_connue";95,79
22,52;61;35;84;24;2013;670000;61;"celibataire";"cap_rechargeable";"cdi";150884;0;"entreprise_privée_connue";98,06
32,79;35;23;30;24;2013;176400;30;"celibataire";"cap";"cdi";57841,56;0;"entreprise_privée_connue";87,02
32,82;12;39;6;48;2011;177000;1;"concubinage";"cap";"cdi";58091,4;0;"fonctionnaire";85,09
32,96;71;29;15;24;2012;111902;15;"marie";"cap_rechargeable";"cdi";36882,8992;0;"entreprise_privée_connue";87,18
32,95;31;41;68;48;2013;313300;65;"marie";"cap";"cdi";103232,35;0;"entreprise_privée_connue";93,08
32,92;34;26;9;24;2014;194040;9;"marie";"cap";"cdi";63877,968;0;"entreprise_privée_connue";86,49
32,83;24;32;53;24;2012;480851;10;"celibataire";"cap";"cdi";157863,3833;0;"fonctionnaire";96,93
25,81;138;46;70;18;2014;186000;66;"marie";"cap";"cdi";48006,6;0;"entreprise_privée_à_renseigner";94,83
14,106720056893;63;37;44;12;2017;5195448,67;36;"divorce";"cap";"cdi";732907,399576471;0;"entreprise_privée_à_favoriser";97,85
20,14;97;48;49;12;2012;540178,8;42;"marie";"cap";"cdi";108792,01032;0;"fonctionnaire";97,83
32,59;15;30;3;24;2012;104934;3;"marie";"cap";"cdi";34197,9906;0;"entreprise_privée_connue";70,49
32,85;36;35;86;37;2013;809500;77;"marie";"cap";"cdi";265920,75;0;"entreprise_privée_à_favoriser";97,73
32,43;116;46;71;36;2013;125000;71;"marie";"cap_rechargeable";"cdi";40537,5;1;"entreprise_privée_connue";86,5
31,941680548847;11;33;7;16;2017;372195,8;0;"marie";"cap";"cdd";118885,593452225;0;"fonctionnaire";96,73
32,71;42;30;10;36;2014;425000;10;"marie";"cap";"cdi";139017,5;0;"entreprise_privée_connue";87,05
31,804962812908;18;31;15;24;2017;243378;7;"celibataire";"cap";"cdi";77406,2823947992;0;"entreprise_privée_connue";86,22
32,94;5;30;5;24;2012;1142030,37;4;"celibataire";"cap";"cdi";376184,803878;0;"entreprise_privée_à_favoriser";93,07
16,56;23;37;20;24;2014;295000;20;"marie";"cap";"cdi";48852;0;"entreprise_privée_connue";91,27
32,93;133;39;2;24;2012;113000;2;"marie";"cap";"cdi";37210,9;0;"entreprise_privée_connue";91,5
32,87;45;31;27;24;2013;140000;26;"marie";"cap";"cdi";46018;0;"entreprise_privée_connue";77,04
32,7;108;39;3;24;2012;109195,52;3;"marie";"cap";"cdi";35706,93504;0;"entreprise_privée_à_renseigner";92,42
32,75;180;35;43;36;2013;129300;43;"marie";"cap_rechargeable";"cdi";42345,75;0;"entreprise_privée_connue";86,33
32,95;39;33;39;36;2013;416000;39;"marie";"cap";"cdi";137072;0;"entreprise_privée_connue";91,7
32,57;98;51;47;60;2014;338446,8;43;"concubinage";"cap_rechargeable";"cdi";110232,12276;0;"fonctionnaire";97,41
32,74;25;23;3;36;2012;119381,64;2;"marie";"cap";"cdi";39085,548936;0;"entreprise_privée_connue";79,68
32,91;138;50;46;60;2014;312637;44;"marie";"cap_rechargeable";"cdi";102888,8367;0;"fonctionnaire";97,46
32,76;30;51;28;24;2013;175000;28;"marie";"cap";"cdi";57330;0;"entreprise_privée_connue";85,3
31,24;291;49;52;48;2011;184753,6;25;"marie";"cap_rechargeable";"cdi";57717,02464;0;"fonctionnaire";94,6
29,92;394;59;11;15;2011;1252541;3;"marie";"cap";"cdi";374760,2672;0;"fonctionnaire";98,63
32,33;196;57;93;24;2014;640830,4;54;"marie";"cap_rechargeable";"cdi";207180,46832;0;"fonctionnaire";97,43
21,72;154;45;74;48;2011;407478;47;"celibataire";"cap_rechargeable";"cdi";88504,2216;0;"entreprise_privée_connue";96,61
32,54;212;47;32;24;2013;379000;26;"marie";"cap";"cdi";123326,6;0;"fonctionnaire";96,58
32,7;43;22;24;24;2013;163000;24;"marie";"cap";"cdi";53301;0;"entreprise_privée_connue";90,76
32,93;51;41;14;36;2014;2e+05;14;"marie";"cap";"cdi";65860;0;"entreprise_privée_connue";88
32,24;265;51;69;60;2011;301696,6;25;"marie";"cap_rechargeable";"cdi";97266,98384;0;"fonctionnaire";97
32,81;178;49;11;24;2014;145631,41;10;"marie";"cap";"cdi";47781,665621;0;"entreprise_privée_à_renseigner";95,67
29,88;116;28;30;18;2013;150000;30;"marie";"cap";"cdi";44820;1;"entreprise_privée_à_renseigner";88,38
32,88;7;33;60;24;2011;194662;6;"marie";"cap";"cdi";64004,8656;0;"entreprise_privée_connue";80,37
32,932813737899;82;35;47;24;2017;295009;28;"marie";"cap";"cdi";97154,7644800385;0;"fonctionnaire";97,05
25,4;5;39;35;24;2011;1e+06;4;"marie";"cap";"cdi";254000;0;"entreprise_privée_à_renseigner";97,05
32,73;419;59;334;29;2011;638675;25;"marie";"cap";"cdi";209038,3275;0;"fonctionnaire";94,61
24,89;53;32;58;36;2014;1163330;57;"marie";"cap";"cdi";289552,837;0;"entreprise_privée_connue";95,72
32,92;329;52;28;36;2014;312175;27;"marie";"cap_rechargeable";"cdi";102768,01;0;"entreprise_privée_connue";94,36
32,84;168;49;10;24;2012;147000;9;"marie";"cap";"cdi";48274,8;0;"entreprise_privée_à_renseigner";94,98
32,38;55;39;3;12;2011;280000;3;"marie";"cap";"cdi";90664;0;"entreprise_privée_connue";85,78
32,23;35;35;16;24;2014;639680;16;"concubinage";"cap";"cdi";206168,864;0;"entreprise_privée_connue";92,6
32,67;47;44;21;48;2011;202300;20;"marie";"cap_rechargeable";"cdi";66091,41;0;"entreprise_privée_connue";89,24
33;64;35;29;30;2014;117000;28;"marie";"cap_rechargeable";"cdi";38610;0;"entreprise_privée_connue";73,81
32,95;32;33;3;24;2011;183600;1;"celibataire";"cap";"cdi";60496,2;1;"entreprise_privée_à_renseigner";85,87
32,84;316;53;255;60;2011;331583,6;45;"marie";"cap";"cdi";108892,05424;0;"fonctionnaire";99,4
32,99;418;55;92;42;2014;311496;90;"concubinage";"cap_rechargeable";"cdi";102762,5304;0;"fonctionnaire";92,71
32,98;205;44;2;12;2012;2e+05;2;"marie";"cap";"cdi";65960;0;"entreprise_privée_à_renseigner";94,17
32,864377172778;100;28;37;60;2017;612701,6;26;"celibataire";"cap";"cdi";201360,564767646;0;"fonctionnaire";95,86
32,84;108;25;88;24;2014;304700;66;"marie";"cap_rechargeable";"cdi";100063,48;0;"entreprise_privée_à_renseigner";97,61
32,77;108;30;21;24;2013;667565;21;"divorce";"cap_rechargeable";"cdi";218761,0505;0;"entreprise_privée_à_renseigner";95,22
32,72;102;37;19;24;2011;220000;18;"marie";"cap_rechargeable";"cdi";71984;0;"entreprise_privée_à_renseigner";92,66
32,77;198;39;32;48;2014;403920;31;"marie";"cap_rechargeable";"cdi";132364,584;0;"entreprise_privée_connue";94,48
33;266;51;39;36;2014;170000;38;"marie";"cap_rechargeable";"cdi";56100;0;"entreprise_privée_connue";89,92
32,54;321;48;92;60;2013;414067,2;77;"marie";"cap_rechargeable";"cdi";134737,46688;0;"fonctionnaire";94,11
32,94391997787;21;32;8;24;2017;263600;2;"marie";"cap";"cdi";86840,1730616653;0;"entreprise_privée_connue";84,59
24,5;42;38;41;18;2012;920000;41;"marie";"cap_rechargeable";"cdi";225400;0;"entreprise_privée_à_favoriser";95,64
30,308239569451;275;46;22;48;2017;194645;15;"marie";"cap_rechargeable";"cdi";58993,4729099579;0;"entreprise_privée_connue";92,77
5,239044847268;59;29;50;60;2017;404000;41;"marie";"cap_2";"cdi";21165,7411829627;0;"fonctionnaire";89,91
32,91;240;53;24;24;2013;137544;24;"marie";"cap";"cdi";45265,7304;1;"entreprise_privée_à_renseigner";91,78
32,99;39;28;5;24;2011;108080;5;"celibataire";"cap";"cdi";35655,592;0;"entreprise_privée_à_renseigner";86,77
32,64;5;27;5;24;2011;139000;4;"marie";"cap";"cdi";45369,6;0;"entreprise_privée_connue";70,16
32,95;186;48;20;37;2012;197024;20;"marie";"cap_rechargeable";"cdi";64919,408;0;"entreprise_privée_connue";92,36
32,21;94;44;77;60;2014;516007;65;"marie";"cap_rechargeable";"cdi";166205,8547;0;"entreprise_privée_à_favoriser";96,72
23,37;90;38;70;60;2012;1045379,6;50;"marie";"cap";"cdi";244305,21252;0;"fonctionnaire";98,15
32,96;426;59;3;24;2011;390000;2;"marie";"cap";"cdi";128544;0;"entreprise_privée_connue";91,61
32,68;97;27;25;24;2014;230816;25;"marie";"cap_rechargeable";"cdi";75430,6688;0;"entreprise_privée_connue";91,83
32,93;64;36;4;48;2012;220405,4;2;"marie";"cap";"cdi";72579,49822;0;"fonctionnaire";93,76
32,44;19;29;27;36;2011;156000;1;"celibataire";"cap";"cdi";50606,4;0;"entreprise_privée_connue";67,56
31,5;83;42;31;24;2013;178810;31;"marie";"cap";"cdi";56325,15;0;"entreprise_privée_à_renseigner";92,4
32,51;29;28;29;36;2011;121447,86;29;"celibataire";"cap_rechargeable";"cdi";39482,699286;0;"entreprise_privée_connue";78,99
32,73;42;31;2;24;2011;462000;1;"celibataire";"cap";"cdi";151212,6;0;"entreprise_privée_connue";71,82
32,85;57;41;20;24;2014;140000;20;"marie";"cap";"cdi";45990;0;"entreprise_privée_connue";89,35
32,89;75;59;54;24;2012;176600;54;"divorce";"cap_rechargeable";"cdi";58083,74;0;"entreprise_privée_connue";88,44
32,9;87;36;88;12;2014;1400000;78;"marie";"cap";"cdi";460600;0;"entreprise_privée_connue";98,38
32,11;82;33;52;36;2013;328863,8;50;"concubinage";"cap";"cdi";105598,16618;0;"fonctionnaire";96,98
31,680939570575;28;37;12;24;2017;155000;5;"celibataire";"cap";"cdi";49105,4563343912;0;"entreprise_privée_à_renseigner";87,4
32,85;48;25;22;24;2012;131640;22;"marie";"cap_rechargeable";"cdi";43243,74;1;"entreprise_privée_connue";85,61
31,75;11;27;7;13;2011;270013;6;"celibataire";"cap";"cdi";85729,1275;0;"entreprise_privée_connue";85,38
30,38;31;34;26;36;2014;188500;24;"marie";"cap";"cdi";57266,3;0;"entreprise_privée_connue";85,77
30,95;162;46;52;24;2013;329661,68;51;"marie";"cap_2";"cdi";102030,28996;0;"entreprise_privée_connue";95,13
32,81;53;32;26;24;2014;223816;25;"marie";"cap_rechargeable";"cdi";73434,0296;0;"entreprise_privée_connue";88,31
32,64;40;40;40;26;2014;371600;39;"marie";"cap_rechargeable";"cdi";121290,24;0;"entreprise_privée_connue";91,47
30,76;110;51;84;36;2014;361565;84;"celibataire";"cap_rechargeable";"cdi";111217,394;0;"entreprise_privée_à_favoriser";96,84
32,82;78;44;3;25;2012;190000;3;"marie";"cap";"cdi";62358;0;"entreprise_privée_à_renseigner";91,86
32,35;146;32;23;24;2013;457407;22;"marie";"cap";"cdi";147971,1645;0;"entreprise_privée_connue";92,22
32,9;15;32;5;24;2012;109297;2;"marie";"cap";"cdi";35958,713;0;"entreprise_privée_connue";69,3
30,45;44;27;20;24;2012;981405;20;"marie";"cap";"cdi";298837,8225;0;"entreprise_privée_à_favoriser";94,7
32,985631702329;15;24;10;24;2017;259600;1;"marie";"cap";"cdi";85630,6998992461;0;"entreprise_privée_connue";83,32
19,16;18;26;12;24;2014;157500;11;"marie";"cap";"cdi";30177;0;"entreprise_privée_à_favoriser";88,01
27,44;28;31;57;24;2013;1447085;28;"concubinage";"cap_2";"cdi";397080,124;0;"entreprise_privée_à_favoriser";95,64
32,94;50;27;29;30;2014;3e+05;29;"celibataire";"cap";"cdi";98820;0;"entreprise_privée_à_favoriser";94,72
32,969170559136;155;57;12;36;2017;373000;2;"marie";"cap";"cdi";122975,006185577;0;"fonctionnaire";97,21
32,654951957171;79;43;62;60;2017;287294;29;"veuf(ve)";"cap_rechargeable";"cdi";93815,7176758349;0;"fonctionnaire";96,93
32,93;8;30;15;36;2012;4e+05;14;"marie";"cap";"cdi";131720;0;"entreprise_privée_connue";87,19
32,93;43;34;41;24;2013;175600;41;"marie";"cap";"cdi";57825,08;0;"entreprise_privée_connue";88,67
32,98;140;35;31;24;2014;392900;31;"marie";"cap";"cdi";129578,42;0;"entreprise_privée_à_favoriser";95,86
32,29;83;39;64;22;2011;989000;25;"marie";"cap";"cdi";319348,1;0;"fonctionnaire";98,12
32,76;7;47;2;24;2011;1e+05;1;"concubinage";"cap";"cdi";32760;1;"entreprise_privée_connue";40,05
32,65;28;39;23;24;2013;355087;22;"marie";"cap";"cdi";115935,9055;0;"entreprise_privée_à_renseigner";93,41
32,800060793738;15;38;9;9;2017;8e+05;1;"marie";"cap";"cdd";262400,486349904;0;"entreprise_privée_connue";75,8
32,96;11;24;3;24;2012;280000;2;"celibataire";"cap";"cdi";92288;0;"entreprise_privée_à_renseigner";92,73
