;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;nb_salaires_cleaned;age_cleaned;anciennete_emploi_cleaned;salaire_mensuel_cleaned;taux_endettement_cleaned;duree_pret_cleaned;anciennete_bni_cleaned;mensualite_cleaned;code_DTX_cleaned_UNIQUEVAL;conventionne_cleaned_UNIQUEVAL;statut_marital_cleaned_UNIQUEVAL;categorie_employeur_cleaned_UNIQUEVAL;nature_CAP_cleaned_UNIQUEVAL;type_contrat_cleaned;salaire_vivable;argent_journalier;age_end;year;nb_salaires_cleaned_bins;age_cleaned_bins;anciennete_emploi_cleaned_bins;taux_endettement_cleaned_bins;duree_pret_cleaned_bins;anciennete_bni_cleaned_bins;salaire_mensuel_cleaned_bins;avg_salaire_age;avg_cat_empl_sal;avg_duree_endettement;avg_salaire_anc_emploi;istest;label
5722;5722;9927;3015;50.0;41.0;67.0;1129790.58;13.35;24;63.0;150827.04243;0;0;2;2;0;0;978963.53757;32632.117919;43.0;2012;2;1;3;1;0;2;16;437856.5656846549;636429.0148717947;31.61133636609692;369368.16014648456;0;1
22281;22281;8195;3618;26.0;40.0;27.0;2192447.0;33.01;13;60.0;723726.7546999998;0;1;0;0;0;0;1468720.2453;48957.34151000001;41.083333333333336;2011;2;0;21;0;0;4;32;348407.7354765545;354195.0145666767;31.168725276110486;383292.923074868;0;2
20247;20247;13826;7128;64.0;46.0;107.0;1457198.59;24.16;24;64.0;352059.179344;0;0;0;1;1;0;1105139.410656;36837.9803552;48.0;2013;1;1;28;2;0;2;21;437856.5656846549;313671.6793187913;31.61133636609692;331852.0351742628;0;1
21208;21208;2229;4475;9.0;36.0;12.0;1113090.27;17.73;24;9.0;197350.904871;0;1;0;2;2;0;915739.365129;30524.6455043;38.0;2012;0;0;29;1;0;11;16;348407.7354765545;636429.0148717947;31.61133636609692;383142.03691812354;0;1
17999;17999;856;880;12.0;47.0;21.0;1900000.0;32.850394173219;10;74.0;624157.4892911611;0;1;0;3;0;1;1275842.5107088392;42528.08369029464;47.83333333333334;2017;0;1;15;0;4;7;11;437856.5656846549;462765.74141768547;28.41662926615523;343394.4938213339;0;2
21290;21290;9454;7203;66.0;39.0;186.0;1642000.0;26.36;10;80.0;432831.2;0;0;0;1;0;0;1209168.8;40305.62666666667;39.833333333333336;2013;1;0;59;2;4;12;12;348407.7354765545;313671.6793187913;28.41662926615523;335054.05065637076;0;1
2627;2627;3611;4029;3.0;37.0;51.0;2000000.0;29.22;60;92.0;584400.0;0;0;0;1;0;0;1415600.0;47186.66666666666;42.0;2012;0;0;22;2;3;20;11;348407.7354765545;313671.6793187913;30.86250662982543;335757.89816463424;1;2
4177;4177;7790;6397;48.0;39.0;94.0;1364000.0;29.5;24;49.0;402380.0;0;0;0;1;1;0;961620.0;32054.0;41.0;2014;2;0;27;2;0;8;9;348407.7354765545;313671.6793187913;31.61133636609692;369619.3079726029;0;1
266;266;12646;6504;24.0;34.0;110.0;1640000.0;32.46;11;24.0;532344.0;0;0;0;0;0;1;1107656.0;36921.86666666667;34.916666666666664;2014;0;0;19;0;4;0;12;348407.7354765545;354195.0145666767;31.44256369670498;359955.8313592235;2;1
2563;2563;6067;7608;20.0;16.0;234.0;1492369.0;29.11;10;21.0;434428.6159;0;1;0;3;0;0;1057940.3841;35264.679469999995;16.833333333333332;2012;0;3;41;2;4;0;11;273247.64127659576;462765.74141768547;28.41662926615523;478433.9594827586;1;1
613;613;2811;6965;51.0;32.0;86.0;1115000.0;9.2;24;51.0;102580.0;0;0;0;1;0;0;1012420.0;33747.333333333336;34.0;2013;1;0;5;3;0;8;16;348407.7354765545;313671.6793187913;31.61133636609692;413331.5938060608;0;1
2076;2076;5893;7047;55.0;35.0;82.0;1252358.55;31.77;24;55.0;397874.311335;0;1;0;2;2;0;854484.2386650002;28482.807955500004;37.0;2013;1;0;25;0;0;4;15;348407.7354765545;636429.0148717947;31.61133636609692;405378.0481848188;2;1
18189;18189;2161;2218;109.0;51.0;281.0;1235589.0;23.681260371753996;23;116.0;292603.04821475147;0;1;0;3;1;0;942985.9517852485;31432.865059508287;52.91666666666666;2017;7;1;46;2;0;16;11;437856.5656846549;462765.74141768547;31.991199586500336;715471.6711206895;0;1
6411;6411;2205;6633;30.0;46.0;46.0;2700000.0;27.14;12;34.0;732780.0;0;0;0;0;1;0;1967220.0;65574.0;47.0;2014;2;1;7;2;4;13;11;437856.5656846549;354195.0145666767;28.630300939908953;344747.6512061669;0;8
409;409;7582;7124;28.0;31.0;28.0;1447085.0;27.44;24;57.0;397080.124;0;1;1;2;2;0;1050004.876;35000.16253333333;33.0;2013;2;0;21;2;0;4;11;348407.7354765545;636429.0148717947;31.61133636609692;383292.923074868;0;1
127;127;4667;3060;133.0;41.0;162.0;2330000.0;15.88;24;133.0;370004.0;0;1;0;2;1;0;1959996.0;65333.2;43.0;2012;8;1;49;1;0;44;23;437856.5656846549;636429.0148717947;31.61133636609692;364153.9046530612;0;3
4193;4193;9348;4116;2.0;38.0;10.0;1200000.0;32.98;24;67.0;395760.0;0;0;0;0;0;0;804240.0;26808.0;40.0;2011;0;0;29;0;0;29;16;348407.7354765545;354195.0145666767;31.61133636609692;383142.03691812354;1;1
7669;7669;9490;16;13.0;61.0;186.0;1378000.0;32.52;18;14.0;448125.6000000001;0;0;0;2;0;0;929874.4;30995.81333333333;62.5;2012;0;2;59;0;0;10;9;871493.5023711338;636429.0148717947;30.76080107132262;335054.05065637076;0;1
9973;9973;8113;6378;54.0;57.0;186.0;1300000.0;32.78;13;117.0;426140.0;0;0;0;2;0;0;873860.0;29128.66666666667;58.08333333333334;2014;1;1;59;0;0;16;15;437856.5656846549;636429.0148717947;31.168725276110486;335054.05065637076;0;1
22517;22517;16277;7074;34.0;31.0;35.0;1317198.59;32.83;24;34.0;432436.29709700006;0;0;0;1;0;0;884762.292903;29492.076430099998;33.0;2013;2;0;4;0;0;13;9;348407.7354765545;313671.6793187913;31.61133636609692;367332.77090690075;0;1
4144;4144;13777;1038;47.0;54.0;94.0;1188000.0;32.92;24;49.0;391089.6;0;0;0;3;1;0;796910.4;26563.68;56.0;2011;2;1;27;0;0;8;16;437856.5656846549;462765.74141768547;31.61133636609692;369619.3079726029;0;1
21118;21118;6653;2774;85.0;42.0;89.0;1316973.0;19.09;24;85.0;251410.1457;0;0;0;1;0;0;1065562.8543;35518.76181;44.0;2012;3;1;5;1;0;5;9;437856.5656846549;313671.6793187913;31.61133636609692;413331.5938060608;0;1
20978;20978;11375;6353;78.0;52.0;59.0;1245561.2;19.8;24;85.0;246621.11760000003;0;0;0;3;1;0;998940.0824;33298.002746666665;54.0;2014;3;1;6;1;0;5;15;437856.5656846549;462765.74141768547;31.61133636609692;354968.68031732173;0;1
19143;19143;13693;7153;27.0;42.0;108.0;1505748.6;18.06;12;48.0;271938.19716;0;0;2;3;0;0;1233810.4028399999;41127.01342800001;43.0;2013;2;1;28;1;4;9;10;437856.5656846549;462765.74141768547;28.630300939908953;331852.0351742628;0;1
12209;12209;2228;2289;28.0;54.0;141.0;2040256.1;32.916178497386;7;235.0;671574.3396798064;0;0;0;0;0;1;1368681.7603201938;45622.72534400647;54.58333333333334;2017;2;1;16;0;4;52;11;437856.5656846549;354195.0145666767;30.21134167786942;388715.8219059408;0;2
10194;10194;16281;4765;81.0;36.0;18.0;1607700.0;17.27;12;82.0;277649.79;0;0;0;0;0;0;1330050.21;44335.007000000005;37.0;2011;3;0;1;1;4;12;12;348407.7354765545;354195.0145666767;28.630300939908953;354620.2513569526;0;1
11014;11014;1150;6164;16.0;31.0;24.0;1400000.0;27.0;15;19.0;378000.0;0;0;0;1;1;0;1022000.0;34066.666666666664;32.25;2011;0;0;15;2;0;0;11;348407.7354765545;313671.6793187913;30.30912608524315;343394.4938213339;0;1
18759;18759;15647;7256;90.0;53.0;101.0;1900000.0;32.82;24;227.0;623580.0;0;0;0;1;0;0;1276420.0;42547.333333333336;55.0;2013;3;1;10;0;0;24;13;437856.5656846549;313671.6793187913;31.61133636609692;325603.0885557085;0;2
22471;22471;3047;6374;50.0;29.0;104.0;1300000.0;19.49;36;51.0;253370.0;0;0;0;1;0;0;1046630.0;34887.666666666664;32.0;2014;2;0;28;1;2;8;11;348407.7354765545;313671.6793187913;31.286291191230358;331852.0351742628;0;1
122;122;15391;6276;51.0;39.0;147.0;1100000.0;31.09;24;51.0;341990.0;0;0;0;2;1;0;758010.0;25267.0;41.0;2014;1;0;34;0;0;8;6;348407.7354765545;636429.0148717947;31.61133636609692;367436.7002162161;0;1
2781;2781;8305;6247;59.0;35.0;59.0;1071043.48;28.56;24;59.0;305890.017888;0;1;0;2;1;0;765153.462112;25505.11540373333;37.0;2014;1;0;6;2;0;4;6;348407.7354765545;636429.0148717947;31.61133636609692;354968.68031732173;0;1
2436;2436;69;70;0.0;43.0;38.0;1880000.0;14.075028678699;48;181.0;264610.5391595412;0;1;0;2;1;0;1615389.4608404587;53846.315361348636;47.0;2017;0;1;18;1;1;39;11;437856.5656846549;636429.0148717947;31.285981228209238;361661.5960337501;0;1
15135;15135;4871;6639;12.0;31.0;27.0;2800000.0;32.87;24;13.0;920360.0;0;0;0;0;0;0;1879640.0;62654.66666666666;33.0;2014;0;0;21;0;0;10;14;348407.7354765545;354195.0145666767;31.61133636609692;383292.923074868;0;6
1964;1964;4395;4899;14.0;34.0;43.0;1050000.0;13.4;60;14.0;140700.0;0;0;2;2;1;0;909300.0;30310.0;39.0;2012;0;0;7;1;3;10;11;348407.7354765545;636429.0148717947;30.86250662982543;344747.6512061669;1;1
16999;16999;11318;6991;90.0;54.0;362.0;1171000.0;32.86;24;103.0;384790.6;0;1;0;3;0;0;786209.4;26206.98;56.0;2013;3;1;73;0;0;18;16;437856.5656846549;462765.74141768547;31.61133636609692;503604.18363636365;0;1
16742;16742;17857;6403;42.0;46.0;152.0;1383663.0;27.78;12;113.0;384381.5814;0;0;0;1;2;0;999281.4186;33309.38062;47.0;2014;2;1;13;2;4;15;9;437856.5656846549;313671.6793187913;28.630300939908953;403923.1946232877;0;1
12761;12761;1840;4654;8.0;35.0;10.0;1299456.0;30.96;24;50.0;402311.5776;0;0;0;2;0;0;897144.4224;29904.81408;37.0;2012;0;0;29;0;0;8;11;348407.7354765545;636429.0148717947;31.61133636609692;383142.03691812354;0;1
2695;2695;243;250;49.0;33.0;102.0;1150200.0;31.543197565313;48;100.0;362809.8583962301;0;0;2;1;0;0;787390.14160377;26246.338053459;37.0;2017;2;0;10;0;1;26;11;348407.7354765545;313671.6793187913;31.285981228209238;325603.0885557085;1;1
17170;17170;3935;6622;94.0;49.0;71.0;2438000.0;30.06;12;94.0;732862.8;0;0;0;1;0;0;1705137.2;56837.90666666666;50.0;2014;3;1;3;0;4;20;11;437856.5656846549;313671.6793187913;28.630300939908953;369368.16014648456;0;5
829;829;16194;6392;80.0;40.0;186.0;1343000.0;29.96;24;80.0;402362.8;0;0;0;1;1;0;940637.2;31354.57333333333;42.0;2014;3;0;59;2;0;12;9;348407.7354765545;313671.6793187913;31.61133636609692;335054.05065637076;2;1
9329;9329;9789;1173;29.0;53.0;12.0;1433782.0;31.94;12;35.0;457949.9708;0;1;0;1;1;1;975832.0292;32527.734306666665;54.0;2011;2;1;29;0;4;13;21;437856.5656846549;313671.6793187913;28.630300939908953;383142.03691812354;0;1
18767;18767;18161;2413;13.0;44.0;151.0;1544338.4;25.38;60;14.0;391953.0859199999;0;0;2;3;0;0;1152385.31408;38412.84380266666;49.0;2012;0;1;13;2;3;10;10;437856.5656846549;462765.74141768547;30.86250662982543;403923.1946232877;0;1
1744;1744;5205;866;54.0;53.0;211.0;3500000.0;28.74;25;106.0;1005900.0;0;0;0;0;1;0;2494100.0;83136.66666666669;55.08333333333334;2012;1;1;62;2;2;18;11;437856.5656846549;354195.0145666767;31.53554667362733;460490.761140351;2;12
2341;2341;10814;6143;29.0;31.0;29.0;1700000.0;29.31;24;48.0;498270.0;0;1;0;2;0;0;1201730.0;40057.66666666666;33.0;2011;2;0;21;2;0;9;12;348407.7354765545;636429.0148717947;31.61133636609692;383292.923074868;2;1
14026;14026;6315;6411;54.0;35.0;82.0;1400000.0;32.63;20;69.0;456820.0;0;1;0;1;1;0;943180.0;31439.33333333333;36.66666666666666;2014;1;0;25;0;0;29;9;348407.7354765545;313671.6793187913;29.537066352326065;405378.0481848188;0;1
7481;7481;2471;6400;61.0;37.0;50.0;1380253.6;29.91;60;79.0;412833.8517600001;0;0;0;3;0;0;967419.74824;32247.324941333336;42.0;2014;1;0;22;2;3;12;9;348407.7354765545;462765.74141768547;30.86250662982543;335757.89816463424;0;1
3311;3311;3730;6635;66.0;53.0;268.0;2700000.0;18.9;23;265.0;510300.0;0;1;0;1;2;0;2189700.0;72990.0;54.91666666666666;2014;1;1;20;1;0;36;11;437856.5656846549;313671.6793187913;31.991199586500336;449082.1656470589;1;7
12823;12823;5088;7247;329.0;52.0;338.0;1856253.0;32.34;15;329.0;600312.2202;0;0;0;0;0;0;1255940.7798;41864.692660000015;53.25;2013;4;1;57;0;0;45;13;437856.5656846549;354195.0145666767;30.30912608524315;492212.0405555554;0;1
6348;6348;2881;6961;290.0;54.0;291.0;1100000.0;32.74;24;365.0;360140.0;0;1;0;0;1;0;739860.0;24662.0;56.0;2013;4;1;31;0;0;56;6;437856.5656846549;354195.0145666767;31.61133636609692;482990.06066666654;0;1
4636;4636;7893;7021;73.0;32.0;134.0;1200000.0;18.5;24;73.0;222000.0;0;0;0;0;1;0;978000.0;32600.0;34.0;2013;1;0;24;1;0;7;11;348407.7354765545;354195.0145666767;31.61133636609692;335714.0872005772;0;1
2451;2451;736;7111;90.0;47.0;83.0;1400000.0;24.43;24;164.0;342020.0;0;0;0;0;0;0;1057980.0;35266.0;49.0;2013;3;1;25;2;0;33;11;437856.5656846549;354195.0145666767;31.61133636609692;405378.0481848188;0;1
3823;3823;7965;6225;53.0;29.0;69.0;1037727.4;18.89;60;55.0;196026.70586;0;0;1;3;0;0;841700.6941399999;28056.68980466667;34.0;2014;1;0;3;1;3;4;6;348407.7354765545;462765.74141768547;30.86250662982543;369368.16014648456;1;1
10401;10401;2812;1639;3.0;48.0;4.0;3300000.0;32.99;24;62.0;1088670.0;0;0;0;0;0;1;2211330.0;73711.0;50.0;2012;0;1;40;0;0;2;11;437856.5656846549;354195.0145666767;31.61133636609692;469000.8640981597;0;15
20700;20700;6423;6379;307.0;57.0;325.0;1300000.0;22.01;24;311.0;286130.0000000001;0;1;0;1;1;0;1013870.0;33795.666666666664;59.0;2014;4;1;23;2;0;14;11;437856.5656846549;313671.6793187913;31.61133636609692;574669.5614084506;0;1
14600;14600;18021;5594;10.0;32.0;10.0;1628180.0;16.99;24;36.0;276627.782;1;0;0;0;1;0;1351552.218;45051.7406;34.0;2012;0;0;29;1;0;13;12;348407.7354765545;354195.0145666767;31.61133636609692;383142.03691812354;0;1
10217;10217;16427;6649;73.0;34.0;26.0;3000000.0;32.19;24;73.0;965700.0;0;0;0;1;0;0;2034300.0;67810.0;36.0;2014;1;0;21;0;0;7;19;348407.7354765545;313671.6793187913;31.61133636609692;383292.923074868;0;6
15423;15423;12523;287;25.0;58.0;240.0;2041000.0;32.17;60;248.0;656589.7;0;0;0;2;1;0;1384410.3;46147.01;63.0;2011;0;1;71;0;3;19;26;437856.5656846549;636429.0148717947;30.86250662982543;679754.8583333334;0;2
1805;1805;18257;6306;22.0;43.0;24.0;1171536.0;21.46;24;22.0;251411.62560000003;0;0;0;0;0;0;920124.3744;30670.81248;45.0;2014;0;1;15;2;0;0;16;437856.5656846549;354195.0145666767;31.61133636609692;343394.4938213339;1;1
5657;5657;17678;6977;71.0;31.0;116.0;1136888.0;31.31;36;95.0;355959.6328;0;1;0;3;1;0;780928.3672;26030.94557333333;34.0;2013;1;0;26;0;2;20;16;348407.7354765545;462765.74141768547;31.286291191230358;407503.0181769909;0;1
421;421;4212;7127;78.0;56.0;138.0;1454000.0;30.38;21;224.0;441725.2;0;1;0;3;0;0;1012274.8;33742.49333333333;57.75;2013;3;1;24;0;0;24;11;437856.5656846549;462765.74141768547;31.1095996612638;335714.0872005772;0;1
4999;4999;12556;6335;376.0;55.0;377.0;1205000.0;32.97;24;376.0;397288.5;0;0;0;0;1;0;807711.5;26923.71666666667;57.0;2014;4;1;9;0;0;65;15;437856.5656846549;354195.0145666767;31.61133636609692;537027.3882499997;0;1
5695;5695;11831;6648;63.0;29.0;63.0;2994000.0;24.48;12;87.0;732931.2;0;0;0;2;0;0;2261068.8;75368.95999999999;30.0;2014;1;0;2;2;4;5;19;348407.7354765545;636429.0148717947;28.630300939908953;380339.13418342726;0;14
17227;17227;3214;3304;4.0;39.0;11.0;1384000.0;32.560911717875;17;25.0;450643.01817539;0;0;2;2;0;1;933356.98182461;31111.89939415367;40.41666666666666;2017;0;0;29;0;0;3;11;348407.7354765545;636429.0148717947;30.73905029976644;383142.03691812354;0;1
9828;9828;3388;10;25.0;65.0;352.0;1191773.8;32.98;24;390.0;393046.99924000003;0;1;0;3;0;0;798726.80076;26624.226692;67.0;2011;0;2;32;0;0;70;11;871493.5023711338;462765.74141768547;31.61133636609692;629290.5772631578;0;1
12337;12337;1125;5625;6.0;33.0;6.0;1100000.0;32.36;7;6.0;355960.0;0;1;0;1;0;1;744040.0;24801.33333333333;33.583333333333336;2011;0;0;40;0;4;1;6;348407.7354765545;313671.6793187913;30.21134167786942;469000.8640981597;0;1
4459;4459;2336;2400;28.0;29.0;61.0;1119658.2;23.031994107628;60;105.0;257879.6106495737;0;1;0;3;0;0;861778.5893504262;28725.952978347537;34.0;2017;2;0;2;2;3;18;11;348407.7354765545;462765.74141768547;30.86250662982543;380339.13418342726;0;1
3537;3537;5985;7086;81.0;40.0;202.0;1360000.0;29.02;24;82.0;394672.0;0;0;2;1;1;0;965328.0;32177.6;42.0;2013;3;0;11;2;0;12;9;348407.7354765545;313671.6793187913;31.61133636609692;364285.7979054053;0;1
14262;14262;6249;913;5.0;53.0;50.0;1935438.4;18.19;36;49.0;352056.24496;0;1;0;2;0;0;1583382.15504;52779.405168;56.0;2012;0;1;22;1;2;8;11;437856.5656846549;636429.0148717947;31.286291191230358;335757.89816463424;0;1
12722;12722;4105;6389;18.0;54.0;345.0;1329000.0;32.95;18;18.0;437905.50000000006;0;0;0;0;0;0;891094.5;29703.15;55.5;2014;0;1;67;0;0;10;9;437856.5656846549;354195.0145666767;30.76080107132262;526373.3045454543;0;1
7859;7859;567;7213;261.0;58.0;263.0;1680000.0;29.36;24;263.0;493248.0;0;1;0;3;0;0;1186752.0;39558.4;60.0;2013;4;1;43;2;0;31;11;437856.5656846549;462765.74141768547;31.61133636609692;442533.7592929294;0;1
2716;2716;1908;7140;28.0;35.0;75.0;1500000.0;16.76;24;28.0;251400.00000000003;0;0;0;0;0;0;1248600.0;41620.0;37.0;2013;2;0;12;1;0;3;21;348407.7354765545;354195.0145666767;31.61133636609692;387693.48423541867;0;1
14877;14877;13873;7152;41.0;33.0;41.0;1503000.0;31.85;14;41.0;478705.5;0;0;2;0;0;1;1024294.5;34143.15;34.166666666666664;2013;2;0;18;0;0;6;10;348407.7354765545;354195.0145666767;30.65196621264987;361661.5960337501;0;1
5233;5233;14335;7235;78.0;34.0;82.0;1800000.0;21.29;24;110.0;383220.0;0;0;0;1;0;0;1416780.0;47226.0;36.0;2013;3;0;25;2;0;15;33;348407.7354765545;313671.6793187913;31.61133636609692;405378.0481848188;0;1
21461;21461;14394;835;50.0;53.0;68.0;1191875.8;29.53;36;62.0;351960.92374000006;0;0;0;3;1;0;839914.87626;27997.162542;56.0;2012;2;1;3;2;2;2;16;437856.5656846549;462765.74141768547;31.286291191230358;369368.16014648456;0;1
1050;1050;15296;7314;72.0;41.0;36.0;2518800.0;10.17;18;72.0;256161.96;0;0;0;1;0;0;2262638.04;75421.268;42.5;2013;1;1;4;1;0;29;27;437856.5656846549;313671.6793187913;30.76080107132262;367332.77090690075;2;4
10459;10459;12613;4905;41.0;34.0;49.0;1667203.0;31.36;14;46.0;522834.8608;0;0;0;3;0;0;1144368.1392;38145.60464000001;35.166666666666664;2012;2;0;22;0;0;9;12;348407.7354765545;462765.74141768547;30.65196621264987;335757.89816463424;0;1
22048;22048;6039;2223;17.0;47.0;31.0;1200000.0;29.8;25;17.0;357600.0;0;1;0;2;1;0;842400.0;28080.0;49.08333333333334;2011;0;1;4;2;2;10;16;437856.5656846549;636429.0148717947;31.53554667362733;367332.77090690075;0;1
21487;21487;8500;6940;45.0;42.0;45.0;1090355.51;16.14;24;45.0;175983.37931400005;0;1;0;2;1;0;914372.1306860001;30479.071022866665;44.0;2013;2;1;7;1;0;9;6;437856.5656846549;636429.0148717947;31.61133636609692;344747.6512061669;0;1
69;69;4565;6146;7.0;31.0;7.0;1385165.2;23.3;18;67.0;322743.4916;0;0;0;1;0;0;1062421.7084;35414.056946666664;32.5;2011;0;0;29;2;0;29;11;348407.7354765545;313671.6793187913;30.76080107132262;383142.03691812354;2;1
9539;9539;4281;7341;96.0;47.0;22.0;3247000.0;9.6;24;92.0;311712.0;0;0;0;1;0;1;2935288.0;97842.93333333332;49.0;2013;3;1;15;3;0;20;25;437856.5656846549;313671.6793187913;31.61133636609692;343394.4938213339;0;10
17468;17468;13044;6853;3.0;29.0;27.0;1400000.0;21.77;24;7.0;304780.0;1;0;0;0;0;0;1095220.0;36507.333333333336;31.0;2011;0;0;21;2;0;11;9;348407.7354765545;354195.0145666767;31.61133636609692;383292.923074868;0;1
15899;15899;12029;6946;78.0;53.0;103.0;1098000.0;32.98;24;100.0;362120.4;0;0;0;1;1;0;735879.6;24529.32;55.0;2013;3;1;28;0;0;26;6;437856.5656846549;313671.6793187913;31.61133636609692;331852.0351742628;0;1
19279;19279;1846;1888;28.0;31.0;35.0;2105100.0;22.239139006638;20;63.0;468156.1152287365;0;0;0;0;0;0;1636943.8847712637;54564.79615904212;32.666666666666664;2017;2;0;4;2;0;2;11;348407.7354765545;354195.0145666767;29.537066352326065;367332.77090690075;0;2
1181;1181;7775;3008;1.0;41.0;181.0;2150000.0;18.36;24;2.0;394740.0;0;1;0;1;0;0;1755260.0;58508.66666666666;43.0;2012;0;1;59;1;0;1;11;437856.5656846549;313671.6793187913;31.61133636609692;335054.05065637076;1;3
129;129;1421;2737;62.0;42.0;89.0;2000000.0;22.9;12;73.0;458000.0;0;0;0;0;0;0;1542000.0;51400.0;43.0;2012;1;1;5;2;4;7;11;437856.5656846549;354195.0145666767;28.630300939908953;413331.5938060608;2;1
10707;10707;2615;2692;28.0;34.0;72.0;1232559.0;32.840130279194;36;71.0;404773.98136793077;0;1;0;1;1;0;827785.0186320692;27592.83395440231;37.0;2017;2;0;3;0;2;29;11;348407.7354765545;313671.6793187913;31.286291191230358;369368.16014648456;0;1
651;651;15036;4266;55.0;36.0;55.0;1522000.0;26.43;24;87.0;402264.6;0;0;0;0;1;0;1119735.4;37324.51333333333;38.0;2012;1;0;6;2;0;5;10;348407.7354765545;354195.0145666767;31.61133636609692;354968.68031732173;1;1
19737;19737;17028;6283;54.0;39.0;84.0;1105461.6;12.47;37;75.0;137851.06152000002;0;0;0;3;0;0;967610.53848;32253.684616;42.083333333333336;2014;1;0;25;1;1;7;16;348407.7354765545;462765.74141768547;31.73519922052851;405378.0481848188;0;1
18884;18884;3953;874;30.0;53.0;37.0;2200000.0;29.1;18;79.0;640200.0;0;0;3;0;0;0;1559800.0;51993.33333333334;54.5;2012;2;1;18;2;0;12;32;437856.5656846549;354195.0145666767;30.76080107132262;361661.5960337501;0;2
1110;1110;16641;5179;13.0;35.0;20.0;1600000.0;28.35;12;49.0;453600.0;0;1;0;2;1;0;1146400.0;38213.333333333336;36.0;2011;0;0;15;2;4;8;10;348407.7354765545;636429.0148717947;28.630300939908953;343394.4938213339;1;1
228;228;3035;6663;121.0;51.0;42.0;3408737.16;20.95;12;122.0;714130.4350200002;0;1;0;2;0;0;2694606.72498;89820.224166;52.0;2014;7;1;18;2;4;50;11;437856.5656846549;636429.0148717947;28.630300939908953;361661.5960337501;0;13
22406;22406;9289;907;295.0;54.0;297.0;1484451.0;31.59;17;309.0;468938.07089999993;0;1;0;3;1;0;1015512.9291;33850.43097;55.41666666666666;2011;4;1;55;0;0;14;21;437856.5656846549;462765.74141768547;30.73905029976644;541949.208452381;0;1
10787;10787;5351;7082;168.0;50.0;192.0;1339000.0;32.99;21;183.0;441736.1;0;1;0;3;0;0;897263.9;29908.79666666667;51.75;2013;6;1;30;0;0;39;11;437856.5656846549;462765.74141768547;31.1095996612638;469318.6734594594;0;1
8229;8229;17200;6559;30.0;45.0;31.0;1872562.0;27.35;18;30.0;512145.70700000005;1;0;0;1;0;0;1360416.293;45347.20976666667;46.5;2014;2;1;4;2;0;3;13;437856.5656846549;313671.6793187913;30.76080107132262;367332.77090690075;0;1
1243;1243;812;7189;106.0;37.0;177.0;1614000.0;14.67;60;114.0;236773.8;0;1;0;3;1;0;1377226.2;45907.54;42.0;2013;7;0;33;1;3;15;12;348407.7354765545;462765.74141768547;30.86250662982543;370955.7745021643;1;1
7342;7342;149;6308;30.0;25.0;31.0;1177000.0;32.64;18;30.0;384172.8;0;0;0;1;0;0;792827.2;26427.57333333333;26.5;2014;2;0;4;0;0;3;16;348407.7354765545;313671.6793187913;30.76080107132262;367332.77090690075;0;1
7316;7316;53;54;0.0;30.0;42.0;1175945.0;32.280947765699;30;45.0;379606.19120334904;0;0;0;0;0;0;796338.808796651;26544.62695988837;32.5;2017;0;0;18;0;2;9;11;348407.7354765545;354195.0145666767;30.32729797554691;361661.5960337501;0;1
6514;6514;4077;4971;16.0;34.0;70.0;1072000.0;29.09;24;17.0;311844.8;0;0;2;1;0;0;760155.2;25338.506666666664;36.0;2012;0;0;3;2;0;10;11;348407.7354765545;313671.6793187913;31.61133636609692;369368.16014648456;0;1
285;285;4495;6514;34.0;52.0;309.0;1686000.0;32.51;20;37.0;548118.6;0;0;0;3;2;0;1137881.4;37929.38;53.66666666666666;2014;2;1;50;0;0;6;11;437856.5656846549;462765.74141768547;29.537066352326065;669918.6670370371;1;1
15962;15962;17537;2782;17.0;44.0;29.0;1500000.0;16.72;12;19.0;250800.0;0;0;0;0;0;0;1249200.0;41640.0;45.0;2011;0;1;21;1;4;0;21;437856.5656846549;354195.0145666767;28.630300939908953;383292.923074868;0;1
4011;4011;1587;3014;85.0;41.0;175.0;1280000.0;32.62;28;85.0;417536.0;0;0;2;2;1;0;862464.0;28748.8;43.33333333333334;2012;3;1;33;0;2;5;11;437856.5656846549;636429.0148717947;31.60504892266274;370955.7745021643;0;1
20972;20972;18147;6884;29.0;28.0;30.0;1400000.0;32.05;48;30.0;448700.0;0;0;0;2;1;0;951300.0;31710.0;32.0;2012;2;0;21;0;1;3;9;348407.7354765545;636429.0148717947;31.285981228209238;383292.923074868;0;1
8859;8859;5737;6388;66.0;38.0;125.0;1317783.89;30.53;24;113.0;402319.421617;0;0;0;1;0;0;915464.468383;30515.48227943333;40.0;2014;1;0;51;0;0;15;9;348407.7354765545;313671.6793187913;31.61133636609692;354672.1637394959;0;1
12824;12824;3635;7327;74.0;43.0;63.0;2837099.0;17.79;18;75.0;504719.9121;0;0;0;0;1;0;2332379.0879;77745.96959666668;44.5;2013;1;1;2;1;0;7;38;437856.5656846549;354195.0145666767;30.76080107132262;380339.13418342726;0;7
2734;2734;5663;56;339.0;61.0;342.0;1114359.0;32.95;25;385.0;367181.29050000006;0;0;4;3;0;0;747177.7094999999;24905.92365;63.08333333333334;2011;4;2;57;0;2;70;11;871493.5023711338;462765.74141768547;31.53554667362733;492212.0405555554;0;1
