;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;nb_salaires_cleaned;age_cleaned;anciennete_emploi_cleaned;salaire_mensuel_cleaned;taux_endettement_cleaned;duree_pret_cleaned;anciennete_bni_cleaned;mensualite_cleaned;code_DTX_cleaned_UNIQUEVAL;conventionne_cleaned_UNIQUEVAL;statut_marital_cleaned_UNIQUEVAL;categorie_employeur_cleaned_UNIQUEVAL;nature_CAP_cleaned_UNIQUEVAL;type_contrat_cleaned;salaire_vivable;argent_journalier;age_end;year;nb_salaires_cleaned_bins;age_cleaned_bins;anciennete_emploi_cleaned_bins;taux_endettement_cleaned_bins;duree_pret_cleaned_bins;anciennete_bni_cleaned_bins;salaire_mensuel_cleaned_bins;avg_salaire_age;avg_cat_empl_sal;avg_duree_endettement;avg_salaire_anc_emploi;istest;label
2065;2065;7239;3573;2.0;39.0;61.0;1800000.0;22.52;24;3.0;405360.0;0;0;0;0;0;0;1394640.0;46488.0;41.0;2012;0;0;2;2;0;1;11;348407.7354765545;354195.0145666767;31.61133636609692;380339.13418342726;1;1
9069;9069;939;6396;40.0;32.0;54.0;1360000.0;25.62;36;42.0;348432.0;0;0;0;3;1;0;1011568.0;33718.93333333333;35.0;2014;2;0;22;2;2;6;9;348407.7354765545;462765.74141768547;31.286291191230358;335757.89816463424;0;1
9154;9154;3986;3644;25.0;40.0;32.0;3667180.94;17.82;10;55.0;653491.643508;0;0;0;1;0;0;3013689.2964919996;100456.30988306669;40.833333333333336;2011;0;0;4;1;4;4;11;348407.7354765545;313671.6793187913;28.41662926615523;367332.77090690075;0;20
1367;1367;6611;6302;102.0;38.0;121.0;1158067.2;32.37;12;105.0;374866.35264;0;1;0;3;0;0;783200.84736;26106.694912;39.0;2014;7;0;51;0;4;18;16;348407.7354765545;462765.74141768547;28.630300939908953;354672.1637394959;1;1
13987;13987;3254;3345;5.0;46.0;11.0;2430000.0;21.212932112981;24;75.0;515474.2503454384;0;0;0;0;0;0;1914525.7496545615;63817.52498848539;48.0;2017;0;1;29;2;0;7;11;437856.5656846549;354195.0145666767;31.61133636609692;383142.03691812354;0;3
9882;9882;4478;7102;77.0;47.0;78.0;1395617.98;32.97;24;77.0;460135.24800600007;0;0;0;1;1;0;935482.731994;31182.75773313333;49.0;2013;3;1;12;0;0;7;9;437856.5656846549;313671.6793187913;31.61133636609692;387693.48423541867;0;1
1897;1897;3050;6669;139.0;31.0;96.0;3800000.0;18.99;12;112.0;721620.0;0;0;0;1;0;0;3078380.0;102612.66666666669;32.0;2014;8;0;27;1;4;15;11;348407.7354765545;313671.6793187913;28.630300939908953;369619.3079726029;0;20
8619;8619;2593;2670;10.0;28.0;59.0;1500000.0;7.7111595173627006;24;64.0;115667.3927604405;0;0;0;0;2;0;1384332.6072395595;46144.42024131865;30.0;2017;0;0;6;3;0;2;11;348407.7354765545;354195.0145666767;31.61133636609692;354968.68031732173;0;1
332;332;3326;6285;54.0;58.0;432.0;1110418.33;17.96;12;109.0;199431.13206800004;0;0;0;3;0;0;910987.1979319999;30366.23993106667;59.0;2014;1;1;66;1;4;15;11;437856.5656846549;462765.74141768547;28.630300939908953;613475.3529629629;1;1
7062;7062;2462;6300;71.0;44.0;71.0;1153200.0;32.92;24;71.0;379633.44;0;0;0;1;1;0;773566.56;25785.552000000003;46.0;2014;1;1;3;0;0;29;16;437856.5656846549;313671.6793187913;31.61133636609692;369368.16014648456;0;1
3894;3894;2921;7155;25.0;33.0;56.0;1515800.0;19.91;24;109.0;301795.78;0;0;0;1;0;0;1214004.22;40466.80733333333;35.0;2013;0;0;6;1;0;15;11;348407.7354765545;313671.6793187913;31.61133636609692;354968.68031732173;1;1
10995;10995;5859;7172;138.0;46.0;138.0;1571745.0;32.0;24;74.0;502958.4;0;0;0;1;0;0;1068786.6;35626.22;48.0;2013;8;1;24;0;0;7;11;437856.5656846549;313671.6793187913;31.61133636609692;335714.0872005772;0;1
18896;18896;5255;6651;78.0;33.0;83.0;3000000.0;28.6;10;100.0;858000.0;0;1;2;1;0;0;2142000.0;71400.0;33.833333333333336;2014;3;0;25;2;4;26;11;348407.7354765545;313671.6793187913;28.41662926615523;405378.0481848188;0;6
20766;20766;17716;7117;2.0;27.0;6.0;1541532.0;32.73;18;2.0;504543.4235999999;0;0;0;2;0;0;1036988.5764;34566.28588;28.5;2012;0;0;40;0;0;1;10;348407.7354765545;636429.0148717947;30.76080107132262;469000.8640981597;0;1
16404;16404;13617;4598;50.0;37.0;143.0;2862645.93;31.99;12;51.0;915760.433007;0;0;0;3;0;0;1946885.496993;64896.1832331;38.0;2011;2;0;16;0;4;8;38;348407.7354765545;462765.74141768547;28.630300939908953;388715.8219059408;0;6
15908;15908;4280;7221;94.0;50.0;280.0;1700000.0;20.65;20;94.0;351050.0;0;0;0;2;0;0;1348950.0;44965.0;51.66666666666666;2013;3;1;46;2;0;20;12;437856.5656846549;636429.0148717947;29.537066352326065;715471.6711206895;0;1
12143;12143;16460;6529;241.0;64.0;245.0;1739000.0;31.14;24;373.0;541524.6;0;1;0;3;2;0;1197475.4;39915.846666666665;66.0;2014;4;2;69;0;0;65;33;871493.5023711338;462765.74141768547;31.61133636609692;505435.5566666666;0;1
1207;1207;6995;7151;205.0;53.0;310.0;1500000.0;26.31;24;205.0;394650.0;0;1;0;3;0;0;1105350.0;36845.0;55.0;2013;4;1;50;2;0;49;11;437856.5656846549;462765.74141768547;31.61133636609692;669918.6670370371;0;1
1421;1421;10044;3915;33.0;38.0;57.0;1225124.0;20.52;24;56.0;251395.4448;0;0;2;1;0;0;973728.5552;32457.61850666667;40.0;2012;2;0;6;2;0;4;15;348407.7354765545;313671.6793187913;31.61133636609692;354968.68031732173;1;1
17222;17222;1755;3388;7.0;40.0;4.0;1428819.12;16.01;36;98.0;228753.94111200012;0;1;0;1;0;0;1200065.1788879998;40002.17262960001;43.0;2012;0;0;40;1;2;26;11;348407.7354765545;313671.6793187913;31.286291191230358;469000.8640981597;0;1
1502;1502;4463;7336;73.0;46.0;75.0;3000000.0;32.69;24;73.0;980700.0;0;1;0;0;0;0;2019300.0;67310.0;48.0;2013;1;1;12;0;0;7;19;437856.5656846549;354195.0145666767;31.61133636609692;387693.48423541867;1;6
7381;7381;5631;6386;102.0;37.0;121.0;1316885.4;30.7;48;102.0;404283.8178;0;1;0;3;0;0;912601.5822;30420.05274;41.0;2014;7;0;51;0;1;26;11;348407.7354765545;462765.74141768547;31.285981228209238;354672.1637394959;0;1
1128;1128;4425;6535;66.0;61.0;360.0;1759062.6;30.49;10;213.0;536338.1867399999;0;1;0;3;0;0;1222724.41326;40757.480442;61.83333333333334;2014;1;2;48;0;4;64;33;871493.5023711338;462765.74141768547;28.41662926615523;572259.5847999997;1;1
1726;1726;1527;2616;10.0;45.0;16.0;1207665.0;21.03;24;10.0;253971.9495;0;0;0;0;1;0;953693.0505;31789.76835;47.0;2011;0;1;1;2;0;11;11;437856.5656846549;354195.0145666767;31.61133636609692;354620.2513569526;0;1
11324;11324;3972;7273;41.0;40.0;221.0;2068800.0;19.08;24;42.0;394727.04;0;1;0;1;1;0;1674072.96;55802.432;42.0;2013;2;0;38;1;0;6;26;348407.7354765545;313671.6793187913;31.61133636609692;406227.7308593751;0;1
21414;21414;238;244;27.0;31.0;36.0;1311500.0;32.1725735758;60;116.0;421943.30244661705;0;0;0;2;1;0;889556.697553383;29651.889918446093;36.0;2017;2;0;4;0;3;16;11;348407.7354765545;636429.0148717947;30.86250662982543;367332.77090690075;0;1
99;99;2514;2586;22.0;29.0;49.0;1190000.0;2.3178072422285;60;61.0;27581.90618251915;0;1;0;3;2;0;1162418.0938174808;38747.26979391603;34.0;2017;0;0;22;3;3;2;11;348407.7354765545;462765.74141768547;30.86250662982543;335757.89816463424;2;1
560;560;7056;6608;116.0;51.0;116.0;2265468.08;17.76;24;117.0;402347.13100800005;0;0;0;1;0;0;1863120.9489919997;62104.03163306668;53.0;2014;7;1;26;1;0;16;39;437856.5656846549;313671.6793187913;31.61133636609692;407503.0181769909;0;3
13686;13686;3340;3433;328.0;53.0;421.0;1903000.0;23.781468777481;18;336.0;452561.35083546344;0;1;0;3;2;0;1450438.6491645363;48347.95497215122;54.5;2017;4;1;64;2;0;23;11;437856.5656846549;462765.74141768547;30.76080107132262;636250.9515277776;0;1
1126;1126;3330;3423;11.0;31.0;19.0;1144539.37;20.282171365095;60;18.0;232137.43636437875;0;1;2;1;0;0;912401.9336356212;30413.397787854043;36.0;2017;0;0;15;2;3;10;11;348407.7354765545;313671.6793187913;30.86250662982543;343394.4938213339;0;1
1168;1168;5765;6026;13.0;31.0;14.0;1200000.0;32.69;24;56.0;392280.0;0;0;2;0;0;0;807720.0;26924.0;33.0;2012;0;0;1;0;0;4;11;348407.7354765545;354195.0145666767;31.61133636609692;354620.2513569526;2;1
4203;4203;6828;7030;30.0;35.0;42.0;1212702.4;23.18;12;103.0;281104.41631999996;0;0;0;3;0;0;931597.9836799998;31053.26612266666;36.0;2013;2;0;18;2;4;18;15;348407.7354765545;462765.74141768547;28.630300939908953;361661.5960337501;0;1
13059;13059;5966;6313;25.0;34.0;25.0;1186300.0;32.9;24;111.0;390292.7;0;0;3;1;0;0;796007.3;26533.57666666667;36.0;2014;0;0;21;0;0;15;11;348407.7354765545;313671.6793187913;31.61133636609692;383292.923074868;0;1
7811;7811;4034;6498;31.0;42.0;84.0;1614322.0;29.59;24;31.0;477677.8798;0;0;0;2;0;0;1136644.1202;37888.13734;44.0;2014;2;1;25;2;0;13;11;437856.5656846549;636429.0148717947;31.61133636609692;405378.0481848188;0;1
640;640;5929;7289;90.0;53.0;268.0;2200000.0;28.85;12;345.0;634700.0;0;1;0;1;1;0;1565300.0;52176.66666666666;54.0;2013;3;1;20;2;4;30;11;437856.5656846549;313671.6793187913;28.630300939908953;449082.1656470589;2;2
1512;1512;1430;6632;15.0;38.0;43.0;2700000.0;18.97;18;15.0;512190.0;1;0;0;1;0;0;2187810.0;72927.0;39.5;2014;0;0;7;1;0;10;11;348407.7354765545;313671.6793187913;30.76080107132262;344747.6512061669;1;7
16153;16153;4550;6263;54.0;37.0;137.0;1089027.0;32.64;41;84.0;355458.4128;0;1;0;3;2;0;733568.5872;24452.28624;40.41666666666666;2014;1;0;24;0;1;12;6;348407.7354765545;462765.74141768547;31.88995218572851;335714.0872005772;0;1
22137;22137;1291;1323;172.0;39.0;207.0;1298234.0;26.755014374847;6;186.0;347342.69331915124;0;1;0;4;0;0;950891.3066808487;31696.376889361632;39.5;2017;6;0;47;2;4;39;11;348407.7354765545;404381.37075;29.104304835594373;442153.30206896545;0;1
1467;1467;287;6410;72.0;35.0;56.0;1400000.0;32.16;15;72.0;450240.0;0;0;0;1;1;0;949760.0;31658.66666666667;36.25;2014;1;0;6;0;0;29;9;348407.7354765545;313671.6793187913;30.30912608524315;354968.68031732173;2;1
5256;5256;494;6680;66.0;36.0;90.0;5136796.34;32.99;60;129.0;1694629.112566;0;0;0;2;1;0;3442167.2274339995;114738.90758113332;41.0;2014;1;0;5;0;3;28;11;348407.7354765545;636429.0148717947;30.86250662982543;413331.5938060608;0;16
139;139;16854;7069;67.0;46.0;24.0;1302148.0;27.37;7;82.0;356397.9076;0;1;0;2;0;1;945750.0924;31525.003080000002;46.58333333333334;2013;1;1;15;2;4;12;9;437856.5656846549;636429.0148717947;30.21134167786942;343394.4938213339;0;1
1976;1976;5406;6097;27.0;31.0;14.0;1450000.0;32.95;60;3.0;477775.00000000006;0;1;0;2;1;0;972225.0;32407.5;36.0;2012;2;0;1;0;3;1;21;348407.7354765545;636429.0148717947;30.86250662982543;354620.2513569526;1;1
1725;1725;501;514;63.0;58.0;281.0;1355554.6;9.8206552512207;12;144.0;133124.34400806378;0;1;0;3;0;0;1222430.2559919362;40747.67519973121;59.0;2017;1;1;46;3;4;53;11;437856.5656846549;462765.74141768547;28.630300939908953;715471.6711206895;1;1
2838;2838;3152;7027;78.0;55.0;309.0;1209704.0;28.56;30;99.0;345491.4624;0;1;0;3;0;0;864212.5375999998;28807.084586666664;57.5;2013;3;1;50;2;2;26;11;437856.5656846549;462765.74141768547;30.32729797554691;669918.6670370371;1;1
1636;1636;3198;3287;67.0;32.0;106.0;1070000.0;25.271914675943;48;73.0;270409.48703259014;0;1;0;1;1;0;799590.5129674098;26653.01709891366;36.0;2017;1;0;28;2;1;7;11;348407.7354765545;313671.6793187913;31.285981228209238;331852.0351742628;1;1
16928;16928;7949;7115;321.0;48.0;368.0;1402199.0;32.98;12;324.0;462445.23019999993;0;1;0;3;1;0;939753.7698;31325.125660000005;49.0;2013;4;1;63;0;4;40;21;437856.5656846549;462765.74141768547;28.630300939908953;520602.0953999997;0;1
17162;17162;11792;6439;54.0;34.0;85.0;1462333.92;20.91;24;71.0;305774.022672;0;1;1;2;0;0;1156559.897328;38551.996577599995;36.0;2014;1;0;5;2;0;29;21;348407.7354765545;636429.0148717947;31.61133636609692;413331.5938060608;0;1
1360;1360;9346;6646;28.0;34.0;28.0;2900000.0;32.87;26;98.0;953230.0;0;1;0;2;2;0;1946770.0;64892.33333333334;36.16666666666666;2014;2;0;21;0;2;26;38;348407.7354765545;636429.0148717947;31.639506159600487;383292.923074868;0;6
4776;4776;643;661;62.0;35.0;123.0;1250019.0;14.831720946874;60;122.0;185399.32986290488;0;0;0;1;1;0;1064619.670137095;35487.32233790317;40.0;2017;1;0;51;1;3;50;11;348407.7354765545;313671.6793187913;30.86250662982543;354672.1637394959;0;1
2465;2465;12168;7232;63.0;53.0;74.0;1790946.0;30.31;36;66.0;542835.7326;0;0;0;2;0;0;1248110.2674;41603.67558;56.0;2013;1;1;12;0;2;2;33;437856.5656846549;636429.0148717947;31.286291191230358;387693.48423541867;1;1
10101;10101;5978;6499;54.0;52.0;312.0;1618367.8;24.38;24;179.0;394558.06964;0;1;0;2;0;0;1223809.73036;40793.65767866666;54.0;2014;1;1;50;2;0;21;11;437856.5656846549;636429.0148717947;31.61133636609692;669918.6670370371;0;1
12658;12658;1025;1054;3.0;48.0;77.0;2222000.0;15.598114752030005;36;10.0;346590.1097901067;0;1;0;1;0;0;1875409.8902098928;62513.66300699644;51.0;2017;0;1;12;1;2;11;11;437856.5656846549;313671.6793187913;31.286291191230358;387693.48423541867;0;3
19288;19288;13718;6562;66.0;40.0;54.0;1900000.0;15.58;24;98.0;296020.0;0;1;0;2;0;0;1603980.0;53466.0;42.0;2014;1;0;22;1;0;26;13;348407.7354765545;636429.0148717947;31.61133636609692;335757.89816463424;0;1
2684;2684;7694;6645;78.0;52.0;27.0;2900000.0;18.47;12;85.0;535630.0;0;0;0;0;0;1;2364370.0;78812.33333333331;53.0;2014;3;1;21;1;4;5;38;437856.5656846549;354195.0145666767;28.630300939908953;383292.923074868;2;7
12828;12828;1469;7197;77.0;56.0;114.0;1629284.08;21.37;12;160.0;348178.007896;0;0;0;0;0;0;1281106.072104;42703.5357368;57.0;2013;3;1;19;2;4;32;12;437856.5656846549;354195.0145666767;28.630300939908953;359955.8313592235;0;1
1335;1335;2977;3062;42.0;46.0;48.0;1776000.0;18.037519878346;60;108.0;320346.353039425;0;1;0;1;1;0;1455653.6469605754;48521.78823201917;51.0;2017;2;1;7;1;3;18;11;437856.5656846549;313671.6793187913;30.86250662982543;344747.6512061669;0;1
2807;2807;17605;298;47.0;57.0;215.0;2008900.0;15.02;24;198.0;301736.78;0;1;0;2;0;0;1707163.22;56905.44066666668;59.0;2012;2;1;62;1;0;43;26;437856.5656846549;636429.0148717947;31.61133636609692;460490.761140351;1;1
208;208;7190;107;25.0;59.0;470.0;1300000.0;29.76;29;34.0;386880.0;0;1;0;2;0;0;913120.0;30437.33333333333;61.41666666666666;2012;0;1;74;2;2;13;15;437856.5656846549;636429.0148717947;30.781702540896035;805350.9;2;1
19490;19490;6172;7187;77.0;49.0;272.0;1611000.0;30.86;24;120.0;497154.6;0;1;0;3;0;0;1113845.4;37128.18;51.0;2013;3;1;42;0;0;16;12;437856.5656846549;462765.74141768547;31.61133636609692;428823.9188461539;0;1
2231;2231;16645;6383;54.0;53.0;57.0;1301000.0;27.88;12;57.0;362718.8;0;1;0;2;0;0;938281.2;31276.04;54.0;2014;1;1;6;2;4;4;9;437856.5656846549;636429.0148717947;28.630300939908953;354968.68031732173;2;1
17537;17537;8818;581;354.0;55.0;355.0;1140211.22;26.14;24;354.0;298051.212908;0;0;0;1;1;0;842160.007092;28072.000236400003;57.0;2012;4;1;48;2;0;35;16;437856.5656846549;313671.6793187913;31.61133636609692;572259.5847999997;0;1
22576;22576;2308;271;49.0;57.0;376.0;1230000.0;32.4;27;371.0;398520.0;0;1;0;3;1;0;831480.0;27716.0;59.25;2012;2;1;9;0;2;47;15;437856.5656846549;462765.74141768547;32.093484184338024;537027.3882499997;0;1
2772;2772;6201;7249;97.0;52.0;62.0;1857751.4;30.56;18;97.0;567728.8278399999;0;1;0;3;1;0;1290022.57216;43000.75240533333;53.5;2013;3;1;2;0;0;26;11;437856.5656846549;462765.74141768547;30.76080107132262;380339.13418342726;1;1
1862;1862;14668;5509;80.0;33.0;80.0;1188502.0;30.52;12;80.0;362730.8104;0;1;0;2;0;0;825771.1895999998;27525.70632;34.0;2012;3;0;25;0;4;12;16;348407.7354765545;636429.0148717947;28.630300939908953;405378.0481848188;2;1
9910;9910;3536;3633;30.0;31.0;77.0;1263097.42;26.630147779331;60;66.0;336364.70954291715;0;1;0;3;1;0;926732.7104570828;30891.090348569433;36.0;2017;2;0;12;2;3;2;11;348407.7354765545;462765.74141768547;30.86250662982543;387693.48423541867;0;1
1098;1098;7784;7008;23.0;31.0;32.0;1200000.0;24.39;36;23.0;292680.0;0;0;0;2;0;0;907320.0;30244.0;34.0;2013;0;0;4;2;2;0;16;348407.7354765545;636429.0148717947;31.286291191230358;367332.77090690075;1;1
4367;4367;8145;2527;46.0;45.0;118.0;1100000.0;22.65;24;90.0;249150.0;0;1;0;1;0;0;850850.0;28361.66666666667;47.0;2011;2;1;26;2;0;5;6;437856.5656846549;313671.6793187913;31.61133636609692;407503.0181769909;1;1
18431;18431;5910;2340;38.0;44.0;50.0;1373387.8;28.73;24;41.0;394574.31494;0;0;0;3;0;0;978813.48506;32627.11616866667;46.0;2012;2;1;22;2;0;6;9;437856.5656846549;462765.74141768547;31.61133636609692;335757.89816463424;0;1
13305;13305;3253;3344;21.0;37.0;26.0;2630173.0;23.518190644285998;24;126.0;618569.1004145364;0;0;0;2;0;0;2011603.899585464;67053.46331951545;39.0;2017;0;0;21;2;0;50;11;348407.7354765545;636429.0148717947;31.61133636609692;383292.923074868;0;8
21230;21230;1605;1644;52.0;31.0;99.0;1800000.0;18.68692830794;60;69.0;336364.70954292;0;1;1;3;1;0;1463635.29045708;48787.843015235994;36.0;2017;1;0;10;1;3;29;11;348407.7354765545;462765.74141768547;30.86250662982543;325603.0885557085;0;1
2711;2711;16338;6572;51.0;44.0;52.0;1988505.48;26.93;12;162.0;535504.525764;0;0;0;2;0;1;1453000.9542359996;48433.3651412;45.0;2014;1;1;22;2;4;32;17;437856.5656846549;636429.0148717947;28.630300939908953;335757.89816463424;1;2
5527;5527;7132;7066;71.0;33.0;71.0;1300000.0;30.15;60;70.0;391950.0;0;1;0;3;0;0;908050.0;30268.33333333333;38.0;2013;1;0;3;0;3;29;11;348407.7354765545;462765.74141768547;30.86250662982543;369368.16014648456;0;1
1036;1036;1989;6159;13.0;31.0;13.0;1428819.12;22.44;24;14.0;320627.010528;0;1;0;2;0;0;1108192.109472;36939.7369824;33.0;2012;0;0;1;2;0;10;11;348407.7354765545;636429.0148717947;31.61133636609692;354620.2513569526;0;1
72;72;2075;2132;2.0;35.0;92.0;1218000.0;32.218841910241;60;10.0;392425.49446673534;0;1;2;3;0;0;825574.5055332647;27519.15018444216;40.0;2017;0;0;27;0;3;11;11;348407.7354765545;462765.74141768547;30.86250662982543;369619.3079726029;2;1
1175;1175;425;6509;27.0;43.0;108.0;1670000.0;17.72;24;48.0;295923.99999999994;0;0;2;3;1;0;1374076.0;45802.53333333333;45.0;2014;2;1;28;1;0;9;12;437856.5656846549;462765.74141768547;31.61133636609692;331852.0351742628;0;1
16389;16389;364;6623;78.0;58.0;164.0;2496482.13;24.77;12;160.0;618378.6236009999;0;0;0;0;1;0;1878103.506399;62603.4502133;59.0;2014;3;1;0;2;4;32;24;437856.5656846549;354195.0145666767;28.630300939908953;393959.1827076925;0;5
8432;8432;2230;7340;24.0;26.0;52.0;3100000.0;26.71;12;24.0;828010.0;0;0;2;0;0;0;2271990.0;75733.0;27.0;2013;0;0;22;2;4;0;35;348407.7354765545;354195.0145666767;28.630300939908953;335757.89816463424;0;14
19633;19633;16571;6349;66.0;50.0;96.0;1230000.0;14.92;36;90.0;183516.0;0;0;0;0;1;0;1046484.0;34882.8;53.0;2014;1;1;27;1;2;5;15;437856.5656846549;354195.0145666767;31.286291191230358;369619.3079726029;0;1
430;430;9668;6550;41.0;39.0;100.0;1800000.0;22.35;24;42.0;402300.0;0;0;0;0;1;0;1397700.0;46590.0;41.0;2014;2;0;10;2;0;6;33;348407.7354765545;354195.0145666767;31.61133636609692;325603.0885557085;0;1
7414;7414;9096;4253;26.0;36.0;18.0;2900000.0;8.67;24;71.0;251430.0;0;0;2;0;1;0;2648570.0;88285.66666666669;38.0;2012;2;0;1;3;0;29;38;348407.7354765545;354195.0145666767;31.61133636609692;354620.2513569526;0;9
3013;3013;1175;98;194.0;59.0;220.0;1688000.0;27.14;12;194.0;458123.2;0;0;0;2;0;0;1229876.8;40995.89333333333;60.0;2012;5;1;38;2;4;43;12;437856.5656846549;636429.0148717947;28.630300939908953;406227.7308593751;0;1
3896;3896;7592;6997;112.0;45.0;152.0;1184000.0;16.99;24;113.0;201161.6;0;0;0;1;0;0;982838.4;32761.28;47.0;2013;7;1;13;1;0;15;16;437856.5656846549;313671.6793187913;31.61133636609692;403923.1946232877;0;1
7203;7203;1028;7150;90.0;52.0;268.0;1500000.0;23.73;36;265.0;355950.0;0;1;0;1;2;0;1144050.0;38135.0;55.0;2013;3;1;20;2;2;36;21;437856.5656846549;313671.6793187913;31.286291191230358;449082.1656470589;0;1
3556;3556;1998;6983;30.0;28.0;84.0;1150000.0;32.95;19;110.0;378925.0;0;0;0;1;0;0;771075.0;25702.5;29.58333333333333;2013;2;0;25;0;0;15;11;348407.7354765545;313671.6793187913;30.255369176075874;405378.0481848188;1;1
6351;6351;5802;5696;25.0;33.0;48.0;2090300.0;21.53;18;48.0;450041.59;0;0;0;1;0;1;1640258.41;54675.28033333333;34.5;2011;0;0;7;2;0;9;26;348407.7354765545;313671.6793187913;30.76080107132262;344747.6512061669;0;2
4615;4615;2624;7191;87.0;39.0;87.0;1616919.56;32.9;60;88.0;531966.53524;0;1;0;2;2;0;1084953.02476;36165.100825333335;44.0;2013;3;0;5;0;3;5;11;348407.7354765545;636429.0148717947;30.86250662982543;413331.5938060608;0;1
6064;6064;3377;6865;2.0;28.0;16.0;1500000.0;21.34;18;2.0;320100.0;0;0;0;0;0;0;1179900.0;39330.0;29.5;2012;0;0;1;2;0;1;21;348407.7354765545;354195.0145666767;30.76080107132262;354620.2513569526;0;1
3027;3027;13425;6521;54.0;53.0;162.0;1700000.0;31.07;12;349.0;528190.0;0;0;0;3;2;0;1171810.0;39060.333333333336;54.0;2014;1;1;49;0;4;35;12;437856.5656846549;462765.74141768547;28.630300939908953;364153.9046530612;0;1
3348;3348;3852;6544;35.0;32.0;35.0;1800000.0;27.62;24;80.0;497160.0;0;0;0;0;1;0;1302840.0;43428.0;34.0;2014;2;0;4;2;0;12;11;348407.7354765545;354195.0145666767;31.61133636609692;367332.77090690075;1;1
262;262;4044;7355;189.0;47.0;190.0;4200000.0;30.62;9;190.0;1286040.0;0;1;2;2;0;0;2913960.0;97132.0;47.75;2013;5;1;30;0;4;73;11;437856.5656846549;636429.0148717947;30.53232018066045;469318.6734594594;1;17
8815;8815;17904;1073;46.0;53.0;70.0;3200000.0;23.23;12;189.0;743360.0;0;0;0;0;1;0;2456640.0;81888.0;54.0;2011;2;1;3;2;4;73;36;437856.5656846549;354195.0145666767;28.630300939908953;369368.16014648456;0;14
723;723;12621;2132;11.0;45.0;173.0;1069565.8;24.94;15;12.0;266749.71051999996;0;0;0;3;1;0;802816.0894800002;26760.536315999998;46.25;2012;0;1;14;2;0;11;6;437856.5656846549;462765.74141768547;30.30912608524315;386436.1494382022;2;1
14542;14542;5621;4053;16.0;37.0;27.0;1364620.0;3.46;48;16.0;47215.852;0;0;0;1;2;0;1317404.148;43913.4716;41.0;2012;0;0;21;3;1;10;9;348407.7354765545;313671.6793187913;31.285981228209238;383292.923074868;0;1
3190;3190;2102;6154;11.0;31.0;35.0;1150000.0;31.64;16;11.0;363860.0;0;1;2;2;0;0;786140.0;26204.66666666667;32.333333333333336;2012;0;0;4;0;0;11;16;348407.7354765545;636429.0148717947;30.984104664162068;367332.77090690075;0;1
18981;18981;14079;6358;54.0;59.0;470.0;1255000.0;31.72;22;292.0;398086.0;0;0;0;3;1;0;856914.0;28563.8;60.83333333333334;2014;1;1;74;0;0;37;15;437856.5656846549;462765.74141768547;31.15524486113932;805350.9;0;1
2200;2200;3485;3581;29.0;36.0;89.0;1500000.0;32.889490773455;18;120.0;493342.361601825;0;1;0;1;0;0;1006657.6383981749;33555.2546132725;37.5;2017;2;0;5;0;0;16;11;348407.7354765545;313671.6793187913;30.76080107132262;413331.5938060608;1;1
14129;14129;1500;6277;47.0;51.0;169.0;1100000.0;32.0;22;47.0;352000.0;0;1;0;1;1;0;748000.0;24933.33333333333;52.83333333333334;2014;2;1;14;0;0;9;6;437856.5656846549;313671.6793187913;31.15524486113932;386436.1494382022;0;1
2620;2620;1545;7303;66.0;35.0;67.0;2470000.0;19.7;24;75.0;486590.0;0;0;0;2;1;0;1983410.0;66113.66666666669;37.0;2013;1;0;3;1;0;7;11;348407.7354765545;636429.0148717947;31.61133636609692;369368.16014648456;1;4
14548;14548;13952;6610;39.0;34.0;39.0;2300000.0;31.87;12;72.0;733010.0;0;0;0;1;0;1;1566990.0;52233.0;35.0;2014;2;0;18;0;4;29;39;348407.7354765545;313671.6793187913;28.630300939908953;361661.5960337501;0;5
3218;3218;4963;6996;115.0;52.0;217.0;1180615.0;30.63;24;117.0;361622.3745;0;1;0;2;0;0;818992.6255000002;27299.75418333333;54.0;2013;7;1;38;0;0;16;16;437856.5656846549;636429.0148717947;31.61133636609692;406227.7308593751;0;1
2780;2780;2759;2841;28.0;34.0;75.0;1300000.0;26.728621168565997;30;112.0;347472.075191358;0;0;0;2;1;0;952527.924808642;31750.930826954736;36.5;2017;2;0;12;2;2;15;11;348407.7354765545;636429.0148717947;30.32729797554691;387693.48423541867;1;1
1272;1272;1991;6455;39.0;30.0;55.0;1500000.0;18.75;12;39.0;281250.0;0;0;0;1;0;0;1218750.0;40625.0;31.0;2014;2;0;6;1;4;6;21;348407.7354765545;313671.6793187913;28.630300939908953;354968.68031732173;2;1
15775;15775;7230;5736;1.0;32.0;61.0;1740000.0;14.18;24;2.0;246732.0;0;1;0;2;0;0;1493268.0;49775.6;34.0;2012;0;0;2;1;0;1;11;348407.7354765545;636429.0148717947;31.61133636609692;380339.13418342726;0;1
2306;2306;11542;6458;63.0;45.0;86.0;1500000.0;32.19;24;63.0;482850.0;0;0;0;0;1;0;1017150.0;33905.0;47.0;2014;1;1;5;0;0;2;21;437856.5656846549;354195.0145666767;31.61133636609692;413331.5938060608;2;1
9615;9615;1898;36;310.0;60.0;321.0;1736632.0;31.78;14;312.0;551901.6496;0;1;0;3;0;0;1184730.3504;39491.01168;61.16666666666666;2012;4;1;70;0;0;14;33;437856.5656846549;462765.74141768547;30.65196621264987;549526.4686206896;0;1
