;Unnamed: 0;nb_salaires_cleaned;age_cleaned;anciennete_emploi_cleaned;salaire_mensuel_cleaned;taux_endettement_cleaned;duree_pret_cleaned;anciennete_bni_cleaned;mensualite_cleaned;code_DTX_cleaned_UNIQUEVAL;conventionne_cleaned_UNIQUEVAL;statut_marital_cleaned_UNIQUEVAL;categorie_employeur_cleaned_UNIQUEVAL;nature_CAP_cleaned_UNIQUEVAL;type_contrat_cleaned;salaire_vivable;argent_journalier;age_end;year;nb_salaires_cleaned_bins;age_cleaned_bins;anciennete_emploi_cleaned_bins;taux_endettement_cleaned_bins;duree_pret_cleaned_bins;anciennete_bni_cleaned_bins;salaire_mensuel_cleaned_bins;avg_salaire_age;avg_cat_empl_sal;avg_duree_endettement;avg_salaire_anc_emploi;label
12310;6106;1.0;32.0;12.0;101853.0;32.17;24;4.0;3276611.01;1;0;0;0;0;0;-3174758.01;-105825.26699999999;34.0;2011;0;0;29;0;0;1;1;348407.7354765545;354195.0145666767;31.611336366096918;383142.03691812354;1
6385;458;40.0;57.0;346.0;399038.0;32.24;22;58.0;12864985.12;0;0;2;3;1;0;-12465947.12;-415531.5706666667;58.83333333333334;2011;2;1;67;0;0;4;11;437856.5656846549;462765.74141768547;31.15524486113932;526373.3045454543;1
10993;7269;5.0;25.0;25.0;131100.0;32.94;24;7.0;4318434.0;0;0;2;1;0;0;-4187334.0;-139577.8;27.0;2011;0;0;21;0;0;11;1;348407.7354765545;313671.6793187913;31.611336366096918;383292.923074868;1
15246;596;44.0;56.0;304.0;281892.2;32.92;60;50.0;9279891.224;0;0;0;3;1;0;-8997999.024000002;-299933.30080000014;61.0;2011;2;1;44;0;3;8;2;437856.5656846549;462765.74141768547;30.86250662982543;476005.1097674418;1
14174;7419;18.0;25.0;20.0;230000.0;32.8;24;19.0;7543999.999999999;0;0;2;0;0;0;-7313999.999999999;-243800.0;27.0;2012;0;0;15;0;0;0;2;348407.7354765545;354195.0145666767;31.611336366096918;343394.4938213339;1
17897;1564;1.0;51.0;81.0;201641.0;32.8;48;2.0;6613824.8;0;0;0;3;0;0;-6412183.8;-213739.46;55.0;2011;0;1;25;0;1;1;2;437856.5656846549;462765.74141768547;31.285981228209238;405378.0481848188;1
10696;4079;14.0;39.0;120.0;142894.0;32.92;24;26.0;4704070.48;1;0;0;0;1;0;-4561176.48;-152039.216;41.0;2011;0;0;26;0;0;3;1;348407.7354765545;354195.0145666767;31.611336366096918;407503.0181769909;1
7486;4142;74.0;37.0;74.0;337470.0;32.78;24;4.0;11062266.6;0;0;0;0;0;0;-10724796.6;-357493.22;39.0;2012;1;0;12;0;0;1;7;348407.7354765545;354195.0145666767;31.611336366096918;387693.48423541867;1
6069;460;25.0;57.0;340.0;237997.0;32.7;60;39.0;7782501.9;0;0;0;3;1;0;-7544504.9;-251483.4966666668;62.0;2011;0;1;57;0;3;6;2;437856.5656846549;462765.74141768547;30.86250662982543;492212.0405555554;1
394;2170;32.0;45.0;258.0;154241.0;32.76;30;32.0;5052935.16;0;0;0;2;0;0;-4898694.16;-163289.80533333335;47.5;2012;2;1;58;0;2;13;11;437856.5656846549;636429.0148717947;30.32729797554691;432763.06078947376;1
426;3282;51.0;40.0;69.0;116101.29;32.92;24;51.0;3822054.4668;0;0;0;1;1;0;-3705953.1768;-123531.77256;42.0;2012;1;0;3;0;0;8;1;348407.7354765545;313671.6793187913;31.611336366096918;369368.16014648456;1
8903;7146;2.0;27.0;13.0;109476.0;32.62;24;3.0;3571107.12;0;0;0;1;0;0;-3461631.12;-115387.70399999998;29.0;2012;0;0;1;0;0;1;1;348407.7354765545;313671.6793187913;31.611336366096918;354620.2513569526;1
3840;2585;25.0;45.0;37.0;363340.0;32.86;24;26.0;11939352.4;0;0;0;0;0;0;-11576012.4;-385867.08;47.0;2011;0;1;18;0;0;3;7;437856.5656846549;354195.0145666767;31.611336366096918;361661.5960337501;1
18073;2974;21.0;43.0;149.0;429415.0;31.61;54;22.0;13573808.15;0;0;0;2;1;0;-13144393.15;-438146.43833333335;47.5;2011;0;1;34;0;3;0;4;437856.5656846549;636429.0148717947;32.168583382414326;367436.7002162161;1
17113;2800;7.0;44.0;81.0;177217.5;32.81;36;8.0;5814506.175000003;0;0;0;1;1;0;-5637288.675000003;-187909.62250000003;47.0;2011;0;1;25;0;2;11;1;437856.5656846549;313671.6793187913;31.286291191230358;405378.0481848188;1
6643;5720;1.0;33.0;58.0;94500.0;32.54;24;3.0;3075030.0;0;0;0;0;0;0;-2980530.0;-99351.0;35.0;2011;0;0;6;0;0;1;11;348407.7354765545;354195.0145666767;31.611336366096918;354968.68031732173;1
17064;3800;25.0;40.0;70.0;230000.0;32.62;48;66.0;7502599.999999999;0;0;2;1;1;0;-7272599.999999999;-242420.0;44.0;2011;0;0;3;0;1;2;2;348407.7354765545;313671.6793187913;31.285981228209238;369368.16014648456;1
9380;3369;38.0;40.0;185.0;219782.4;32.98;36;38.0;7248423.551999999;0;1;0;1;1;0;-7028641.151999999;-234288.0384;43.0;2012;2;0;59;0;2;6;2;348407.7354765545;313671.6793187913;31.286291191230358;335054.05065637076;1
3807;4337;73.0;38.0;104.0;171600.0;32.99;48;73.0;5661084.0;1;0;0;1;1;0;-5489484.0;-182982.8;42.0;2011;1;0;28;0;1;7;11;348407.7354765545;313671.6793187913;31.285981228209238;331852.0351742628;1
15812;6226;1.0;31.0;90.0;106000.0;32.74;36;2.0;3470440.0;0;0;0;1;0;0;-3364440.0;-112148.0;34.0;2011;0;0;5;0;2;1;1;348407.7354765545;313671.6793187913;31.286291191230358;413331.5938060608;1
6577;6320;36.0;30.0;62.0;200000.0;32.98;12;36.0;6595999.999999999;0;0;0;0;0;0;-6395999.999999999;-213200.0;31.0;2012;2;0;2;0;4;13;1;348407.7354765545;354195.0145666767;28.630300939908953;380339.13418342744;1
2732;639;10.0;56.0;386.0;341449.8;32.97;60;10.0;11257599.906;0;0;0;3;0;0;-10916150.106;-363871.67019999993;61.0;2011;0;1;36;0;3;11;11;437856.5656846549;462765.74141768547;30.86250662982543;487450.20576271205;1
2448;5533;37.0;33.0;38.0;354800.0;32.6;24;37.0;11566480.0;0;0;0;1;0;0;-11211680.0;-373722.66666666674;35.0;2012;2;0;18;0;0;6;11;348407.7354765545;313671.6793187913;31.611336366096918;361661.5960337501;1
12055;1111;2.0;52.0;30.0;245000.0;32.84;24;3.0;8045800.000000001;0;0;0;0;0;0;-7800800.000000001;-260026.66666666672;54.0;2012;0;1;21;0;0;1;2;437856.5656846549;354195.0145666767;31.611336366096918;383292.923074868;1
8755;771;10.0;55.0;336.0;283502.8;32.99;60;14.0;9352757.372000001;0;0;2;3;0;0;-9069254.572;-302308.4857333333;60.0;2011;0;1;37;0;3;10;2;437856.5656846549;462765.74141768547;30.86250662982543;550791.3227272729;1
2926;5476;2.0;33.0;53.0;282842.4;32.35;48;6.0;9149951.64;0;0;0;3;0;0;-8867109.24;-295570.308;37.0;2012;0;0;22;0;1;1;2;348407.7354765545;462765.74141768547;31.285981228209238;335757.89816463424;1
13480;5687;25.0;33.0;64.0;179300.0;32.81;36;60.0;5882833.0;0;0;0;1;1;0;-5703533.0;-190117.76666666663;36.0;2011;0;0;2;0;2;4;1;348407.7354765545;313671.6793187913;31.286291191230358;380339.13418342744;1
7438;2052;18.0;48.0;14.0;378878.0;32.94;10;55.0;12480241.319999995;0;1;1;0;0;1;-12101363.319999995;-403378.7773333333;48.83333333333334;2011;0;1;1;0;4;4;7;437856.5656846549;354195.0145666767;28.41662926615523;354620.2513569526;1
15408;6940;2.0;28.0;27.0;102481.0;32.96;36;3.0;3377773.76;1;1;0;1;0;0;-3275292.76;-109176.42533333336;31.0;2011;0;0;21;0;2;1;1;348407.7354765545;313671.6793187913;31.286291191230358;383292.923074868;1
3877;6699;1.0;29.0;52.0;200000.0;32.77;24;2.0;6554000.000000001;0;0;2;1;0;0;-6354000.000000001;-211800.00000000003;31.0;2011;0;0;22;0;0;1;11;348407.7354765545;313671.6793187913;31.611336366096918;335757.89816463424;1
10196;4231;8.0;38.0;3.0;232528.4;32.91;48;13.0;7652509.643999997;0;0;1;3;0;0;-7419981.243999999;-247332.70813333328;42.0;2011;0;0;40;0;1;10;2;348407.7354765545;462765.74141768547;31.285981228209238;469000.8640981597;1
6442;1514;15.0;51.0;54.0;239139.4;32.08;60;15.0;7671591.9520000005;0;0;0;3;0;0;-7432452.551999999;-247748.4184;56.0;2011;0;1;22;0;3;10;2;437856.5656846549;462765.74141768547;30.86250662982543;335757.89816463424;1
3803;4425;30.0;36.0;104.0;104934.0;32.94;24;31.0;3456525.96;0;0;0;1;1;0;-3351591.96;-111719.73199999999;38.0;2012;2;0;28;0;0;13;11;348407.7354765545;313671.6793187913;31.611336366096918;331852.0351742628;1
6322;2214;2.0;47.0;167.0;309753.2;32.95;48;5.0;10206367.94;0;0;1;3;0;0;-9896614.740000002;-329887.15800000005;51.0;2011;0;1;0;0;1;1;7;437856.5656846549;462765.74141768547;31.285981228209238;393959.18270769244;1
6887;5552;2.0;33.0;5.0;196000.0;32.08;36;3.0;6287680.0;0;0;0;1;0;0;-6091680.0;-203056.0;36.0;2011;0;0;40;0;2;1;11;348407.7354765545;313671.6793187913;31.286291191230358;469000.8640981597;1
15945;7332;36.0;26.0;10.0;109000.0;32.23;24;13.0;3513069.9999999995;1;1;0;2;0;0;-3404069.9999999995;-113469.0;28.0;2012;2;0;29;0;0;10;1;348407.7354765545;636429.0148717947;31.611336366096918;383142.03691812354;1
6117;7517;2.0;24.0;9.0;335000.0;32.97;37;2.0;11044950.0;0;0;0;1;0;0;-10709950.0;-356998.33333333326;27.08333333333333;2012;0;0;29;0;1;1;7;348407.7354765545;313671.6793187913;31.73519922052851;383142.03691812354;1
5768;4537;4.0;37.0;8.0;138000.0;32.95;24;4.0;4547100.0;0;0;0;1;0;0;-4409100.0;-146970.0;39.0;2011;0;0;29;0;0;1;11;348407.7354765545;313671.6793187913;31.611336366096918;383142.03691812354;1
16095;3722;3.0;38.0;36.0;152493.68;33.0;24;4.0;5032291.44;0;0;1;0;0;0;-4879797.76;-162659.92533333332;40.0;2012;0;0;4;0;0;1;1;348407.7354765545;354195.0145666767;31.611336366096918;367332.77090690075;1
13851;7322;5.0;24.0;18.0;400000.0;25.15;24;5.0;10060000.0;1;0;2;1;0;0;-9660000.0;-322000.0;26.0;2011;0;0;1;2;0;1;7;348407.7354765545;313671.6793187913;31.611336366096918;354620.2513569526;1
7065;1643;1.0;50.0;156.0;249214.0;32.94;36;2.0;8209109.159999997;0;1;0;1;0;0;-7959895.159999997;-265329.83866666665;53.0;2011;0;1;13;0;2;1;2;437856.5656846549;313671.6793187913;31.286291191230358;403923.1946232877;1
16626;6812;5.0;29.0;7.0;271722.0;31.29;48;6.0;8502181.379999999;0;1;2;2;0;0;-8230459.379999999;-274348.64599999995;33.0;2011;0;0;29;0;1;1;2;348407.7354765545;636429.0148717947;31.285981228209238;383142.03691812354;1
2193;2388;3.0;44.0;83.0;100000.0;29.5;48;4.0;2950000.0;0;0;2;1;0;0;-2850000.0;-95000.0;48.0;2012;0;1;25;2;1;1;11;437856.5656846549;313671.6793187913;31.285981228209238;405378.0481848188;1
9428;5893;20.0;32.0;51.0;404126.2;30.09;60;25.0;12160157.358;0;0;2;3;0;0;-11756031.158000002;-391867.7052666667;37.0;2011;0;0;22;0;3;3;4;348407.7354765545;462765.74141768547;30.86250662982543;335757.89816463424;1
6982;3447;25.0;41.0;69.0;271288.08;32.48;48;49.0;8811436.838399999;0;0;0;1;1;0;-8540148.758399999;-284671.62528000004;45.0;2011;0;1;3;0;1;8;11;437856.5656846549;313671.6793187913;31.285981228209238;369368.16014648456;1
17249;3833;6.0;39.0;52.0;145000.0;32.93;24;8.0;4774850.0;0;0;0;0;0;0;-4629850.0;-154328.33333333337;41.0;2011;0;0;22;0;0;11;1;348407.7354765545;354195.0145666767;31.611336366096918;335757.89816463424;1
14071;4714;3.0;35.0;10.0;242585.4;32.83;24;6.0;7964078.681999999;0;0;0;3;0;0;-7721493.281999999;-257383.1094;37.0;2012;0;0;29;0;0;1;2;348407.7354765545;462765.74141768547;31.611336366096918;383142.03691812354;1
11154;6413;26.0;30.0;83.0;116339.0;32.98;24;26.0;3836860.22;0;0;0;1;1;0;-3720521.22;-124017.37400000001;32.0;2012;2;0;25;0;0;3;1;348407.7354765545;313671.6793187913;31.611336366096918;405378.0481848188;1
2515;1650;3.0;48.0;12.0;294289.4;32.88;60;5.0;9676235.472;0;0;1;3;0;0;-9381946.072;-312731.5357333334;53.0;2012;0;1;29;0;3;1;2;437856.5656846549;462765.74141768547;30.86250662982543;383142.03691812354;1
12589;4559;10.0;37.0;11.0;131200.0;32.91;24;10.0;4317792.0;0;0;0;1;0;0;-4186592.0;-139553.06666666668;39.0;2011;0;0;29;0;0;11;1;348407.7354765545;313671.6793187913;31.611336366096918;383142.03691812354;1
12447;4055;24.0;37.0;25.0;144000.0;29.86;24;24.0;4299840.0;0;0;1;1;0;0;-4155840.0;-138528.0;39.0;2012;0;0;21;2;0;0;1;348407.7354765545;313671.6793187913;31.611336366096918;383292.923074868;1
18457;6628;17.0;29.0;19.0;137200.0;32.99;24;27.0;4526228.0;0;0;0;0;1;0;-4389028.0;-146300.93333333332;31.0;2012;0;0;15;0;0;3;1;348407.7354765545;354195.0145666767;31.611336366096918;343394.4938213339;1
1198;5153;2.0;34.0;16.0;258521.6;32.9;36;3.0;8505360.64;0;0;1;1;0;0;-8246839.040000001;-274894.63466666674;37.0;2012;0;0;1;0;2;1;11;348407.7354765545;313671.6793187913;31.286291191230358;354620.2513569526;1
144;7061;4.0;27.0;13.0;100000.0;32.94;24;4.0;3294000.0;0;0;2;1;0;0;-3194000.0;-106466.66666666669;29.0;2012;0;0;1;0;0;1;11;348407.7354765545;313671.6793187913;31.611336366096918;354620.2513569526;1
4868;3471;4.0;41.0;217.0;116416.0;32.94;24;4.0;3834743.04;0;0;0;1;0;0;-3718327.04;-123944.23466666664;43.0;2011;0;1;38;0;0;1;11;437856.5656846549;313671.6793187913;31.611336366096918;406227.7308593751;1
5669;2598;1.0;45.0;47.0;131712.0;31.63;24;2.0;4166050.56;0;0;0;1;0;0;-4034338.56;-134477.952;47.0;2011;0;1;7;0;0;1;11;437856.5656846549;313671.6793187913;31.611336366096918;344747.6512061669;1
11518;1400;25.0;52.0;274.0;267566.6;32.72;60;71.0;8754779.151999999;1;0;0;3;1;0;-8487212.552000001;-282907.08506666665;57.0;2011;0;1;42;0;3;29;2;437856.5656846549;462765.74141768547;30.86250662982543;428823.9188461539;1
9628;1564;84.0;48.0;142.0;295500.0;31.6;15;84.0;9337800.0;0;1;0;2;1;0;-9042300.0;-301410.0;49.25;2012;3;1;16;0;0;12;2;437856.5656846549;636429.0148717947;30.30912608524315;388715.8219059408;1
10976;2016;50.0;46.0;116.0;207545.4;32.37;48;73.0;6718244.597999997;0;1;0;1;0;0;-6510699.197999999;-217023.30659999995;50.0;2012;2;1;26;0;1;7;2;437856.5656846549;313671.6793187913;31.285981228209238;407503.0181769909;1
15386;940;51.0;54.0;60.0;129776.0;32.79;48;52.0;4255355.04;0;1;0;1;1;0;-4125579.04;-137519.30133333337;58.0;2011;1;1;6;0;1;8;1;437856.5656846549;313671.6793187913;31.285981228209238;354968.68031732173;1
2723;3910;7.0;38.0;8.0;360520.0;32.89;19;7.0;11857502.8;0;0;0;2;0;0;-11496982.8;-383232.76;39.583333333333336;2012;0;0;29;0;0;11;11;348407.7354765545;636429.0148717947;30.255369176075874;383142.03691812354;1
2014;4614;20.0;35.0;55.0;378420.7;32.99;36;20.0;12484098.893;0;0;2;0;1;0;-12105678.193000002;-403522.6064333334;38.0;2012;0;0;6;0;2;0;11;348407.7354765545;354195.0145666767;31.286291191230358;354968.68031732173;1
11551;6897;2.0;28.0;10.0;393140.0;32.88;24;63.0;12926443.2;0;0;2;1;0;0;-12533303.2;-417776.77333333343;30.0;2012;0;0;29;0;0;2;7;348407.7354765545;313671.6793187913;31.611336366096918;383142.03691812354;1
6018;6540;2.0;30.0;21.0;372208.2;32.98;48;6.0;12275426.436;0;0;0;3;0;0;-11903218.236;-396773.9412;34.0;2011;0;0;15;0;1;1;11;348407.7354765545;462765.74141768547;31.285981228209238;343394.4938213339;1
4051;4264;3.0;36.0;34.0;421676.0;29.05;60;5.0;12249687.8;0;1;0;3;0;0;-11828011.8;-394267.06;41.0;2012;0;0;4;2;3;1;11;348407.7354765545;462765.74141768547;30.86250662982543;367332.77090690075;1
9627;4801;2.0;36.0;76.0;286190.0;32.84;24;3.0;9398479.6;0;0;2;0;0;0;-9112289.6;-303742.9866666667;38.0;2011;0;0;12;0;0;1;2;348407.7354765545;354195.0145666767;31.611336366096918;387693.48423541867;1
7372;1275;3.0;50.0;54.0;142560.0;32.98;24;3.0;4701628.8;0;0;0;2;0;0;-4559068.8;-151968.96;52.0;2012;0;1;22;0;0;1;1;437856.5656846549;636429.0148717947;31.611336366096918;335757.89816463424;1
15415;2983;1.0;41.0;118.0;200000.0;32.68;24;3.0;6536000.0;0;1;0;1;0;0;-6336000.0;-211200.0;43.0;2012;0;1;26;0;0;1;1;437856.5656846549;313671.6793187913;31.611336366096918;407503.0181769909;1
11223;6360;2.0;30.0;44.0;360324.4;32.78;48;7.0;11811433.832;0;0;2;3;0;0;-11451109.432;-381703.64773333335;34.0;2012;0;0;7;0;1;11;7;348407.7354765545;462765.74141768547;31.285981228209238;344747.6512061669;1
5571;166;25.0;59.0;416.0;377796.4;32.63;48;396.0;12327496.532000005;0;1;0;3;1;0;-11949700.132;-398323.33773333335;63.0;2011;0;1;65;0;1;51;11;437856.5656846549;462765.74141768547;31.285981228209238;549278.7599999998;1
2052;7311;1.0;24.0;18.0;119209.92;32.98;24;3.0;3931543.1616;0;0;0;0;0;0;-3812333.2416;-127077.77472;26.0;2011;0;0;1;0;0;1;1;348407.7354765545;354195.0145666767;31.611336366096918;354620.2513569526;1
14920;6873;28.0;28.0;98.0;180000.0;31.29;36;29.0;5632200.0;0;1;0;1;1;0;-5452200.0;-181740.0;31.0;2012;2;0;10;0;2;3;1;348407.7354765545;313671.6793187913;31.286291191230358;325603.0885557085;1
6049;1206;27.0;51.0;85.0;109769.8;32.99;24;28.0;3621305.7020000005;0;0;4;0;1;0;-3511535.9020000007;-117051.19673333336;53.0;2012;2;1;5;0;0;3;11;437856.5656846549;354195.0145666767;31.611336366096918;413331.5938060608;1
543;2094;30.0;48.0;126.0;261152.8;32.44;24;32.0;8471796.831999999;0;1;0;3;0;0;-8210644.031999999;-273688.1344;50.0;2011;2;1;51;0;0;13;2;437856.5656846549;462765.74141768547;31.611336366096918;354672.1637394959;1
872;7576;2.0;23.0;21.0;360000.0;32.97;24;2.0;11869200.0;0;0;2;0;0;0;-11509200.0;-383640.0;25.0;2012;0;0;15;0;0;1;11;348407.7354765545;354195.0145666767;31.611336366096918;343394.4938213339;1
18510;2228;25.0;47.0;139.0;324801.0;32.98;48;73.0;10711936.98;0;1;0;1;1;0;-10387135.98;-346237.86600000004;51.0;2011;0;1;16;0;1;7;7;437856.5656846549;313671.6793187913;31.285981228209238;388715.8219059408;1
3518;1465;29.0;49.0;87.0;340000.0;32.76;18;29.0;11138400.0;0;0;2;0;1;0;-10798400.0;-359946.66666666674;50.5;2012;2;1;5;0;0;3;11;437856.5656846549;354195.0145666767;30.76080107132262;413331.5938060608;1
14768;1188;31.0;51.0;23.0;308681.6;32.54;60;34.0;10044499.264;0;0;0;3;1;0;-9735817.664;-324527.25546666665;56.0;2012;2;1;15;0;3;13;7;437856.5656846549;462765.74141768547;30.86250662982543;343394.4938213339;1
11602;3645;3.0;39.0;48.0;140000.0;32.33;24;5.0;4526200.0;1;0;1;0;0;0;-4386200.0;-146206.66666666663;41.0;2012;0;0;7;0;0;1;1;348407.7354765545;354195.0145666767;31.611336366096918;344747.6512061669;1
14930;6933;29.0;28.0;44.0;302000.0;32.63;15;29.0;9854260.0;0;0;2;0;0;0;-9552260.0;-318408.66666666674;29.25;2011;2;0;7;0;0;3;7;348407.7354765545;354195.0145666767;30.30912608524315;344747.6512061669;1
14126;3806;18.0;38.0;60.0;100000.0;32.57;36;18.0;3257000.0;0;0;0;1;1;0;-3157000.0;-105233.33333333331;41.0;2012;0;0;6;0;2;10;11;348407.7354765545;313671.6793187913;31.286291191230358;354968.68031732173;1
1619;7263;1.0;25.0;43.0;99000.0;32.51;24;6.0;3218490.0;0;0;0;1;0;0;-3119490.0;-103983.0;27.0;2011;0;0;7;0;0;1;11;348407.7354765545;313671.6793187913;31.611336366096918;344747.6512061669;1
9099;420;73.0;56.0;304.0;518000.0;20.38;36;73.0;10556840.0;0;0;0;3;1;0;-10038840.0;-334628.0;59.0;2012;1;1;44;2;2;7;5;437856.5656846549;462765.74141768547;31.286291191230358;476005.1097674418;1
10078;240;25.0;59.0;308.0;165044.0;32.63;48;42.0;5385385.720000002;0;0;0;3;1;0;-5220341.720000002;-174011.3906666667;63.0;2011;0;1;50;0;1;6;1;437856.5656846549;462765.74141768547;31.285981228209238;669918.6670370371;1
10287;544;7.0;55.0;51.0;488260.0;18.76;12;7.0;9159757.6;0;0;0;1;0;0;-8671497.600000001;-289049.92000000004;56.0;2012;0;1;22;1;4;11;4;437856.5656846549;313671.6793187913;28.630300939908953;335757.89816463424;1
8366;1456;58.0;49.0;65.0;163350.0;32.95;48;64.0;5382382.5;0;0;0;1;1;0;-5219032.5;-173967.75;53.0;2012;1;1;2;0;1;2;1;437856.5656846549;313671.6793187913;31.285981228209238;380339.13418342744;1
2865;3463;45.0;41.0;36.0;409444.0;28.66;48;65.0;11734665.04;0;1;1;1;0;0;-11325221.04;-377507.36799999996;45.0;2011;2;1;4;2;1;2;4;437856.5656846549;313671.6793187913;31.285981228209238;367332.77090690075;1
7113;5547;4.0;33.0;47.0;109888.0;32.95;24;5.0;3620809.6;1;0;0;0;0;0;-3510921.6;-117030.72;35.0;2012;0;0;7;0;0;1;11;348407.7354765545;354195.0145666767;31.611336366096918;344747.6512061669;1
2251;4522;1.0;36.0;33.0;170000.0;32.95;18;1.0;5601500.000000001;1;0;0;0;0;0;-5431500.000000001;-181050.00000000003;37.5;2012;0;0;4;0;0;1;1;348407.7354765545;354195.0145666767;30.76080107132262;367332.77090690075;1
7319;481;60.0;56.0;328.0;416118.4;27.36;48;77.0;11384999.424;0;0;0;3;0;0;-10968881.024;-365629.36746666674;60.0;2012;1;1;23;2;1;7;4;437856.5656846549;462765.74141768547;31.285981228209238;574669.5614084506;1
654;3365;25.0;41.0;48.0;200000.0;32.77;24;43.0;6554000.000000001;0;0;0;1;1;0;-6354000.000000001;-211800.00000000003;43.0;2011;0;1;7;0;0;9;1;437856.5656846549;313671.6793187913;31.611336366096918;344747.6512061669;1
16843;1977;1.0;48.0;30.0;104371.0;32.48;24;2.0;3389970.08;0;0;0;1;0;0;-3285599.08;-109519.96933333333;50.0;2011;0;1;21;0;0;1;1;437856.5656846549;313671.6793187913;31.611336366096918;383292.923074868;1
14429;751;49.0;54.0;300.0;364322.0;32.95;60;54.0;12004409.9;0;0;0;3;1;0;-11640087.9;-388002.93;59.0;2012;2;1;55;0;3;8;7;437856.5656846549;462765.74141768547;30.86250662982543;541949.208452381;1
2953;3193;2.0;40.0;8.0;147000.0;32.84;24;3.0;4827480.000000001;0;0;0;1;0;0;-4680480.000000001;-156016.00000000006;42.0;2012;0;0;29;0;0;1;1;348407.7354765545;313671.6793187913;31.611336366096918;383142.03691812354;1
1140;1988;7.0;48.0;26.0;155000.0;32.77;24;10.0;5079350.000000001;0;0;2;1;0;0;-4924350.000000001;-164145.00000000006;50.0;2011;0;1;21;0;0;11;1;437856.5656846549;313671.6793187913;31.611336366096918;383292.923074868;1
8220;70;3.0;61.0;189.0;355406.0;32.95;24;3.0;11710627.7;0;0;0;1;0;0;-11355221.7;-378507.39;63.0;2011;0;2;30;0;0;1;7;871493.5023711338;313671.6793187913;31.611336366096918;469318.6734594594;1
610;5895;13.0;32.0;25.0;215882.0;32.64;24;19.0;7046388.48;0;1;0;3;1;1;-6830506.48;-227683.54933333336;34.0;2011;0;0;21;0;0;0;2;348407.7354765545;462765.74141768547;31.611336366096918;383292.923074868;1
11963;2235;2.0;45.0;86.0;184957.67;32.93;48;2.0;6090656.0731000025;0;0;1;3;0;0;-5905698.403100003;-196856.61343666672;49.0;2012;0;1;5;0;1;1;1;437856.5656846549;462765.74141768547;31.285981228209238;413331.5938060608;1
5580;5878;13.0;32.0;44.0;164600.0;32.71;24;13.0;5384066.0;0;1;0;0;1;0;-5219466.0;-173982.2;34.0;2011;0;0;7;0;0;10;11;348407.7354765545;354195.0145666767;31.611336366096918;344747.6512061669;1
2804;4862;32.0;34.0;59.0;106588.0;32.73;18;32.0;3488625.24;0;0;0;1;0;0;-3382037.24;-112734.57466666664;35.5;2012;2;0;6;0;0;13;1;348407.7354765545;313671.6793187913;30.76080107132262;354968.68031732173;1
17767;671;5.0;55.0;29.0;297000.0;32.52;7;5.0;9658440.0;1;0;4;2;0;0;-9361440.0;-312048.0;55.58333333333334;2012;0;1;21;0;4;1;2;437856.5656846549;636429.0148717947;30.21134167786942;383292.923074868;1
5905;5714;6.0;33.0;7.0;194662.0;32.88;24;60.0;6400486.560000001;0;0;0;1;0;0;-6205824.560000001;-206860.81866666672;35.0;2011;0;0;29;0;0;4;11;348407.7354765545;313671.6793187913;31.611336366096918;383142.03691812354;1
7877;1999;1.0;48.0;288.0;145536.41;32.85;38;3.0;4780871.0685;0;0;0;1;0;0;-4635334.6585;-154511.15528333333;51.16666666666666;2011;0;1;8;0;1;1;11;437856.5656846549;313671.6793187913;30.845635742853236;490556.8287234042;1
11697;3338;8.0;40.0;201.0;420000.0;10.16;24;11.0;4267200.0;0;1;0;1;2;0;-3847200.0;-128240.0;42.0;2012;0;0;11;1;0;11;4;348407.7354765545;313671.6793187913;31.611336366096918;364285.7979054053;1
3654;5713;30.0;32.0;57.0;119906.0;32.29;36;32.0;3871764.74;0;1;0;1;0;0;-3751858.74;-125061.95800000001;35.0;2012;2;0;6;0;2;13;11;348407.7354765545;313671.6793187913;31.286291191230358;354968.68031732173;1
7400;6599;3.0;30.0;30.0;114800.0;31.06;36;5.0;3565688.0;0;1;2;1;0;0;-3450888.0;-115029.6;33.0;2011;0;0;21;0;2;1;1;348407.7354765545;313671.6793187913;31.286291191230358;383292.923074868;1
16446;5479;7.0;33.0;41.0;110528.0;33.0;24;7.0;3647424.0;0;0;0;0;0;0;-3536896.0;-117896.53333333335;35.0;2012;0;0;18;0;0;11;1;348407.7354765545;354195.0145666767;31.611336366096918;361661.5960337501;1
3286;3137;15.0;41.0;30.0;108608.0;32.59;48;15.0;3539534.72;0;0;1;1;1;0;-3430926.72;-114364.224;45.0;2012;0;1;21;0;1;10;11;437856.5656846549;313671.6793187913;31.285981228209238;383292.923074868;1
8712;1309;20.0;52.0;20.0;109908.26;32.35;24;20.0;3555532.211;0;0;0;2;0;0;-3445623.9510000013;-114854.1317;54.0;2011;0;1;15;0;0;0;1;437856.5656846549;636429.0148717947;31.611336366096918;343394.4938213339;1
6944;3157;6.0;41.0;69.0;170000.0;32.54;24;8.0;5531800.0;0;0;0;0;0;0;-5361800.0;-178726.66666666663;43.0;2012;0;1;3;0;0;11;11;437856.5656846549;354195.0145666767;31.611336366096918;369368.16014648456;1
12387;6098;49.0;31.0;74.0;200000.0;32.69;24;52.0;6538000.0;0;0;1;0;0;0;-6338000.0;-211266.66666666663;33.0;2012;2;0;12;0;0;8;1;348407.7354765545;354195.0145666767;31.611336366096918;387693.48423541867;1
