;Unnamed: 0;nb_salaires_cleaned;age_cleaned;anciennete_emploi_cleaned;salaire_mensuel_cleaned;taux_endettement_cleaned;duree_pret_cleaned;anciennete_bni_cleaned;mensualite_cleaned;code_DTX_cleaned_UNIQUEVAL;conventionne_cleaned_UNIQUEVAL;statut_marital_cleaned_UNIQUEVAL;categorie_employeur_cleaned_UNIQUEVAL;nature_CAP_cleaned_UNIQUEVAL;type_contrat_cleaned;salaire_vivable;argent_journalier;age_end;year;nb_salaires_cleaned_bins;age_cleaned_bins;anciennete_emploi_cleaned_bins;taux_endettement_cleaned_bins;duree_pret_cleaned_bins;anciennete_bni_cleaned_bins;salaire_mensuel_cleaned_bins;avg_salaire_age;avg_cat_empl_sal;avg_duree_endettement;avg_salaire_anc_emploi;label
13494;1693;2.0;48.0;18.0;192000.0;32.99;36;2.0;6334080.0;0;0;0;1;0;0;-6142080.0;-204736.0;51.0;2012;0;1;1;0;2;1;1;437856.5656846549;313671.6793187913;31.286291191230358;354620.2513569526;1
16274;811;43.0;54.0;65.0;291300.0;32.85;24;43.0;9569205.0;0;1;4;2;0;0;-9277905.0;-309263.5;56.0;2012;2;1;2;0;0;9;2;437856.5656846549;636429.0148717947;31.611336366096918;380339.13418342744;1
1703;3206;3.0;42.0;53.0;359499.53;32.74;48;4.0;11770014.6122;0;0;0;1;0;0;-11410515.082200002;-380350.5027400001;46.0;2011;0;1;22;0;1;1;11;437856.5656846549;313671.6793187913;31.285981228209238;335757.89816463424;1
8864;6037;7.0;31.0;8.0;110966.0;32.9;24;8.0;3650781.4;1;1;0;1;0;0;-3539815.4;-117993.84666666664;33.0;2012;0;0;29;0;0;11;1;348407.7354765545;313671.6793187913;31.611336366096918;383142.03691812354;1
5404;3549;2.0;39.0;111.0;315000.0;32.99;48;2.0;10391850.0;0;0;2;1;0;0;-10076850.0;-335895.0;43.0;2012;0;0;19;0;1;1;11;348407.7354765545;313671.6793187913;31.285981228209238;359955.8313592235;1
14880;1738;46.0;49.0;65.0;310000.0;32.77;24;72.0;10158700.000000002;0;1;0;1;0;0;-9848700.000000002;-328290.0000000001;51.0;2011;2;1;2;0;0;29;7;437856.5656846549;313671.6793187913;31.611336366096918;380339.13418342744;1
17120;5436;1.0;33.0;95.0;116339.0;32.65;24;1.0;3798468.35;0;0;0;1;0;0;-3682129.35;-122737.645;35.0;2012;0;0;27;0;0;1;1;348407.7354765545;313671.6793187913;31.611336366096918;369619.3079726029;1
4838;7560;2.0;23.0;11.0;170200.0;32.5;24;3.0;5531500.0;0;0;0;0;0;0;-5361300.0;-178710.0;25.0;2012;0;0;29;0;0;1;1;348407.7354765545;354195.0145666767;31.611336366096918;383142.03691812354;1
3723;5809;20.0;33.0;6.0;250000.0;32.51;24;5.0;8127499.999999999;1;0;0;0;0;0;-7877499.999999999;-262583.33333333326;35.0;2011;0;0;40;0;0;1;2;348407.7354765545;354195.0145666767;31.611336366096918;469000.8640981597;1
4407;2403;1.0;46.0;99.0;142233.0;32.96;24;2.0;4687999.68;0;0;2;1;0;0;-4545766.68;-151525.55599999998;48.0;2011;0;1;10;0;0;1;11;437856.5656846549;313671.6793187913;31.611336366096918;325603.0885557085;1
7566;5232;1.0;34.0;11.0;150914.0;32.23;60;5.0;4863958.22;0;1;2;3;0;0;-4713044.22;-157101.47400000002;39.0;2011;0;0;29;0;3;1;1;348407.7354765545;462765.74141768547;30.86250662982543;383142.03691812354;1
7152;6380;19.0;30.0;26.0;180000.0;32.97;24;19.0;5934600.0;0;0;0;0;0;0;-5754600.0;-191820.0;32.0;2012;0;0;21;0;0;0;11;348407.7354765545;354195.0145666767;31.611336366096918;383292.923074868;1
5387;771;2.0;54.0;96.0;137000.0;32.77;24;2.0;4489490.0;0;0;3;1;0;0;-4352490.0;-145083.0;56.0;2012;0;1;27;0;0;1;1;437856.5656846549;313671.6793187913;31.611336366096918;369619.3079726029;1
5954;2218;2.0;47.0;19.0;294938.0;25.64;24;4.0;7562210.32;0;0;0;0;0;0;-7267272.32;-242242.41066666663;49.0;2011;0;1;15;2;0;1;2;437856.5656846549;354195.0145666767;31.611336366096918;343394.4938213339;1
6143;5368;1.0;34.0;21.0;115289.92;32.79;24;2.0;3780356.4768;0;0;0;0;0;0;-3665066.5568;-122168.88522666668;36.0;2011;0;0;15;0;0;1;1;348407.7354765545;354195.0145666767;31.611336366096918;343394.4938213339;1
5625;3312;2.0;40.0;150.0;245000.0;31.2;24;2.0;7644000.0;0;0;0;1;0;0;-7399000.0;-246633.33333333328;42.0;2012;0;0;34;0;0;1;2;348407.7354765545;313671.6793187913;31.611336366096918;367436.7002162161;1
12587;6270;4.0;31.0;26.0;354759.4;32.91;12;8.0;11675131.854;0;0;1;3;0;0;-11320372.454000002;-377345.74846666673;32.0;2011;0;0;21;0;4;11;7;348407.7354765545;462765.74141768547;28.630300939908953;383292.923074868;1
13232;6130;1.0;31.0;22.0;329000.0;32.89;24;5.0;10820810.0;0;0;2;0;0;0;-10491810.0;-349727.0;33.0;2011;0;0;15;0;0;1;7;348407.7354765545;354195.0145666767;31.611336366096918;343394.4938213339;1
1129;1990;4.0;48.0;16.0;252935.0;32.81;24;5.0;8298797.3500000015;0;0;0;1;0;0;-8045862.3500000015;-268195.41166666674;50.0;2011;0;1;1;0;0;1;2;437856.5656846549;313671.6793187913;31.611336366096918;354620.2513569526;1
2901;2103;25.0;48.0;32.0;380405.0;26.5;24;31.0;10080732.5;0;0;0;1;0;0;-9700327.5;-323344.25;50.0;2011;0;1;4;2;0;13;7;437856.5656846549;313671.6793187913;31.611336366096918;367332.77090690075;1
17725;3028;2.0;41.0;115.0;183000.0;32.88;18;3.0;6017040.000000001;0;0;0;0;0;0;-5834040.000000001;-194468.00000000003;42.5;2012;0;1;26;0;0;1;1;437856.5656846549;354195.0145666767;30.76080107132262;407503.0181769909;1
6964;5118;2.0;35.0;66.0;142894.0;32.71;24;2.0;4674062.74;0;0;0;1;0;0;-4531168.74;-151038.958;37.0;2011;0;0;2;0;0;1;11;348407.7354765545;313671.6793187913;31.611336366096918;380339.13418342744;1
3958;2596;23.0;43.0;6.0;260722.0;32.94;9;24.0;8588182.68;0;0;0;1;0;1;-8327460.68;-277582.02266666666;43.75;2012;0;1;40;0;4;0;2;437856.5656846549;313671.6793187913;30.53232018066045;469000.8640981597;1
12214;6434;25.0;30.0;40.0;376048.0;32.17;24;32.0;12097464.16;0;0;2;0;0;0;-11721416.16;-390713.872;32.0;2011;0;0;18;0;0;13;7;348407.7354765545;354195.0145666767;31.611336366096918;361661.5960337501;1
2831;2808;1.0;44.0;30.0;326587.0;31.04;24;24.0;10137260.48;0;0;0;3;0;0;-9810673.48;-327022.4493333333;46.0;2011;0;1;21;0;0;0;11;437856.5656846549;462765.74141768547;31.611336366096918;383292.923074868;1
5703;773;17.0;54.0;201.0;166551.0;32.88;24;17.0;5476196.880000001;0;0;0;0;1;0;-5309645.880000001;-176988.19600000003;56.0;2012;0;1;11;0;0;10;1;437856.5656846549;354195.0145666767;31.611336366096918;364285.7979054053;1
5655;3401;1.0;41.0;26.0;157450.0;32.91;24;2.0;5181679.499999999;0;0;0;0;0;0;-5024229.499999999;-167474.31666666662;43.0;2011;0;1;21;0;0;1;1;437856.5656846549;354195.0145666767;31.611336366096918;383292.923074868;1
1915;2257;21.0;47.0;113.0;437986.0;27.76;60;22.0;12158491.36;0;0;2;3;1;0;-11720505.36;-390683.5120000001;52.0;2011;0;1;19;2;3;0;11;437856.5656846549;462765.74141768547;30.86250662982543;359955.8313592235;1
9464;2044;27.0;48.0;47.0;206300.0;20.99;60;28.0;4330237.0;0;1;0;2;1;0;-4123937.0;-137464.56666666668;53.0;2011;2;1;7;2;3;3;2;437856.5656846549;636429.0148717947;30.86250662982543;344747.6512061669;1
3268;4619;1.0;37.0;25.0;154336.0;32.8;36;2.0;5062220.8;1;1;0;2;0;0;-4907884.8;-163596.16;40.0;2011;0;0;21;0;2;1;1;348407.7354765545;636429.0148717947;31.286291191230358;383292.923074868;1
8685;1410;25.0;51.0;112.0;323824.0;32.15;60;68.0;10410941.6;0;0;0;2;0;0;-10087117.6;-336237.2533333333;56.0;2011;0;1;19;0;3;29;7;437856.5656846549;636429.0148717947;30.86250662982543;359955.8313592235;1
14084;6067;2.0;31.0;4.0;145000.0;32.95;24;2.0;4777750.0;0;0;0;1;0;0;-4632750.0;-154425.0;33.0;2012;0;0;40;0;0;1;1;348407.7354765545;313671.6793187913;31.611336366096918;469000.8640981597;1
2604;2593;43.0;43.0;98.0;330806.0;16.45;12;49.0;5441758.7;0;0;0;3;0;0;-5110952.7;-170365.09;44.0;2012;2;1;10;1;4;8;7;437856.5656846549;462765.74141768547;28.630300939908953;325603.0885557085;1
1865;4747;53.0;35.0;62.0;291700.0;32.75;60;61.0;9553175.0;0;1;0;2;1;0;-9261475.0;-308715.83333333326;40.0;2012;1;0;2;0;3;2;2;348407.7354765545;636429.0148717947;30.86250662982543;380339.13418342744;1
14957;4834;35.0;36.0;48.0;285000.0;32.97;24;35.0;9396450.0;0;0;0;0;1;0;-9111450.0;-303715.0;38.0;2011;2;0;7;0;0;13;2;348407.7354765545;354195.0145666767;31.611336366096918;344747.6512061669;1
3828;4512;3.0;37.0;110.0;243778.0;31.26;24;3.0;7620500.28;0;0;0;1;0;0;-7376722.28;-245890.74266666672;39.0;2011;0;0;19;0;0;1;11;348407.7354765545;313671.6793187913;31.611336366096918;359955.8313592235;1
6012;5412;58.0;33.0;95.0;257000.0;31.78;28;85.0;8167460.0;0;1;0;1;0;0;-7910460.0;-263682.0;35.333333333333336;2012;1;0;27;0;2;5;11;348407.7354765545;313671.6793187913;31.60504892266274;369619.3079726029;1
17242;1983;33.0;46.0;87.0;171701.0;32.98;24;33.0;5662698.98;0;0;0;1;1;0;-5490997.98;-183033.266;48.0;2012;2;1;5;0;0;13;1;437856.5656846549;313671.6793187913;31.611336366096918;413331.5938060608;1
7313;1821;37.0;49.0;126.0;500000.0;19.41;48;37.0;9705000.0;0;0;0;1;1;0;-9205000.0;-306833.33333333326;53.0;2011;2;1;51;1;1;6;11;437856.5656846549;313671.6793187913;31.285981228209238;354672.1637394959;1
9012;2244;30.0;45.0;60.0;377257.8;32.51;60;34.0;12264651.078;0;1;1;3;1;0;-11887393.278;-396246.4426;50.0;2012;2;1;6;0;3;13;7;437856.5656846549;462765.74141768547;30.86250662982543;354968.68031732173;1
6186;1423;26.0;49.0;75.0;180000.0;32.94;15;26.0;5929200.0;0;0;0;1;1;0;-5749200.0;-191640.0;50.25;2012;2;1;12;0;0;3;11;437856.5656846549;313671.6793187913;30.30912608524315;387693.48423541867;1
5551;6242;4.0;31.0;71.0;152000.0;32.75;24;4.0;4978000.0;0;0;0;0;0;0;-4826000.0;-160866.66666666663;33.0;2011;0;0;3;0;0;1;11;348407.7354765545;354195.0145666767;31.611336366096918;369368.16014648456;1
9679;2234;6.0;45.0;40.0;89486.0;32.6;24;6.0;2917243.6;0;0;4;0;0;0;-2827757.6;-94258.58666666668;47.0;2012;0;1;18;0;0;1;11;437856.5656846549;354195.0145666767;31.611336366096918;361661.5960337501;1
4289;1745;3.0;47.0;3.0;127546.0;32.92;24;30.0;4198814.32;0;0;0;0;0;0;-4071268.32;-135708.94400000002;49.0;2012;0;1;40;0;0;3;1;437856.5656846549;354195.0145666767;31.611336366096918;469000.8640981597;1
5738;4991;11.0;34.0;42.0;120000.0;32.81;18;11.0;3937200.0000000005;0;0;0;0;1;0;-3817200.0000000005;-127240.0;35.5;2012;0;0;18;0;0;11;1;348407.7354765545;354195.0145666767;30.76080107132262;361661.5960337501;1
5497;2932;2.0;41.0;32.0;140000.0;32.87;24;2.0;4601800.0;0;0;0;1;0;0;-4461800.0;-148726.66666666663;43.0;2012;0;1;4;0;0;1;1;437856.5656846549;313671.6793187913;31.611336366096918;367332.77090690075;1
18442;7030;5.0;27.0;8.0;156800.0;32.87;24;5.0;5154016.0;1;0;0;1;0;0;-4997216.0;-166573.86666666667;29.0;2012;0;0;29;0;0;1;1;348407.7354765545;313671.6793187913;31.611336366096918;383142.03691812354;1
18423;6709;19.0;29.0;19.0;115100.0;27.09;24;2.0;3118059.0;0;0;2;1;0;0;-3002959.0;-100098.63333333332;31.0;2012;0;0;15;2;0;1;1;348407.7354765545;313671.6793187913;31.611336366096918;343394.4938213339;1
2230;5793;25.0;33.0;79.0;290000.0;32.75;32;69.0;9497500.0;0;0;0;1;0;0;-9207500.0;-306916.66666666674;35.666666666666664;2011;0;0;25;0;2;29;11;348407.7354765545;313671.6793187913;31.92887929849713;405378.0481848188;1
2776;6479;14.0;30.0;25.0;197951.88;32.79;24;18.0;6490842.1452;0;0;2;1;1;0;-6292890.2652;-209763.00884000002;32.0;2011;0;0;21;0;0;10;1;348407.7354765545;313671.6793187913;31.611336366096918;383292.923074868;1
8152;6931;5.0;28.0;7.0;126000.0;32.92;24;6.0;4147920.0;1;0;2;1;0;0;-4021920.0;-134064.0;30.0;2011;0;0;29;0;0;1;1;348407.7354765545;313671.6793187913;31.611336366096918;383142.03691812354;1
11672;5402;37.0;34.0;47.0;100000.0;32.39;12;38.0;3239000.0;0;0;0;0;0;0;-3139000.0;-104633.33333333331;35.0;2011;2;0;7;0;4;6;11;348407.7354765545;354195.0145666767;28.630300939908953;344747.6512061669;1
18240;7180;23.0;26.0;33.0;300000.0;32.93;24;25.0;9879000.0;0;0;2;0;1;0;-9579000.0;-319300.0;28.0;2011;0;0;4;0;0;3;2;348407.7354765545;354195.0145666767;31.611336366096918;367332.77090690075;1
4971;6934;1.0;28.0;15.0;262628.97;32.92;36;2.0;8645745.6924;0;0;0;1;0;0;-8383116.722399997;-279437.22408;31.0;2011;0;0;1;0;2;1;11;348407.7354765545;313671.6793187913;31.286291191230358;354620.2513569526;1
4530;1192;2.0;51.0;296.0;305740.6;32.96;48;5.0;10077210.176;0;0;0;3;0;0;-9771469.576;-325715.6525333333;55.0;2012;0;1;55;0;1;1;11;437856.5656846549;462765.74141768547;31.285981228209238;541949.208452381;1
13846;389;54.0;57.0;83.0;409000.0;10.31;48;57.0;4216790.0;0;0;0;3;2;0;-3807790.0;-126926.33333333331;61.0;2012;1;1;25;1;1;4;4;437856.5656846549;462765.74141768547;31.285981228209238;405378.0481848188;1
2823;992;2.0;54.0;13.0;319682.0;32.02;36;2.0;10236217.64;0;0;1;0;0;0;-9916535.64;-330551.188;57.0;2011;0;1;1;0;2;1;7;437856.5656846549;354195.0145666767;31.286291191230358;354620.2513569526;1
1592;1047;25.0;54.0;301.0;214295.0;32.91;60;45.0;7052448.449999997;0;1;0;3;1;0;-6838153.449999997;-227938.44833333328;59.0;2011;0;1;44;0;3;9;2;437856.5656846549;462765.74141768547;30.86250662982543;476005.1097674418;1
9822;1301;46.0;50.0;86.0;293674.06;32.04;36;46.0;9409316.8824;0;0;0;1;0;0;-9115642.8224;-303854.76074666664;53.0;2012;2;1;5;0;2;9;2;437856.5656846549;313671.6793187913;31.286291191230358;413331.5938060608;1
3669;5947;27.0;32.0;48.0;108897.0;32.89;24;27.0;3581622.33;1;0;0;1;0;0;-3472725.33;-115757.511;34.0;2011;2;0;7;0;0;3;11;348407.7354765545;313671.6793187913;31.611336366096918;344747.6512061669;1
16950;3150;56.0;41.0;57.0;250047.0;32.98;24;56.0;8246550.06;0;0;1;2;0;0;-7996503.06;-266550.102;43.0;2012;1;1;6;0;0;4;2;437856.5656846549;636429.0148717947;31.611336366096918;354968.68031732173;1
8981;6190;6.0;31.0;16.0;107449.9;32.84;24;9.0;3528654.716;0;0;2;1;0;0;-3421204.816;-114040.16053333336;33.0;2011;0;0;1;0;0;11;1;348407.7354765545;313671.6793187913;31.611336366096918;354620.2513569526;1
5462;7034;20.0;27.0;31.0;240000.0;32.96;48;21.0;7910400.0;0;0;0;1;1;0;-7670400.0;-255680.0;31.0;2011;0;0;4;0;1;0;11;348407.7354765545;313671.6793187913;31.285981228209238;367332.77090690075;1
5530;3303;4.0;40.0;138.0;113730.0;31.4;24;4.0;3571122.0;0;0;3;1;0;0;-3457392.0;-115246.4;42.0;2012;0;0;24;0;0;1;11;348407.7354765545;313671.6793187913;31.611336366096918;335714.0872005772;1
1008;4077;24.0;39.0;79.0;109000.0;32.92;40;25.0;3588280.0;1;0;0;2;1;0;-3479280.0;-115976.0;42.333333333333336;2011;0;0;25;0;1;3;11;348407.7354765545;636429.0148717947;31.116335177695362;405378.0481848188;1
9871;1707;3.0;48.0;31.0;128700.0;32.83;18;3.0;4225221.0;1;0;1;0;0;0;-4096521.0;-136550.7;49.5;2012;0;1;4;0;0;1;1;437856.5656846549;354195.0145666767;30.76080107132262;367332.77090690075;1
18049;6103;24.0;32.0;49.0;157562.0;29.83;36;20.0;4700074.46;1;0;0;1;1;0;-4542512.46;-151417.082;35.0;2011;0;0;22;2;2;0;1;348407.7354765545;313671.6793187913;31.286291191230358;335757.89816463424;1
6634;5382;30.0;34.0;64.0;384895.0;32.99;24;30.0;12697686.05;0;0;0;0;0;0;-12312791.05;-410426.36833333335;36.0;2011;2;0;2;0;0;3;7;348407.7354765545;354195.0145666767;31.611336366096918;380339.13418342744;1
7023;3665;5.0;40.0;37.0;180000.0;32.49;24;7.0;5848200.0;0;0;0;1;0;0;-5668200.0;-188940.0;42.0;2011;0;0;18;0;0;11;11;348407.7354765545;313671.6793187913;31.611336366096918;361661.5960337501;1
8385;892;1.0;54.0;245.0;235000.0;32.31;36;2.0;7592850.000000001;1;0;0;1;0;0;-7357850.000000001;-245261.66666666672;57.0;2011;0;1;69;0;2;1;2;437856.5656846549;313671.6793187913;31.286291191230358;505435.5566666666;1
5808;2563;16.0;43.0;19.0;186200.0;32.9;24;17.0;6125980.0;0;1;0;0;0;0;-5939780.0;-197992.66666666663;45.0;2012;0;1;15;0;0;10;11;437856.5656846549;354195.0145666767;31.611336366096918;343394.4938213339;1
16160;6386;15.0;30.0;21.0;415981.0;32.22;36;17.0;13402907.82;0;0;0;2;0;0;-12986926.82;-432897.56066666666;33.0;2012;0;0;15;0;2;10;4;348407.7354765545;636429.0148717947;31.286291191230358;343394.4938213339;1
12155;5538;25.0;34.0;56.0;165800.0;32.52;24;65.0;5391816.000000001;1;0;0;1;1;0;-5226016.000000001;-174200.53333333335;36.0;2011;0;0;6;0;0;2;1;348407.7354765545;313671.6793187913;31.611336366096918;354968.68031732173;1
15721;3000;3.0;43.0;101.0;100677.0;32.63;12;5.0;3285090.51;0;0;0;0;0;0;-3184413.51;-106147.117;44.0;2011;0;1;10;0;4;1;1;437856.5656846549;354195.0145666767;28.630300939908953;325603.0885557085;1
5635;7134;28.0;27.0;32.0;600000.0;11.73;36;28.0;7038000.0;0;1;4;2;2;0;-6438000.0;-214600.0;30.0;2012;2;0;4;1;2;3;11;348407.7354765545;636429.0148717947;31.286291191230358;367332.77090690075;1
14746;4431;14.0;36.0;63.0;117600.0;32.98;18;18.0;3878448.0;0;0;0;0;0;0;-3760848.0;-125361.6;37.5;2012;0;0;2;0;0;10;1;348407.7354765545;354195.0145666767;30.76080107132262;380339.13418342744;1
